nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-27157;Hadi Pratama;;25/05/1971;Prioritas
N-27158;Sari Hidayat;P;17/05/1983;Prioritas
N-27159;Tono Utami;P;;Private
N-27160;Eka Kusuma;P;07/03/1971;RETAIL
N-27161;Nanda Permata;Wanita;01/10/1992;Private
N-27162;Fajar Hakim;Female;30/03/2000;Reguler
N-27163;Budi Setiawan;;11/05/1970;RETAIL
N-27164;Gita Utami;Laki-laki;03/06/1960;
N-27165;Fajar Pratama;M;07/02/1995;Prioritas
N-27166;Hadi Permata;Laki-laki;30/06/1984;Private
N-27167;Putri Kusuma;Pria;29/08/1986;prio
N-27168;Oki Saputra;L;04/03/1966;Private
N-27169;Vina Pratama;M;04/11/2003;
N-27170;Tono Kusuma;Female;07/07/1979;Prioritas
N-27171;Putri Lestari;Female;17/07/1963;
N-27172;Maya Pratama;Wanita;11/08/1981;
N-27173;Oki Kusuma;Female;06/05/1983;RETAIL
N-27174;Putri Pratama;M;26/08/1964;Private
N-27175;Fajar Hakim;Pria;02/08/1986;RETAIL
N-27176;Gita Setiawan;;24/06/1983;Reguler
N-27177;Wawan Wijaya;P;06/01/1999;Private
N-27178;Vina Lestari;Laki-laki;18/05/1974;RETAIL
N-27179;Tono Kusuma;Laki-laki;09/06/1988;Reguler
N-27180;Indah Utami;;09/03/1967;
N-27181;Fajar Hakim;Laki-laki;21/07/1996;Reguler
N-27182;Dewi Santoso;;09/02/1998;RETAIL
N-27183;Nanda Saputra;M;24/01/1971;prio
N-27184;Zaki Utami;Female;06/03/1981;
N-27185;Wawan Hakim;Wanita;28/11/1975;
N-27186;Lutfi Hidayat;Pria;22/04/1995;prio
N-27187;Kartika Utami;Female;26/03/1998;
N-27188;Sari Hakim;Laki-laki;13/09/1998;Reguler
N-27189;Rizal Hidayat;;07/02/1970;RETAIL
N-27190;Tono Utami;Laki-laki;05/09/1966;prio
N-27191;Oki Hidayat;P;31/02/1999;prio
N-27192;Eka Santoso;Wanita;29/05/1995;RETAIL
N-27193;Vina Wijaya;M;;Private
N-27194;Gita Hidayat;L;27/12/1994;
N-27195;Lutfi Hakim;Female;08/03/1970;prio
N-27196;Andi Utami;Laki-laki;10/08/2000;RETAIL
N-27197;Zaki Maharani;;07/11/1964;Private
N-27198;Gita Kusuma;P;30/01/1962;prio
N-27199;Nanda Maharani;Wanita;22/06/1987;Prioritas
N-27200;Yuni Setiawan;M;15/03/1960;Reguler
N-27201;Citra Pratama;Female;17/12/1969;Prioritas
N-27202;Umi Kusuma;;05/08/1988;RETAIL
N-27203;Indah Saputra;L;25/07/1979;Prioritas
N-27204;Gita Kusuma;Female;28/05/1967;Prioritas
N-27205;Tono Wijaya;P;12/12/1986;Prioritas
N-27206;Hadi Permata;Female;12/11/1977;Private
N-27207;Umi Pratama;Pria;;Prioritas
N-27208;Kartika Setiawan;;26/10/1980;Private
N-27209;Indah Lestari;L;14/11/1966;prio
N-27210;Nanda Utami;Wanita;11/02/1989;Reguler
N-27211;Sari Hidayat;M;17/06/1995;Prioritas
N-27212;Oki Wijaya;L;16/04/1981;prio
N-27213;Yuni Santoso;Female;06/12/2002;Reguler
N-27214;Yuni Utami;P;08/11/1974;Private
N-27215;Fajar Lestari;M;23/04/1981;Private
N-27216;Zaki Utami;Laki-laki;16/06/1999;prio
N-27217;Umi Lestari;Pria;30/10/1997;prio
N-27218;Gita Utami;P;12/06/1969;Private
N-27219;Citra Wijaya;Female;05/01/1989;Reguler
N-27220;Hadi Lestari;L;31/02/1999;RETAIL
N-27221;Oki Hakim;M;21/02/1962;Private
N-27222;Indah Pratama;Pria;10/01/1998;Private
N-27223;Vina Wijaya;Laki-laki;13/06/1964;Reguler
N-27224;Budi Hidayat;L;30/12/2001;Private
N-27225;Oki Maharani;Female;31/01/1982;prio
N-27226;Hadi Setiawan;Female;19/06/2003;Private
N-27227;Budi Saputra;Female;20/05/1967;Private
N-27228;Umi Hakim;L;12/12/1960;
N-27229;Kartika Hidayat;P;16/06/1996;Private
N-27230;Putri Lestari;M;28/10/2005;prio
N-27231;Fajar Hidayat;Laki-laki;03/01/1969;prio
N-27232;Yuni Permata;M;19/01/1963;Reguler
N-27233;Joko Hidayat;Wanita;19/09/1974;Prioritas
N-27234;Kartika Pratama;Laki-laki;20/05/1987;Private
N-27235;Andi Pratama;L;18/11/2000;
N-27236;Putri Maharani;Female;;Private
N-27237;Budi Setiawan;P;13/05/1974;
N-27238;Dewi Maharani;Pria;21/04/1977;
N-27239;Lutfi Saputra;;30/12/1997;prio
N-27240;Eka Saputra;L;25/06/1966;Private
N-27241;Oki Permata;Female;18/09/1962;prio
N-27242;Vina Pratama;;22/11/1977;prio
N-27243;Wawan Utami;P;27/05/1984;Prioritas
N-27244;Tono Hakim;Wanita;01/10/1991;
N-27245;Kartika Maharani;Wanita;31/01/1962;prio
N-27246;Eka Lestari;Laki-laki;23/07/1990;Reguler
N-27247;Gita Lestari;;30/03/1961;
N-27248;Citra Santoso;Wanita;23/04/1991;Private
N-27249;Gita Saputra;Laki-laki;06/09/1969;prio
N-27250;Sari Permata;;30/12/1974;Prioritas
N-27251;Vina Kusuma;P;07/05/2004;Reguler
N-27252;Rizal Maharani;Laki-laki;15/10/2004;RETAIL
N-27253;Hadi Maharani;L;01/12/1960;Prioritas
N-27254;Nanda Permata;;15/01/1965;Prioritas
N-27255;Vina Hakim;Wanita;26/12/1963;
N-27256;Tono Pratama;;06/09/1989;Private
N-27257;Rizal Lestari;Pria;28/02/1961;
N-27258;Gita Hakim;P;20/10/1984;Reguler
N-27259;Zaki Kusuma;P;28/05/1983;Prioritas
N-27260;Lutfi Saputra;Female;14/04/1991;Prioritas
N-27261;Yuni Santoso;Laki-laki;04/05/1965;Reguler
N-27262;Putri Hidayat;Laki-laki;05/09/1992;prio
N-27263;Umi Hakim;Pria;03/05/1963;
N-27264;Oki Utami;Laki-laki;11/07/2001;Prioritas
N-27265;Dewi Pratama;Female;06/09/1985;Reguler
N-27266;Vina Permata;L;06/12/2005;Prioritas
N-27267;Putri Maharani;;14/07/1983;prio
N-27268;Nanda Wijaya;Wanita;04/06/1988;RETAIL
N-27269;Zaki Saputra;Pria;22/03/1986;RETAIL
N-27270;Nanda Santoso;Pria;01/10/1977;
N-27271;Sari Saputra;;13/09/1974;Prioritas
N-27272;Vina Lestari;P;27/02/1980;Private
N-27273;Andi Kusuma;Female;09/06/1966;Prioritas
N-27274;Joko Wijaya;L;22/06/1997;RETAIL
N-27275;Putri Hakim;;16/05/2004;Private
N-27276;Lutfi Pratama;P;08/05/1979;Private
N-27277;Tono Saputra;Wanita;09/05/1998;RETAIL
N-27278;Eka Pratama;P;14/12/1978;Prioritas
N-27279;Budi Utami;Pria;13/12/1999;Reguler
N-27280;Zaki Kusuma;Female;16/05/1981;prio
N-27281;Zaki Utami;Wanita;15/08/1993;prio
N-27282;Joko Maharani;M;04/01/1971;
N-27283;Andi Santoso;Wanita;02/08/1998;RETAIL
N-27284;Andi Santoso;M;13/12/1993;Prioritas
N-27285;Budi Permata;L;25/10/1981;Prioritas
N-27286;Dewi Hidayat;P;19/08/2001;Prioritas
N-27287;Indah Saputra;;21/10/1999;prio
N-27288;Zaki Pratama;Laki-laki;30/11/1997;Private
N-27289;Budi Permata;;03/10/1967;Reguler
N-27290;Rizal Kusuma;Female;17/11/1972;
N-27291;Dewi Permata;Female;22/09/1990;Private
N-27292;Vina Kusuma;Pria;;prio
N-27293;Indah Wijaya;M;03/07/2005;Private
N-27294;Oki Saputra;;04/04/1977;
N-27295;Lutfi Hidayat;;;prio
N-27296;Putri Hakim;Female;13/02/1960;
N-27297;Budi Lestari;P;25/01/1991;
N-27298;Andi Lestari;Wanita;17/08/2000;Private
N-27299;Sari Pratama;M;03/05/1980;prio
N-27300;Citra Setiawan;P;25/11/1995;prio
N-27301;Rizal Wijaya;L;11/09/1972;prio
N-27302;Indah Hidayat;Female;12/12/1982;RETAIL
N-27303;Maya Hakim;Laki-laki;28/07/1994;Prioritas
N-27304;Maya Kusuma;Pria;08/10/2001;prio
N-27305;Kartika Lestari;M;17/12/2004;prio
N-27306;Oki Hidayat;;22/01/1993;Prioritas
N-27307;Eka Lestari;Wanita;16/04/1993;
N-27308;Vina Wijaya;L;19/04/1961;RETAIL
N-27309;Oki Hidayat;M;08/12/1985;prio
N-27310;Yuni Setiawan;Pria;31/02/1999;prio
N-27311;Fajar Permata;M;11/07/1992;Private
N-27312;Tono Utami;Laki-laki;05/07/1966;Reguler
N-27313;Budi Pratama;Wanita;14/03/1983;RETAIL
N-27314;Budi Saputra;Laki-laki;29/06/1976;
N-27315;Eka Kusuma;Female;;RETAIL
N-27316;Budi Hakim;Female;31/02/1999;Private
N-27317;Yuni Wijaya;P;31/02/1999;
N-27318;Indah Wijaya;L;08/07/1960;
N-27319;Umi Setiawan;Wanita;03/04/1960;
N-27320;Rizal Santoso;Wanita;09/03/1978;Prioritas
N-27321;Vina Maharani;Female;02/06/1970;Prioritas
N-27322;Dewi Setiawan;Laki-laki;31/02/1999;Prioritas
N-27323;Indah Pratama;Laki-laki;;
N-27324;Kartika Hakim;P;10/04/2005;
N-27325;Budi Hakim;L;26/06/1960;Reguler
N-27326;Putri Hakim;;24/05/1989;prio
N-27327;Eka Hidayat;;06/02/2001;RETAIL
N-27328;Andi Pratama;Laki-laki;26/07/1974;prio
N-27329;Eka Setiawan;M;22/07/1980;RETAIL
N-27330;Zaki Santoso;;30/07/1995;Reguler
N-27331;Vina Hakim;M;14/01/1974;Prioritas
N-27332;Umi Maharani;Laki-laki;06/01/2000;
N-27333;Yuni Santoso;Laki-laki;21/06/1997;Reguler
N-27334;Oki Saputra;L;22/10/1966;
N-27335;Putri Maharani;Wanita;14/04/2003;prio
N-27336;Vina Utami;Laki-laki;31/02/1999;Reguler
N-27337;Eka Maharani;M;28/09/2003;
N-27338;Andi Permata;;16/04/2000;
N-27339;Citra Pratama;L;;RETAIL
N-27340;Rizal Saputra;Pria;03/05/1981;Prioritas
N-27341;Dewi Hidayat;Pria;09/05/1989;Prioritas
N-27342;Budi Santoso;P;15/05/2005;Prioritas
N-27343;Indah Lestari;Laki-laki;10/02/1992;Prioritas
N-27344;Wawan Santoso;;30/09/1977;Prioritas
N-27345;Sari Saputra;;19/05/2003;
N-27346;Vina Pratama;Pria;11/04/1970;Prioritas
N-27347;Dewi Santoso;M;14/07/1963;
N-27348;Joko Kusuma;Female;29/07/1969;Prioritas
N-27349;Rizal Permata;Laki-laki;06/07/1992;Prioritas
N-27350;Umi Setiawan;Laki-laki;23/04/1960;prio
N-27351;Yuni Permata;L;19/06/1967;RETAIL
N-27352;Yuni Lestari;Laki-laki;16/11/1974;prio
N-27353;Lutfi Maharani;Laki-laki;;RETAIL
N-27354;Wawan Setiawan;M;06/01/1966;Prioritas
N-27355;Citra Utami;P;;Private
N-27356;Kartika Kusuma;L;03/10/1976;Prioritas
N-27357;Gita Maharani;L;23/02/1979;RETAIL
N-27358;Sari Lestari;Laki-laki;31/12/1976;RETAIL
N-27359;Joko Permata;;04/08/1993;Prioritas
N-27360;Hadi Wijaya;Pria;03/07/1993;Prioritas
N-27361;Yuni Hakim;Wanita;15/08/1962;Prioritas
N-27362;Lutfi Lestari;P;14/05/2002;Private
N-27363;Kartika Wijaya;;02/02/1973;Reguler
N-27364;Nanda Permata;;08/02/1997;Reguler
N-27365;Fajar Hakim;M;31/02/1999;prio
N-27366;Budi Santoso;M;29/01/2003;Prioritas
N-27367;Sari Hakim;Female;29/03/2003;prio
N-27368;Sari Saputra;M;17/03/2003;Reguler
N-27369;Zaki Permata;L;25/12/1982;
N-27370;Zaki Pratama;P;27/02/1965;Reguler
N-27371;Kartika Setiawan;L;17/12/1960;RETAIL
N-27372;Hadi Saputra;Laki-laki;31/03/2003;Prioritas
N-27373;Putri Santoso;L;03/09/1968;
N-27374;Maya Hidayat;L;08/03/1991;Private
N-27375;Hadi Setiawan;Female;11/01/2003;RETAIL
N-27376;Gita Santoso;M;16/01/1995;Prioritas
N-27377;Oki Pratama;Pria;13/08/1967;prio
N-27378;Budi Santoso;;05/05/1965;Reguler
N-27379;Tono Utami;P;02/11/1973;Private
N-27380;Citra Permata;Laki-laki;;Reguler
N-27381;Putri Kusuma;L;11/07/1986;Reguler
N-27382;Gita Permata;Female;19/10/1966;Private
N-27383;Indah Wijaya;Wanita;11/02/2001;Reguler
N-27384;Andi Lestari;Pria;04/07/1994;
N-27385;Zaki Santoso;Pria;18/10/1964;prio
N-27386;Wawan Setiawan;Wanita;04/08/1992;prio
N-27387;Umi Saputra;Laki-laki;29/07/1969;Private
N-27388;Eka Maharani;M;26/03/2005;prio
N-27389;Umi Permata;Female;01/04/2003;Private
N-27390;Putri Santoso;Female;22/10/1974;Private
N-27391;Eka Hakim;Pria;08/01/1971;Private
N-27392;Oki Lestari;Wanita;;prio
N-27393;Tono Kusuma;Wanita;10/03/1977;Prioritas
N-27394;Tono Maharani;P;31/02/1999;Private
N-27395;Fajar Wijaya;Laki-laki;13/08/1961;
N-27396;Rizal Santoso;Pria;04/01/1980;Reguler
N-27397;Andi Maharani;Female;29/05/1975;prio
N-27398;Hadi Hidayat;Female;05/04/1998;Reguler
N-27399;Gita Maharani;L;26/06/1971;prio
N-27400;Putri Hidayat;Female;05/06/1963;prio
N-27401;Gita Setiawan;M;28/12/1977;
N-27402;Tono Wijaya;Wanita;08/06/1989;Prioritas
N-27403;Nanda Pratama;M;23/10/1964;Reguler
N-27404;Vina Hakim;M;03/08/1991;
N-27405;Joko Pratama;Pria;21/02/1973;Reguler
N-27406;Vina Wijaya;P;15/05/1998;prio
N-27407;Andi Setiawan;Female;19/01/1988;
N-27408;Budi Hidayat;Wanita;01/02/1979;prio
N-27409;Oki Permata;Pria;02/01/1999;prio
N-27410;Putri Utami;L;27/04/1990;Prioritas
N-27411;Putri Utami;Laki-laki;08/03/1969;prio
N-27412;Oki Setiawan;Female;23/04/1988;Private
N-27413;Rizal Utami;Female;13/05/1989;Reguler
N-27414;Oki Kusuma;Wanita;06/04/1962;RETAIL
N-27415;Dewi Santoso;;16/03/1961;Prioritas
N-27416;Eka Kusuma;L;25/12/1980;Private
N-27417;Yuni Utami;L;13/02/1976;Private
N-27418;Umi Pratama;Pria;12/06/1989;Private
N-27419;Fajar Setiawan;Pria;17/01/1962;Prioritas
N-27420;Oki Maharani;Wanita;;prio
N-27421;Umi Maharani;M;13/10/1961;Prioritas
N-27422;Zaki Permata;M;11/09/1981;Private
N-27423;Sari Hidayat;;14/11/1981;Private
N-27424;Indah Saputra;Pria;10/09/1986;Prioritas
N-27425;Wawan Pratama;Wanita;14/07/2001;Reguler
N-27426;Sari Setiawan;Pria;26/08/1964;Private
N-27427;Hadi Saputra;Wanita;31/02/1999;prio
N-27428;Andi Hidayat;L;27/06/1971;Prioritas
N-27429;Budi Hidayat;Laki-laki;16/12/1993;RETAIL
N-27430;Andi Permata;Wanita;17/02/1987;Private
N-27431;Kartika Santoso;Wanita;25/11/1980;Reguler
N-27432;Kartika Hakim;Laki-laki;16/12/1981;Prioritas
N-27433;Budi Hakim;L;27/03/1988;Reguler
N-27434;Andi Saputra;Wanita;24/05/1974;Reguler
N-27435;Wawan Setiawan;M;29/12/1996;Prioritas
N-27436;Hadi Santoso;P;13/05/1990;Prioritas
N-27437;Fajar Hakim;Laki-laki;04/07/1963;
N-27438;Umi Maharani;Female;29/04/1978;Reguler
N-27439;Budi Santoso;P;25/11/1961;RETAIL
N-27440;Gita Pratama;Wanita;23/09/1960;
N-27441;Citra Hidayat;M;10/10/1969;prio
N-27442;Tono Utami;Pria;21/05/1993;
N-27443;Oki Hakim;L;23/11/2004;
N-27444;Putri Maharani;;09/08/1990;
N-27445;Tono Kusuma;L;09/01/1966;Reguler
N-27446;Joko Permata;;12/05/2005;RETAIL
N-27447;Vina Pratama;L;15/05/1992;prio
N-27448;Gita Lestari;Wanita;26/05/1999;RETAIL
N-27449;Gita Santoso;P;08/06/1964;Prioritas
N-27450;Tono Hidayat;Female;31/02/1999;Private
N-27451;Yuni Santoso;Pria;19/08/1964;Private
N-27452;Oki Utami;L;26/04/1978;prio
N-27453;Wawan Setiawan;Laki-laki;;
N-27454;Yuni Permata;Pria;14/01/1990;
N-27455;Wawan Hakim;M;18/05/2003;
N-27456;Tono Pratama;Female;18/06/1980;prio
N-27457;Yuni Wijaya;P;24/11/1998;
N-27458;Zaki Hakim;M;;Private
N-27459;Kartika Setiawan;Wanita;10/09/2003;RETAIL
N-27460;Citra Kusuma;;17/04/2000;Reguler
N-27461;Rizal Pratama;P;14/10/1992;Reguler
N-27462;Putri Pratama;Laki-laki;20/01/1961;prio
N-27463;Oki Kusuma;Wanita;19/04/1975;prio
N-27464;Citra Permata;Female;04/11/1964;RETAIL
N-27465;Citra Santoso;Female;31/02/1999;Reguler
N-27466;Andi Utami;M;26/10/1996;Reguler
N-27467;Oki Hidayat;P;29/07/1979;Private
N-27468;Tono Maharani;P;24/10/1975;Reguler
N-27469;Vina Utami;Female;19/12/1968;
N-27470;Joko Permata;L;09/04/1991;Prioritas
N-27471;Vina Saputra;P;02/06/2001;Prioritas
N-27472;Fajar Pratama;Laki-laki;02/09/1987;RETAIL
N-27473;Kartika Lestari;M;15/12/2004;RETAIL
N-27474;Tono Pratama;;10/07/2002;prio
N-27475;Vina Pratama;;21/05/1968;
N-27476;Hadi Hakim;Pria;13/11/2001;Private
N-27477;Putri Wijaya;P;29/04/1983;
N-27478;Dewi Lestari;Laki-laki;02/03/1976;Prioritas
N-27479;Gita Santoso;Wanita;09/10/1974;RETAIL
N-27480;Oki Hidayat;Female;11/01/1979;prio
N-27481;Andi Hidayat;P;01/05/2000;Private
N-27482;Eka Maharani;M;01/08/1976;RETAIL
N-27483;Kartika Maharani;Laki-laki;12/07/1988;Private
N-27484;Dewi Maharani;Female;08/02/1984;Prioritas
N-27485;Fajar Setiawan;Wanita;18/05/1971;
N-27486;Indah Saputra;Laki-laki;21/09/1973;prio
N-27487;Budi Maharani;Female;19/03/1966;
N-27488;Kartika Setiawan;;26/11/1969;RETAIL
N-27489;Andi Pratama;;17/03/1963;Prioritas
N-27490;Budi Maharani;Female;10/01/1960;Reguler
N-27491;Joko Setiawan;P;11/03/1992;
N-27492;Wawan Lestari;Wanita;28/12/2003;prio
N-27493;Dewi Wijaya;;18/10/2003;Prioritas
N-27494;Rizal Santoso;Pria;14/01/1981;
N-27495;Kartika Saputra;Pria;03/01/1989;RETAIL
N-27496;Gita Lestari;;07/10/1968;Private
N-27497;Putri Santoso;;22/01/1998;prio
N-27498;Citra Utami;Wanita;06/04/1992;prio
N-27499;Gita Hidayat;Female;03/09/1966;Private
N-27500;Eka Saputra;Wanita;22/02/2005;Reguler
N-27501;Citra Setiawan;M;09/05/1993;Reguler
N-27502;Tono Pratama;L;14/05/1965;
N-27503;Wawan Hakim;P;29/05/1989;Private
N-27504;Sari Permata;P;23/09/1983;prio
N-27505;Sari Utami;Wanita;31/02/1999;RETAIL
N-27506;Fajar Permata;Laki-laki;07/12/1999;
