nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-20050;Citra Maharani;Pria;29/04/1978;
N-20051;Yuni Hidayat;Laki-laki;28/09/1971;
N-20052;Vina Santoso;;05/07/1966;Reguler
N-20053;Oki Hakim;P;31/02/1999;Prioritas
N-20054;Rizal Santoso;M;04/03/1966;Prioritas
N-20055;Lutfi Santoso;M;20/02/1987;Private
N-20056;Vina Permata;L;10/11/1986;
N-20057;Dewi Lestari;Female;08/08/1969;
N-20058;Sari Lestari;Female;23/11/1978;
N-20059;Kartika Pratama;Female;12/07/1982;Reguler
N-20060;Citra Utami;Wanita;15/12/1963;Reguler
N-20061;Kartika Lestari;Female;22/08/1999;Private
N-20062;Yuni Maharani;L;16/05/1973;Private
N-20063;Budi Hidayat;M;02/10/1963;RETAIL
N-20064;Lutfi Saputra;Pria;21/05/1982;
N-20065;Dewi Hidayat;Wanita;12/11/1973;Prioritas
N-20066;Fajar Lestari;Wanita;;
N-20067;Kartika Maharani;Laki-laki;12/09/1969;prio
N-20068;Budi Kusuma;Laki-laki;18/04/2001;RETAIL
N-20069;Joko Pratama;Laki-laki;;Prioritas
N-20070;Maya Hidayat;Female;15/01/1985;RETAIL
N-20071;Vina Permata;Wanita;16/09/1989;Reguler
N-20072;Dewi Santoso;M;25/10/1983;Reguler
N-20073;Dewi Hakim;Wanita;21/02/1988;prio
N-20074;Umi Permata;P;19/01/1977;RETAIL
N-20075;Budi Setiawan;Wanita;;Private
N-20076;Wawan Setiawan;Laki-laki;11/04/1966;
N-20077;Kartika Hakim;Pria;07/03/1971;
N-20078;Joko Permata;Female;06/04/1989;prio
N-20079;Yuni Santoso;M;05/01/1994;
N-20080;Zaki Lestari;Female;14/01/1960;RETAIL
N-20081;Joko Pratama;Wanita;28/11/1988;prio
N-20082;Oki Kusuma;Laki-laki;23/03/1975;
N-20083;Citra Santoso;Pria;26/01/1981;
N-20084;Joko Pratama;Laki-laki;23/02/1964;Prioritas
N-20085;Putri Hakim;P;11/06/1977;
N-20086;Yuni Maharani;;28/03/1973;
N-20087;Yuni Saputra;P;19/08/1979;Prioritas
N-20088;Yuni Permata;;31/02/1999;Prioritas
N-20089;Dewi Kusuma;M;19/06/1988;prio
N-20090;Umi Setiawan;Wanita;02/01/2000;Prioritas
N-20091;Zaki Kusuma;;07/03/1982;
N-20092;Indah Permata;;20/08/1984;prio
N-20093;Citra Setiawan;Female;17/02/1990;RETAIL
N-20094;Sari Wijaya;M;13/05/1994;
N-20095;Eka Setiawan;Laki-laki;31/02/1999;prio
N-20096;Kartika Permata;;22/07/1978;prio
N-20097;Maya Hakim;L;15/02/1994;prio
N-20098;Andi Hidayat;Female;04/08/1997;Private
N-20099;Zaki Setiawan;Laki-laki;26/06/1984;prio
N-20100;Putri Saputra;Wanita;09/04/1996;
N-20101;Fajar Kusuma;M;02/06/1962;prio
N-20102;Tono Hakim;L;14/06/1998;Prioritas
N-20103;Oki Lestari;L;14/05/1989;Prioritas
N-20104;Oki Hidayat;Pria;05/01/1994;RETAIL
N-20105;Nanda Santoso;P;02/09/1964;RETAIL
N-20106;Hadi Utami;P;12/08/1963;Reguler
N-20107;Hadi Pratama;L;26/05/1981;Prioritas
N-20108;Putri Utami;P;22/07/1979;prio
N-20109;Yuni Santoso;Pria;11/04/1970;Prioritas
N-20110;Joko Wijaya;L;02/09/1993;prio
N-20111;Yuni Pratama;P;14/10/1981;Reguler
N-20112;Yuni Santoso;P;07/09/1963;RETAIL
N-20113;Sari Maharani;Pria;31/02/1999;
N-20114;Kartika Saputra;Wanita;20/06/1969;prio
N-20115;Lutfi Utami;;26/01/1999;Prioritas
N-20116;Zaki Permata;Female;18/05/2003;prio
N-20117;Nanda Setiawan;Female;09/01/1982;Reguler
N-20118;Indah Kusuma;Laki-laki;31/12/1993;RETAIL
N-20119;Andi Kusuma;Pria;11/01/1979;RETAIL
N-20120;Indah Hidayat;Female;13/10/1984;Private
N-20121;Andi Permata;Laki-laki;17/06/1996;prio
N-20122;Sari Pratama;;13/01/2004;prio
N-20123;Andi Wijaya;Female;29/10/1981;RETAIL
N-20124;Wawan Hakim;Pria;03/11/1990;prio
N-20125;Zaki Permata;Pria;15/09/2000;RETAIL
N-20126;Joko Santoso;Laki-laki;11/04/1977;RETAIL
N-20127;Dewi Setiawan;M;10/06/2003;RETAIL
N-20128;Zaki Hakim;Female;31/05/1977;RETAIL
N-20129;Hadi Hidayat;M;10/05/1971;RETAIL
N-20130;Budi Saputra;Female;30/04/1971;
N-20131;Putri Wijaya;L;10/02/2002;prio
N-20132;Oki Hidayat;M;26/08/1982;prio
N-20133;Dewi Wijaya;Wanita;22/10/1964;Prioritas
N-20134;Eka Hakim;Female;07/04/1982;Reguler
N-20135;Sari Maharani;Laki-laki;15/02/1994;prio
N-20136;Oki Santoso;Wanita;27/05/1965;Private
N-20137;Zaki Wijaya;Laki-laki;28/09/1983;
N-20138;Citra Lestari;Laki-laki;25/09/1966;Prioritas
N-20139;Andi Maharani;;27/02/2002;RETAIL
N-20140;Budi Pratama;Female;24/09/2000;Reguler
N-20141;Wawan Pratama;Female;30/09/1977;prio
N-20142;Dewi Permata;Laki-laki;31/10/1983;Prioritas
N-20143;Citra Saputra;M;22/11/1985;prio
N-20144;Dewi Kusuma;Female;03/06/1984;Private
N-20145;Sari Kusuma;;30/07/1963;prio
N-20146;Zaki Hidayat;Female;;Prioritas
N-20147;Wawan Hakim;L;06/03/1984;Private
N-20148;Budi Lestari;;03/09/1999;RETAIL
N-20149;Fajar Hakim;Wanita;11/02/2004;Reguler
N-20150;Putri Hidayat;Wanita;20/05/1969;Prioritas
N-20151;Kartika Maharani;;05/12/1995;Private
N-20152;Budi Kusuma;P;01/01/1989;Reguler
N-20153;Maya Permata;L;12/06/2001;prio
N-20154;Budi Pratama;Pria;20/09/2004;
N-20155;Oki Saputra;Laki-laki;03/10/1971;RETAIL
N-20156;Oki Setiawan;;20/06/1981;
N-20157;Fajar Santoso;L;12/05/1968;Prioritas
N-20158;Dewi Kusuma;P;24/10/1973;prio
N-20159;Yuni Santoso;Female;15/04/2003;prio
N-20160;Hadi Kusuma;M;06/08/2005;
N-20161;Eka Wijaya;Female;23/03/1997;RETAIL
N-20162;Rizal Santoso;L;14/10/1986;Private
N-20163;Tono Utami;;23/01/2000;Private
N-20164;Putri Hidayat;Pria;03/11/1993;prio
N-20165;Kartika Pratama;Laki-laki;14/12/1980;prio
N-20166;Budi Hidayat;;15/03/1994;prio
N-20167;Wawan Utami;M;28/04/1963;Prioritas
N-20168;Rizal Hakim;Pria;02/07/1999;Reguler
N-20169;Rizal Kusuma;L;12/10/1996;
N-20170;Eka Wijaya;;11/10/1983;RETAIL
N-20171;Umi Setiawan;Wanita;23/06/1989;
N-20172;Sari Maharani;Pria;11/10/2003;Private
N-20173;Budi Hakim;P;12/10/1985;Prioritas
N-20174;Zaki Wijaya;Wanita;06/01/1969;prio
N-20175;Fajar Setiawan;Female;16/02/1964;RETAIL
N-20176;Budi Santoso;Pria;22/01/1973;Prioritas
N-20177;Rizal Maharani;M;31/01/1967;Private
N-20178;Maya Hakim;Laki-laki;02/11/1972;Prioritas
N-20179;Oki Utami;Female;03/11/1960;prio
N-20180;Joko Utami;M;31/02/1999;RETAIL
N-20181;Tono Santoso;Wanita;25/12/2000;RETAIL
N-20182;Gita Maharani;;19/03/1994;Private
N-20183;Lutfi Hakim;Female;27/06/1986;Reguler
N-20184;Wawan Maharani;Female;;
N-20185;Zaki Saputra;;04/09/1985;Prioritas
N-20186;Umi Hidayat;Laki-laki;26/06/1982;
N-20187;Zaki Utami;M;15/07/1963;RETAIL
N-20188;Oki Saputra;Pria;01/02/1968;RETAIL
N-20189;Kartika Setiawan;Wanita;09/11/1971;Private
N-20190;Lutfi Permata;Female;20/01/1983;prio
N-20191;Joko Setiawan;Pria;06/01/2002;Reguler
N-20192;Eka Pratama;Wanita;24/10/1992;Reguler
N-20193;Maya Saputra;Female;19/10/2000;RETAIL
N-20194;Wawan Setiawan;Female;29/04/1993;Reguler
N-20195;Wawan Pratama;;;Private
N-20196;Kartika Hakim;Laki-laki;26/08/2001;
N-20197;Joko Utami;Wanita;25/01/1964;Reguler
N-20198;Joko Kusuma;P;03/03/1972;prio
N-20199;Oki Hidayat;Wanita;11/11/1973;prio
N-20200;Vina Wijaya;;04/02/1985;Reguler
N-20201;Yuni Hidayat;Laki-laki;07/03/1981;RETAIL
N-20202;Dewi Utami;Pria;06/03/1992;Reguler
N-20203;Maya Santoso;Laki-laki;17/10/2000;Reguler
N-20204;Wawan Pratama;L;31/02/1999;RETAIL
N-20205;Hadi Lestari;Laki-laki;31/02/1999;Private
N-20206;Gita Hakim;Laki-laki;25/11/1980;RETAIL
N-20207;Eka Hakim;L;24/12/1972;Prioritas
N-20208;Sari Santoso;M;24/04/1962;Prioritas
N-20209;Andi Hidayat;Laki-laki;01/06/1961;Prioritas
N-20210;Indah Saputra;M;13/03/1970;
N-20211;Citra Kusuma;;13/10/1969;prio
N-20212;Rizal Pratama;L;22/01/1987;prio
N-20213;Vina Saputra;L;12/01/1996;prio
N-20214;Wawan Wijaya;;17/10/1999;Reguler
N-20215;Citra Hidayat;M;31/02/1999;RETAIL
N-20216;Umi Utami;Pria;16/06/1986;prio
N-20217;Rizal Hakim;Wanita;07/04/1970;
N-20218;Vina Permata;Laki-laki;01/07/1980;prio
N-20219;Kartika Kusuma;Wanita;12/07/1968;RETAIL
N-20220;Nanda Hidayat;Female;10/09/1973;
N-20221;Putri Wijaya;P;12/05/1968;prio
N-20222;Dewi Setiawan;Pria;19/05/1965;Private
N-20223;Sari Permata;Pria;08/11/1996;RETAIL
N-20224;Wawan Maharani;L;12/01/1988;RETAIL
N-20225;Dewi Hakim;Laki-laki;05/04/2003;Prioritas
N-20226;Dewi Hidayat;Pria;28/12/1984;Private
N-20227;Hadi Maharani;L;29/12/1983;Reguler
N-20228;Fajar Santoso;Female;29/06/1991;Reguler
N-20229;Fajar Lestari;Wanita;31/02/1999;
N-20230;Vina Saputra;P;20/04/1979;prio
N-20231;Nanda Kusuma;Pria;16/12/1987;
N-20232;Kartika Hakim;P;16/12/1973;Prioritas
N-20233;Umi Saputra;P;15/01/1998;prio
N-20234;Umi Kusuma;Wanita;18/12/2005;Reguler
N-20235;Lutfi Maharani;P;28/08/2003;Private
N-20236;Wawan Santoso;L;30/11/1964;Reguler
N-20237;Gita Santoso;Laki-laki;03/12/1982;RETAIL
N-20238;Kartika Wijaya;L;20/08/1998;Prioritas
N-20239;Eka Maharani;Laki-laki;10/10/1991;Reguler
N-20240;Maya Setiawan;L;31/03/2001;Reguler
N-20241;Kartika Hakim;Wanita;21/06/1997;RETAIL
N-20242;Dewi Maharani;L;02/06/1975;Private
N-20243;Oki Setiawan;Pria;30/06/1969;Prioritas
N-20244;Nanda Hakim;Wanita;04/07/1995;RETAIL
N-20245;Zaki Hidayat;Laki-laki;31/01/1975;Reguler
N-20246;Rizal Utami;P;24/05/1977;RETAIL
N-20247;Lutfi Setiawan;M;19/02/1973;RETAIL
N-20248;Gita Lestari;M;05/10/1966;Prioritas
N-20249;Vina Kusuma;;09/04/2000;
N-20250;Tono Utami;Pria;12/05/1988;Prioritas
N-20251;Oki Wijaya;;02/03/1987;RETAIL
N-20252;Tono Saputra;Pria;06/11/1987;prio
N-20253;Oki Saputra;L;02/10/1985;Reguler
N-20254;Vina Wijaya;Wanita;06/09/1963;prio
N-20255;Tono Utami;Laki-laki;02/09/2002;Private
N-20256;Eka Saputra;;23/10/1990;
N-20257;Citra Permata;M;;
N-20258;Oki Kusuma;M;18/05/1985;prio
N-20259;Nanda Hidayat;L;08/01/1990;Reguler
N-20260;Kartika Wijaya;Wanita;28/06/1973;RETAIL
N-20261;Citra Hakim;M;31/10/1987;
N-20262;Yuni Utami;Wanita;08/08/1967;RETAIL
N-20263;Sari Maharani;Pria;20/05/1968;
N-20264;Wawan Maharani;Pria;;RETAIL
N-20265;Fajar Pratama;Pria;17/08/2003;Prioritas
N-20266;Hadi Lestari;M;31/02/1999;Reguler
N-20267;Rizal Permata;L;04/10/1971;Private
N-20268;Maya Lestari;M;07/11/1974;
N-20269;Oki Saputra;Wanita;23/04/1981;prio
N-20270;Umi Santoso;;16/06/1981;RETAIL
N-20271;Putri Pratama;Pria;12/07/1999;prio
N-20272;Joko Maharani;Wanita;30/11/1977;Private
N-20273;Eka Santoso;L;20/04/1993;Private
N-20274;Dewi Setiawan;P;20/05/1974;RETAIL
N-20275;Oki Permata;M;24/03/1968;Prioritas
N-20276;Oki Hidayat;L;27/07/1995;Private
N-20277;Lutfi Pratama;Wanita;20/08/1993;Prioritas
N-20278;Andi Hidayat;P;29/01/1990;Prioritas
N-20279;Eka Saputra;Female;21/05/2002;
N-20280;Eka Setiawan;;21/06/1960;Reguler
N-20281;Andi Santoso;Laki-laki;21/12/1997;Reguler
N-20282;Joko Pratama;Female;23/05/1981;prio
N-20283;Vina Hakim;;31/02/1999;prio
N-20284;Umi Permata;L;14/09/1981;
N-20285;Eka Santoso;Wanita;;RETAIL
N-20286;Hadi Hakim;Wanita;06/09/1967;Private
N-20287;Lutfi Wijaya;L;06/03/2002;Reguler
N-20288;Vina Maharani;Pria;16/06/1961;RETAIL
N-20289;Citra Hidayat;Laki-laki;19/04/1969;Private
N-20290;Zaki Hidayat;M;;Private
N-20291;Kartika Utami;M;06/09/2001;
N-20292;Putri Utami;M;29/08/1965;
N-20293;Oki Saputra;Female;23/11/1977;Reguler
N-20294;Kartika Santoso;Wanita;21/06/2002;RETAIL
N-20295;Budi Utami;Laki-laki;15/04/1964;
N-20296;Kartika Santoso;P;15/03/1999;prio
N-20297;Zaki Kusuma;Wanita;04/10/1976;prio
N-20298;Yuni Kusuma;Pria;05/12/1983;Reguler
N-20299;Zaki Maharani;P;10/03/1976;Private
N-20300;Joko Hidayat;P;10/07/1986;RETAIL
N-20301;Oki Hakim;Wanita;28/10/1999;RETAIL
N-20302;Oki Saputra;Pria;08/01/1999;RETAIL
N-20303;Vina Saputra;P;10/06/1996;RETAIL
N-20304;Rizal Setiawan;M;22/10/1972;Private
N-20305;Wawan Kusuma;L;04/03/1981;
N-20306;Lutfi Hidayat;Wanita;27/11/1962;Private
N-20307;Eka Utami;;17/05/1993;prio
N-20308;Citra Hakim;M;16/09/1995;RETAIL
N-20309;Vina Santoso;Laki-laki;29/04/1962;
N-20310;Fajar Kusuma;Wanita;25/07/1970;RETAIL
N-20311;Indah Setiawan;;14/08/1985;
N-20312;Putri Pratama;P;23/08/1966;prio
N-20313;Fajar Setiawan;;02/09/1988;
N-20314;Lutfi Setiawan;P;18/01/1986;RETAIL
N-20315;Fajar Setiawan;M;22/08/2005;Prioritas
N-20316;Dewi Pratama;M;27/04/2004;Reguler
N-20317;Lutfi Permata;Pria;23/08/1971;Private
N-20318;Citra Wijaya;Female;10/12/2002;Private
N-20319;Nanda Maharani;P;10/06/1988;
N-20320;Citra Kusuma;;28/11/1990;Prioritas
N-20321;Sari Utami;M;30/07/1971;prio
N-20322;Rizal Saputra;P;14/04/1987;Prioritas
N-20323;Fajar Hidayat;Laki-laki;25/06/1985;Reguler
N-20324;Indah Pratama;Female;02/03/1987;Private
N-20325;Sari Wijaya;M;31/10/1973;Prioritas
N-20326;Wawan Hakim;Pria;11/09/1963;Reguler
N-20327;Citra Saputra;Female;16/05/1997;Private
N-20328;Vina Saputra;;26/12/1985;
N-20329;Joko Kusuma;Laki-laki;06/06/1996;RETAIL
N-20330;Oki Wijaya;L;15/04/1997;prio
N-20331;Oki Pratama;Pria;16/01/1988;
N-20332;Kartika Setiawan;Pria;24/09/1971;RETAIL
N-20333;Rizal Permata;P;06/11/2001;Reguler
N-20334;Indah Kusuma;Laki-laki;16/07/1964;RETAIL
N-20335;Maya Hakim;Wanita;30/04/1974;RETAIL
N-20336;Tono Setiawan;Pria;18/04/1974;prio
N-20337;Rizal Kusuma;;14/08/2004;Reguler
N-20338;Citra Maharani;;20/04/1979;Private
N-20339;Lutfi Saputra;L;21/03/2002;RETAIL
N-20340;Sari Saputra;P;23/09/1983;
N-20341;Lutfi Maharani;Pria;;Reguler
N-20342;Tono Permata;Laki-laki;21/11/1985;Reguler
N-20343;Maya Permata;;03/02/1985;Private
N-20344;Wawan Hakim;P;03/09/1968;prio
N-20345;Lutfi Hidayat;Pria;09/11/1977;Private
N-20346;Rizal Maharani;L;;Prioritas
N-20347;Yuni Hidayat;;12/05/1973;Private
N-20348;Rizal Lestari;Pria;29/07/1988;Prioritas
N-20349;Maya Hakim;Female;06/07/2005;Private
N-20350;Sari Kusuma;Female;29/06/1961;RETAIL
N-20351;Kartika Utami;P;08/08/1987;
N-20352;Yuni Utami;L;27/10/1983;
N-20353;Tono Hakim;Laki-laki;07/02/2003;Prioritas
N-20354;Rizal Utami;Wanita;23/09/1981;Reguler
N-20355;Tono Setiawan;P;26/07/1999;RETAIL
N-20356;Nanda Lestari;Wanita;25/10/1996;Private
N-20357;Umi Kusuma;L;08/08/1978;Private
N-20358;Kartika Utami;;24/02/1988;Prioritas
N-20359;Oki Permata;Pria;19/09/1983;Private
N-20360;Putri Pratama;Laki-laki;12/10/1986;Prioritas
N-20361;Joko Santoso;Laki-laki;14/11/2003;RETAIL
N-20362;Putri Hidayat;Female;23/01/1994;prio
N-20363;Lutfi Lestari;Female;;
N-20364;Citra Hidayat;;24/12/2002;Prioritas
N-20365;Gita Permata;Female;14/05/1984;Prioritas
N-20366;Dewi Hakim;Laki-laki;30/03/1980;
N-20367;Hadi Saputra;P;19/05/2002;Reguler
N-20368;Wawan Lestari;L;03/03/1974;prio
N-20369;Vina Kusuma;;08/10/1985;RETAIL
N-20370;Joko Utami;L;10/01/1968;
N-20371;Tono Pratama;L;15/09/1975;prio
N-20372;Fajar Saputra;Wanita;18/09/1976;
N-20373;Joko Saputra;L;17/08/1969;RETAIL
N-20374;Joko Kusuma;;15/01/1972;Private
N-20375;Oki Santoso;Laki-laki;31/08/1989;Prioritas
N-20376;Zaki Kusuma;Female;06/04/1961;
N-20377;Kartika Santoso;Laki-laki;18/05/1996;prio
N-20378;Rizal Hidayat;P;22/07/1968;Prioritas
N-20379;Eka Kusuma;Pria;11/08/1960;RETAIL
N-20380;Maya Pratama;;28/07/1989;RETAIL
N-20381;Tono Setiawan;L;03/04/1992;
N-20382;Hadi Saputra;P;30/04/1974;prio
N-20383;Wawan Permata;Female;20/06/1986;RETAIL
N-20384;Umi Pratama;Laki-laki;25/11/2002;Prioritas
N-20385;Oki Setiawan;Pria;29/03/2002;Private
N-20386;Wawan Pratama;Laki-laki;06/05/1967;Private
N-20387;Oki Permata;Pria;31/02/1999;Private
N-20388;Dewi Saputra;Laki-laki;11/06/1973;Prioritas
N-20389;Kartika Permata;;05/06/1978;
N-20390;Tono Kusuma;P;19/12/1999;Reguler
N-20391;Oki Lestari;Wanita;06/03/1965;Private
N-20392;Oki Utami;Female;10/07/1995;RETAIL
N-20393;Andi Setiawan;Laki-laki;24/01/1964;prio
N-20394;Lutfi Setiawan;P;28/05/1965;Reguler
N-20395;Putri Saputra;Female;24/02/1972;
N-20396;Zaki Utami;Wanita;25/04/1994;prio
N-20397;Maya Maharani;P;06/12/1971;
N-20398;Lutfi Wijaya;M;06/04/1995;Private
N-20399;Eka Setiawan;Laki-laki;14/01/1962;RETAIL
N-20400;Oki Utami;Wanita;08/08/1980;Prioritas
N-20401;Oki Hidayat;M;14/02/1970;Reguler
N-20402;Wawan Maharani;L;13/01/1966;Reguler
N-20403;Umi Saputra;;14/05/1964;Prioritas
N-20404;Zaki Saputra;Wanita;29/06/1979;Reguler
N-20405;Eka Permata;Female;10/08/1988;Private
N-20406;Umi Utami;Pria;07/11/1972;
N-20407;Rizal Pratama;Wanita;20/06/1965;Private
N-20408;Tono Setiawan;M;29/04/1998;Private
N-20409;Putri Saputra;Pria;12/03/1994;Private
N-20410;Kartika Setiawan;Wanita;26/11/1986;prio
N-20411;Fajar Permata;;20/03/1980;RETAIL
N-20412;Yuni Lestari;;08/01/1997;prio
N-20413;Sari Permata;M;16/11/1982;Prioritas
N-20414;Kartika Utami;P;16/04/1993;Reguler
N-20415;Sari Setiawan;Laki-laki;31/02/1999;prio
N-20416;Wawan Hakim;L;17/11/1976;Private
N-20417;Zaki Utami;Laki-laki;14/11/1989;RETAIL
N-20418;Andi Pratama;Laki-laki;11/07/1970;
N-20419;Putri Pratama;Laki-laki;21/06/1981;Private
N-20420;Kartika Santoso;Wanita;25/03/1992;RETAIL
N-20421;Indah Hidayat;;13/02/2002;RETAIL
N-20422;Gita Hidayat;Pria;07/11/1979;
N-20423;Eka Saputra;Female;18/06/1997;RETAIL
N-20424;Eka Pratama;Pria;17/01/1982;prio
N-20425;Sari Utami;Pria;02/11/2003;
N-20426;Vina Setiawan;;06/08/1991;Prioritas
N-20427;Eka Setiawan;;08/04/1965;Private
N-20428;Budi Wijaya;L;30/12/1996;Prioritas
N-20429;Vina Pratama;P;26/10/1960;Prioritas
N-20430;Rizal Kusuma;Pria;31/02/1999;
N-20431;Wawan Hakim;;30/05/1961;Reguler
N-20432;Sari Permata;Wanita;;Private
N-20433;Zaki Santoso;Female;;
N-20434;Wawan Maharani;M;22/08/1968;Private
N-20435;Eka Pratama;Laki-laki;24/08/1982;RETAIL
N-20436;Indah Maharani;P;04/06/1996;prio
N-20437;Tono Pratama;Laki-laki;26/03/1967;
N-20438;Vina Saputra;P;02/11/1993;Private
N-20439;Putri Saputra;L;02/06/1967;prio
N-20440;Nanda Utami;Pria;21/07/1968;Private
N-20441;Budi Pratama;Laki-laki;29/08/2002;RETAIL
N-20442;Budi Wijaya;Female;14/12/1962;Prioritas
N-20443;Kartika Saputra;Laki-laki;25/09/1995;Reguler
N-20444;Joko Lestari;Laki-laki;29/11/1994;
N-20445;Sari Hidayat;Wanita;21/07/1972;
N-20446;Zaki Wijaya;Pria;31/02/1999;prio
N-20447;Hadi Wijaya;Pria;04/08/1995;RETAIL
N-20448;Andi Utami;Female;02/06/2000;prio
N-20449;Hadi Hidayat;Wanita;05/02/1994;Reguler
N-20450;Umi Santoso;Laki-laki;12/05/1967;RETAIL
N-20451;Eka Maharani;M;29/05/1988;RETAIL
N-20452;Dewi Wijaya;L;25/11/1999;RETAIL
N-20453;Indah Wijaya;M;31/08/1998;prio
N-20454;Sari Permata;Wanita;15/01/1968;RETAIL
N-20455;Sari Wijaya;Pria;08/02/1961;RETAIL
N-20456;Nanda Maharani;P;11/10/1981;Private
N-20457;Rizal Lestari;Wanita;15/02/1984;RETAIL
N-20458;Indah Kusuma;M;31/02/1999;prio
N-20459;Indah Maharani;Female;25/11/1966;RETAIL
N-20460;Indah Pratama;;17/07/1977;prio
N-20461;Dewi Lestari;Female;;prio
N-20462;Kartika Hakim;Wanita;25/07/1989;prio
N-20463;Kartika Maharani;M;07/01/1978;prio
N-20464;Kartika Lestari;Wanita;23/02/1986;
N-20465;Yuni Utami;;30/09/1981;RETAIL
N-20466;Maya Santoso;Wanita;04/12/1977;Private
N-20467;Sari Lestari;L;31/05/2001;
N-20468;Gita Kusuma;Female;16/03/1966;prio
N-20469;Wawan Kusuma;M;17/09/1981;RETAIL
N-20470;Wawan Lestari;Wanita;20/08/1966;prio
N-20471;Umi Kusuma;Wanita;11/07/1997;Private
N-20472;Budi Hidayat;P;09/04/1982;
N-20473;Wawan Hidayat;M;22/12/1963;Private
N-20474;Vina Utami;Wanita;30/09/1989;prio
N-20475;Dewi Saputra;P;24/10/2005;
N-20476;Rizal Permata;Laki-laki;02/02/1995;prio
N-20477;Wawan Hakim;M;15/03/1962;prio
N-20478;Dewi Santoso;Wanita;14/09/1967;Reguler
N-20479;Zaki Lestari;Pria;06/11/2000;Prioritas
N-20480;Rizal Kusuma;Pria;23/04/1999;
N-20481;Yuni Kusuma;Pria;31/02/1999;Reguler
N-20482;Yuni Wijaya;L;23/10/1969;
N-20483;Fajar Setiawan;Laki-laki;14/05/1974;RETAIL
N-20484;Sari Maharani;;03/05/1996;
N-20485;Fajar Lestari;Wanita;13/09/1977;prio
N-20486;Tono Maharani;Wanita;;Prioritas
N-20487;Gita Santoso;P;09/10/1976;RETAIL
N-20488;Kartika Pratama;;30/11/2003;Private
N-20489;Vina Hidayat;Wanita;01/04/1970;RETAIL
N-20490;Lutfi Kusuma;M;07/09/1986;Private
N-20491;Tono Wijaya;M;27/05/1981;RETAIL
N-20492;Dewi Lestari;Pria;29/10/2005;prio
N-20493;Nanda Hakim;M;14/12/1997;Prioritas
N-20494;Putri Utami;M;05/12/2003;RETAIL
N-20495;Eka Lestari;Pria;22/10/1964;RETAIL
N-20496;Andi Kusuma;M;12/06/1994;Private
N-20497;Rizal Utami;;11/02/2004;prio
N-20498;Yuni Kusuma;;08/10/1962;Prioritas
N-20499;Joko Saputra;Female;24/11/1985;Prioritas
N-20500;Oki Hakim;;26/02/1970;Private
