nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-22074;Sari Lestari;P;16/02/1972;prio
N-22075;Indah Saputra;Laki-laki;09/11/2001;Prioritas
N-22076;Andi Lestari;L;28/05/1998;RETAIL
N-22077;Dewi Setiawan;Pria;03/05/1987;Private
N-22078;Tono Saputra;L;02/07/2005;Private
N-22079;Oki Hidayat;Female;19/02/1980;Prioritas
N-22080;Citra Pratama;Laki-laki;20/09/2004;Private
N-22081;Eka Hakim;L;06/03/1982;Private
N-22082;Maya Lestari;Pria;09/06/1989;Prioritas
N-22083;Budi Wijaya;M;15/06/2002;RETAIL
N-22084;Lutfi Saputra;M;06/09/1995;prio
N-22085;Andi Utami;Wanita;16/12/1968;Reguler
N-22086;Fajar Maharani;L;14/11/1980;Prioritas
N-22087;Eka Hakim;M;22/08/1967;RETAIL
N-22088;Hadi Hakim;;02/07/1983;Prioritas
N-22089;Rizal Wijaya;Pria;21/06/1986;Prioritas
N-22090;Budi Santoso;;23/05/2000;RETAIL
N-22091;Kartika Lestari;Laki-laki;30/06/1981;Private
N-22092;Tono Kusuma;L;28/09/1966;RETAIL
N-22093;Lutfi Utami;;08/05/1968;prio
N-22094;Andi Hidayat;L;19/05/2004;prio
N-22095;Wawan Lestari;;05/04/1981;Reguler
N-22096;Andi Pratama;;12/11/1968;RETAIL
N-22097;Dewi Utami;L;01/05/1968;Prioritas
N-22098;Gita Pratama;P;;Reguler
N-22099;Wawan Santoso;P;;Private
N-22100;Nanda Wijaya;Wanita;20/09/2004;Reguler
N-22101;Kartika Setiawan;Pria;25/11/1989;RETAIL
N-22102;Yuni Utami;Pria;31/03/1988;RETAIL
N-22103;Yuni Lestari;Pria;20/08/1962;prio
N-22104;Budi Wijaya;Wanita;10/09/1969;Prioritas
N-22105;Gita Permata;Laki-laki;18/11/2001;
N-22106;Eka Saputra;P;31/03/2003;Reguler
N-22107;Hadi Pratama;Wanita;04/10/1994;prio
N-22108;Lutfi Santoso;Laki-laki;05/04/1960;Private
N-22109;Umi Saputra;Wanita;08/04/1961;Prioritas
N-22110;Hadi Setiawan;;07/10/1989;Prioritas
N-22111;Budi Saputra;L;02/02/1987;Prioritas
N-22112;Wawan Hakim;P;;
N-22113;Joko Santoso;Pria;;RETAIL
N-22114;Rizal Pratama;L;01/03/1990;RETAIL
N-22115;Lutfi Permata;M;06/11/1974;Reguler
N-22116;Zaki Santoso;L;14/01/1980;Reguler
N-22117;Joko Hakim;Laki-laki;;prio
N-22118;Lutfi Utami;M;22/02/1961;Reguler
N-22119;Putri Saputra;Female;03/12/1990;Prioritas
N-22120;Nanda Pratama;L;15/01/1974;Reguler
N-22121;Andi Utami;P;16/10/1961;Prioritas
N-22122;Citra Santoso;Pria;06/10/1991;prio
N-22123;Eka Hakim;Wanita;03/07/1976;Prioritas
N-22124;Sari Hidayat;Pria;28/01/1986;Reguler
N-22125;Indah Saputra;P;02/08/1968;
N-22126;Lutfi Utami;L;17/01/1983;Reguler
N-22127;Andi Santoso;Laki-laki;11/10/1992;Private
N-22128;Sari Permata;L;15/03/1998;
N-22129;Tono Santoso;L;20/04/2004;
N-22130;Oki Lestari;P;09/12/1987;Prioritas
N-22131;Maya Kusuma;M;04/02/1961;RETAIL
N-22132;Vina Wijaya;Laki-laki;07/11/1995;
N-22133;Vina Setiawan;Laki-laki;01/06/1987;
N-22134;Zaki Pratama;Pria;28/07/1976;RETAIL
N-22135;Wawan Saputra;Female;;Prioritas
N-22136;Oki Kusuma;;02/06/1980;RETAIL
N-22137;Yuni Setiawan;Female;17/12/1996;Prioritas
N-22138;Hadi Hakim;Wanita;16/05/1980;RETAIL
N-22139;Hadi Utami;Laki-laki;22/08/1991;Reguler
N-22140;Oki Hakim;L;25/11/1989;Reguler
N-22141;Dewi Kusuma;Laki-laki;14/09/1970;
N-22142;Budi Kusuma;P;04/06/1997;prio
N-22143;Sari Maharani;Female;12/09/1993;Private
N-22144;Lutfi Maharani;M;16/01/2001;RETAIL
N-22145;Tono Hakim;Wanita;28/04/1998;Private
N-22146;Zaki Kusuma;Pria;;Prioritas
N-22147;Rizal Permata;Laki-laki;29/01/1964;Reguler
N-22148;Gita Wijaya;M;07/01/1981;Private
N-22149;Yuni Hakim;Female;18/12/1971;Prioritas
N-22150;Oki Kusuma;Laki-laki;30/09/1973;prio
N-22151;Eka Hidayat;P;29/05/1995;
N-22152;Putri Maharani;Pria;;Private
N-22153;Citra Maharani;M;27/10/2004;Private
N-22154;Dewi Pratama;Pria;10/02/1969;Private
N-22155;Joko Saputra;Pria;09/04/2004;Private
N-22156;Fajar Santoso;Female;27/04/1995;prio
N-22157;Lutfi Setiawan;;;Private
N-22158;Eka Santoso;Wanita;09/04/1970;prio
N-22159;Gita Lestari;M;06/03/1966;prio
N-22160;Tono Lestari;P;07/12/1979;RETAIL
N-22161;Oki Kusuma;Pria;16/01/1988;Prioritas
N-22162;Rizal Hakim;;19/09/1984;prio
N-22163;Zaki Permata;Female;14/05/1983;
N-22164;Eka Kusuma;Laki-laki;10/01/2000;Private
N-22165;Rizal Pratama;Wanita;29/12/1988;Reguler
N-22166;Andi Hakim;L;10/06/1966;Prioritas
N-22167;Lutfi Kusuma;L;;Private
N-22168;Dewi Pratama;M;04/02/1966;Private
N-22169;Wawan Saputra;M;08/05/1995;Private
N-22170;Putri Maharani;P;15/06/1960;prio
N-22171;Indah Permata;P;31/02/1999;Reguler
N-22172;Joko Kusuma;Laki-laki;08/05/1977;Reguler
N-22173;Rizal Permata;P;11/06/1978;prio
N-22174;Fajar Lestari;Wanita;10/01/2000;prio
N-22175;Tono Permata;;29/08/2000;prio
N-22176;Wawan Maharani;Laki-laki;19/01/2005;prio
N-22177;Umi Utami;;03/06/1986;Prioritas
N-22178;Eka Utami;L;14/09/1985;prio
N-22179;Maya Santoso;P;03/08/1971;prio
N-22180;Lutfi Maharani;;;prio
N-22181;Nanda Utami;L;01/05/1999;RETAIL
N-22182;Lutfi Permata;P;21/12/1989;
N-22183;Vina Maharani;Pria;05/01/1971;RETAIL
N-22184;Nanda Hakim;Pria;22/11/1994;prio
N-22185;Dewi Hidayat;P;22/09/2001;
N-22186;Maya Maharani;Wanita;26/01/2004;prio
N-22187;Lutfi Maharani;Pria;12/08/1996;
N-22188;Wawan Pratama;Laki-laki;16/11/1993;RETAIL
N-22189;Dewi Pratama;M;26/07/1986;
N-22190;Gita Kusuma;Wanita;10/01/1980;prio
N-22191;Wawan Hidayat;L;22/03/1974;Prioritas
N-22192;Gita Hidayat;;22/08/1990;
N-22193;Kartika Kusuma;;04/04/1972;Prioritas
N-22194;Gita Hakim;M;25/01/1989;Private
N-22195;Tono Utami;P;09/02/1994;RETAIL
N-22196;Andi Maharani;P;03/06/1991;Private
N-22197;Andi Maharani;Female;27/02/1970;Prioritas
N-22198;Maya Lestari;;02/11/1994;Reguler
N-22199;Fajar Kusuma;Laki-laki;15/11/1988;Private
N-22200;Joko Saputra;Laki-laki;22/06/1961;prio
N-22201;Wawan Hidayat;M;10/06/1998;prio
N-22202;Kartika Permata;Laki-laki;;RETAIL
N-22203;Yuni Lestari;Female;;
N-22204;Nanda Hakim;P;09/06/1960;Private
N-22205;Vina Utami;Pria;07/07/1963;Reguler
N-22206;Andi Lestari;L;;Prioritas
N-22207;Nanda Setiawan;Pria;27/04/1982;prio
N-22208;Dewi Hidayat;Wanita;09/03/1993;Private
N-22209;Indah Setiawan;Female;21/09/1978;prio
N-22210;Vina Permata;L;31/02/1999;Private
N-22211;Fajar Pratama;Pria;19/11/1995;Reguler
N-22212;Joko Pratama;P;06/11/1984;Private
N-22213;Joko Utami;L;21/08/1988;RETAIL
N-22214;Citra Pratama;M;05/02/1980;prio
N-22215;Umi Wijaya;;08/04/1991;Reguler
N-22216;Putri Wijaya;L;26/02/1960;Reguler
N-22217;Andi Hidayat;P;25/07/1982;RETAIL
N-22218;Andi Hidayat;L;;Private
N-22219;Nanda Lestari;M;27/08/1966;Prioritas
N-22220;Tono Kusuma;P;04/08/1961;Reguler
N-22221;Fajar Wijaya;L;26/04/1976;Prioritas
N-22222;Indah Setiawan;Pria;06/04/1967;Prioritas
N-22223;Joko Utami;L;07/08/1993;Reguler
N-22224;Kartika Pratama;Pria;27/04/1985;Private
N-22225;Yuni Maharani;;27/01/1977;Reguler
N-22226;Lutfi Maharani;M;17/02/1981;Prioritas
N-22227;Gita Utami;P;11/01/2001;Reguler
N-22228;Hadi Kusuma;;07/02/1967;Reguler
N-22229;Nanda Lestari;L;30/12/2001;RETAIL
N-22230;Zaki Setiawan;;11/08/1985;RETAIL
N-22231;Indah Wijaya;M;05/02/1974;prio
N-22232;Fajar Maharani;Female;10/11/2002;Reguler
N-22233;Budi Setiawan;L;06/12/2002;Prioritas
N-22234;Nanda Santoso;M;05/12/1968;
N-22235;Dewi Setiawan;Female;16/04/1980;Private
N-22236;Rizal Saputra;L;15/08/1990;Prioritas
N-22237;Gita Setiawan;Laki-laki;12/03/2000;Reguler
N-22238;Andi Wijaya;Female;27/02/1964;Prioritas
N-22239;Umi Utami;L;01/07/1990;Prioritas
N-22240;Kartika Pratama;Laki-laki;19/10/1967;prio
N-22241;Budi Permata;Wanita;15/06/1983;Reguler
N-22242;Budi Hakim;Laki-laki;01/04/1983;Reguler
N-22243;Zaki Permata;Laki-laki;31/05/1980;Prioritas
N-22244;Joko Saputra;L;26/07/1984;Private
N-22245;Dewi Lestari;Wanita;12/10/1967;Prioritas
N-22246;Kartika Saputra;Female;04/03/2002;prio
N-22247;Maya Wijaya;M;11/03/1987;Prioritas
N-22248;Zaki Maharani;Laki-laki;02/07/1994;Private
N-22249;Fajar Hidayat;Female;19/12/1987;Reguler
N-22250;Nanda Setiawan;Wanita;15/02/2003;RETAIL
N-22251;Citra Setiawan;P;05/10/1999;Prioritas
N-22252;Umi Saputra;;10/08/1997;prio
N-22253;Rizal Maharani;Laki-laki;07/09/1971;
N-22254;Joko Maharani;L;08/02/1960;Prioritas
N-22255;Budi Wijaya;Female;04/01/1975;
N-22256;Citra Santoso;;;
N-22257;Joko Kusuma;M;04/10/2001;RETAIL
N-22258;Putri Santoso;Female;15/07/1966;Private
N-22259;Rizal Permata;L;01/03/1976;
N-22260;Oki Utami;Pria;06/12/2002;RETAIL
N-22261;Wawan Saputra;Laki-laki;07/11/1962;
N-22262;Andi Santoso;Pria;22/03/1992;Reguler
N-22263;Nanda Utami;L;20/08/1972;Prioritas
N-22264;Nanda Kusuma;P;28/04/1961;Prioritas
N-22265;Umi Utami;Laki-laki;12/02/1964;Reguler
N-22266;Kartika Saputra;Female;21/05/2004;Private
N-22267;Tono Permata;Wanita;11/06/2001;
N-22268;Indah Lestari;L;28/03/1965;RETAIL
N-22269;Indah Hidayat;L;22/07/1976;Reguler
N-22270;Lutfi Setiawan;L;27/04/1964;Private
N-22271;Budi Hidayat;Laki-laki;24/01/2002;RETAIL
N-22272;Budi Setiawan;Laki-laki;14/09/1972;prio
N-22273;Indah Hidayat;M;03/06/2004;prio
N-22274;Zaki Utami;Pria;29/10/1971;prio
N-22275;Joko Pratama;Pria;10/01/2000;Reguler
N-22276;Hadi Pratama;Wanita;28/07/1966;Reguler
N-22277;Budi Lestari;P;27/03/1990;prio
N-22278;Kartika Setiawan;;24/01/1986;prio
N-22279;Dewi Saputra;M;28/05/1996;Reguler
N-22280;Budi Hakim;Wanita;15/01/1992;
N-22281;Wawan Wijaya;Female;27/08/1977;Prioritas
N-22282;Eka Lestari;P;01/07/1986;Private
N-22283;Vina Wijaya;Pria;21/07/1980;Reguler
N-22284;Citra Pratama;Laki-laki;31/07/1993;Prioritas
N-22285;Eka Saputra;Laki-laki;27/07/1981;prio
N-22286;Andi Lestari;;24/02/1995;RETAIL
N-22287;Wawan Setiawan;P;13/09/1965;prio
N-22288;Fajar Santoso;L;27/05/1989;RETAIL
N-22289;Eka Hakim;L;13/04/1983;Private
N-22290;Budi Hidayat;Female;07/10/1972;prio
N-22291;Rizal Maharani;L;11/09/1961;Prioritas
N-22292;Tono Wijaya;;11/05/1995;Reguler
N-22293;Wawan Santoso;M;21/10/1968;prio
N-22294;Oki Wijaya;M;07/04/1996;Private
N-22295;Budi Pratama;Pria;21/06/1976;Private
N-22296;Budi Hakim;Female;12/01/1977;Prioritas
N-22297;Zaki Setiawan;M;19/12/1983;
N-22298;Andi Maharani;Pria;04/01/1983;RETAIL
N-22299;Budi Kusuma;Wanita;02/01/1999;prio
N-22300;Gita Permata;M;12/08/1966;Reguler
N-22301;Indah Hidayat;P;03/06/1968;Reguler
N-22302;Wawan Utami;L;16/06/1975;Reguler
N-22303;Budi Lestari;M;27/03/1993;RETAIL
N-22304;Zaki Permata;;01/01/1966;prio
N-22305;Nanda Kusuma;Female;26/07/1966;Reguler
N-22306;Nanda Maharani;;19/08/1971;prio
N-22307;Budi Lestari;Laki-laki;02/06/1981;RETAIL
N-22308;Joko Hidayat;M;30/06/1973;Prioritas
N-22309;Sari Hakim;Female;24/06/1993;Private
N-22310;Sari Wijaya;P;09/11/1992;Reguler
N-22311;Citra Kusuma;Female;20/09/1972;Private
N-22312;Eka Maharani;M;06/04/1979;
N-22313;Fajar Permata;Female;25/12/1985;Reguler
N-22314;Hadi Hidayat;Pria;08/07/1997;Reguler
N-22315;Dewi Utami;Female;09/06/1966;
N-22316;Budi Pratama;M;05/06/1970;Prioritas
N-22317;Tono Wijaya;Female;12/06/1996;Reguler
N-22318;Fajar Kusuma;Female;27/01/1995;Prioritas
N-22319;Eka Pratama;;03/05/2000;Prioritas
N-22320;Nanda Hidayat;L;31/03/1962;Prioritas
N-22321;Wawan Pratama;Laki-laki;07/10/1967;Prioritas
N-22322;Yuni Lestari;Female;22/12/1961;RETAIL
N-22323;Citra Setiawan;Laki-laki;12/08/1989;Reguler
N-22324;Eka Hakim;Laki-laki;14/07/1968;
N-22325;Zaki Setiawan;M;;Private
N-22326;Andi Lestari;Wanita;19/10/1966;RETAIL
N-22327;Zaki Utami;M;04/08/1972;prio
N-22328;Citra Wijaya;;31/01/1966;Prioritas
N-22329;Fajar Maharani;M;31/02/1999;Prioritas
N-22330;Joko Wijaya;P;08/11/1986;
N-22331;Hadi Saputra;Laki-laki;15/07/1972;
N-22332;Tono Utami;P;23/10/1997;Private
N-22333;Nanda Setiawan;M;22/01/1969;RETAIL
N-22334;Joko Hidayat;L;08/06/2003;Prioritas
N-22335;Vina Permata;M;05/09/1961;
N-22336;Nanda Hidayat;M;22/02/1985;Prioritas
N-22337;Dewi Lestari;P;03/05/1967;RETAIL
N-22338;Yuni Permata;L;11/08/1960;Prioritas
N-22339;Maya Maharani;Laki-laki;24/09/2001;prio
N-22340;Fajar Lestari;Laki-laki;28/02/1980;Prioritas
N-22341;Putri Lestari;Pria;28/02/1969;Reguler
N-22342;Joko Hakim;Laki-laki;01/07/1998;Reguler
N-22343;Tono Saputra;Pria;27/04/1968;Prioritas
N-22344;Joko Setiawan;Laki-laki;30/08/1960;Prioritas
N-22345;Eka Hidayat;Pria;02/04/1977;prio
N-22346;Sari Santoso;L;30/04/1998;Reguler
N-22347;Rizal Maharani;L;26/04/1982;Private
N-22348;Umi Permata;Female;26/07/1965;Prioritas
N-22349;Andi Setiawan;Pria;30/01/1982;Reguler
N-22350;Gita Wijaya;Wanita;24/09/2002;
N-22351;Citra Utami;Pria;25/08/1981;RETAIL
N-22352;Fajar Kusuma;Wanita;28/03/1982;prio
N-22353;Indah Santoso;L;10/05/1961;RETAIL
N-22354;Joko Utami;Female;30/04/1967;
N-22355;Putri Setiawan;Pria;07/03/1981;RETAIL
N-22356;Lutfi Setiawan;;09/11/1980;prio
N-22357;Vina Saputra;P;30/08/1961;Private
N-22358;Umi Kusuma;Wanita;18/04/1982;prio
N-22359;Andi Setiawan;P;23/07/2001;Prioritas
N-22360;Dewi Hidayat;;28/04/2005;
N-22361;Andi Permata;Female;17/09/1982;Prioritas
N-22362;Wawan Setiawan;L;23/03/1975;Reguler
N-22363;Yuni Hidayat;Laki-laki;01/08/1968;prio
N-22364;Oki Utami;P;01/02/1995;prio
N-22365;Nanda Maharani;Pria;26/02/1969;Private
N-22366;Oki Maharani;Female;09/03/1981;
N-22367;Nanda Lestari;;04/10/1982;Private
N-22368;Dewi Utami;Laki-laki;23/07/1987;Prioritas
N-22369;Fajar Permata;P;11/08/1965;Private
N-22370;Citra Hakim;Laki-laki;29/05/1981;prio
N-22371;Tono Hakim;Female;15/01/1980;Reguler
N-22372;Kartika Santoso;Pria;26/02/2000;Reguler
N-22373;Wawan Utami;Female;14/10/1987;Reguler
N-22374;Tono Santoso;M;11/05/2002;Prioritas
N-22375;Tono Permata;P;24/01/1988;
N-22376;Kartika Permata;P;31/02/1999;Prioritas
N-22377;Yuni Maharani;P;02/05/1998;
N-22378;Kartika Permata;P;25/11/1972;RETAIL
N-22379;Eka Pratama;Pria;12/07/1971;Private
N-22380;Fajar Hakim;P;14/12/1985;prio
N-22381;Gita Maharani;L;14/03/1989;
N-22382;Vina Maharani;L;17/01/1965;Prioritas
N-22383;Joko Maharani;Female;24/09/1985;prio
N-22384;Tono Wijaya;L;06/11/1995;prio
N-22385;Rizal Lestari;;23/04/1988;Private
N-22386;Putri Wijaya;P;11/01/1964;Private
N-22387;Citra Setiawan;Laki-laki;08/12/1972;Private
N-22388;Zaki Maharani;Laki-laki;30/10/1964;RETAIL
N-22389;Joko Kusuma;Pria;30/01/1969;Reguler
N-22390;Gita Setiawan;;16/01/1997;
N-22391;Sari Saputra;P;05/10/2001;RETAIL
N-22392;Kartika Santoso;M;24/05/1998;RETAIL
N-22393;Wawan Santoso;Female;30/11/1977;Prioritas
N-22394;Yuni Pratama;L;10/05/1973;prio
N-22395;Indah Lestari;M;11/11/1967;Reguler
N-22396;Wawan Santoso;L;10/10/1995;
N-22397;Dewi Maharani;P;22/01/1993;Reguler
N-22398;Fajar Lestari;Laki-laki;02/11/1970;Prioritas
N-22399;Zaki Lestari;Pria;13/10/1963;RETAIL
N-22400;Dewi Setiawan;Wanita;30/03/2005;Reguler
N-22401;Hadi Wijaya;M;10/06/1969;RETAIL
N-22402;Kartika Utami;M;24/08/1986;RETAIL
N-22403;Gita Utami;L;31/08/1968;RETAIL
N-22404;Rizal Hidayat;L;09/04/1963;
N-22405;Budi Permata;L;13/05/1971;
N-22406;Dewi Santoso;Pria;03/06/1977;Reguler
N-22407;Joko Wijaya;M;18/03/1976;prio
N-22408;Tono Wijaya;M;24/09/1997;Private
N-22409;Indah Hidayat;P;19/12/2003;Private
N-22410;Vina Pratama;Female;23/05/1992;Prioritas
N-22411;Yuni Santoso;Wanita;28/11/1999;prio
N-22412;Wawan Santoso;Female;10/07/1961;Prioritas
N-22413;Wawan Maharani;Pria;27/06/1968;Reguler
N-22414;Tono Hakim;;30/01/1967;prio
N-22415;Citra Wijaya;M;29/04/1982;prio
N-22416;Wawan Hakim;Female;13/07/2000;prio
N-22417;Umi Maharani;Wanita;19/07/1986;RETAIL
N-22418;Eka Hakim;P;04/10/1997;Private
N-22419;Rizal Kusuma;;31/02/1999;prio
N-22420;Rizal Kusuma;Wanita;16/04/1991;Private
N-22421;Lutfi Hidayat;M;06/03/1960;Reguler
N-22422;Lutfi Pratama;P;05/04/1971;Private
N-22423;Tono Kusuma;;03/08/1987;Reguler
N-22424;Citra Utami;;28/02/1977;Private
N-22425;Yuni Lestari;L;30/04/1975;Reguler
N-22426;Putri Maharani;L;02/04/1967;Reguler
N-22427;Maya Pratama;Female;23/09/1987;prio
N-22428;Hadi Setiawan;Wanita;25/01/1961;prio
N-22429;Oki Lestari;P;03/11/2004;Prioritas
N-22430;Hadi Lestari;P;09/12/1974;RETAIL
N-22431;Sari Setiawan;;06/10/1975;prio
N-22432;Wawan Hakim;Pria;01/03/1962;RETAIL
N-22433;Hadi Lestari;L;;Prioritas
N-22434;Fajar Santoso;Pria;;RETAIL
N-22435;Rizal Hakim;Wanita;21/10/1988;RETAIL
N-22436;Kartika Saputra;M;31/02/1999;Prioritas
N-22437;Tono Wijaya;Female;30/12/1977;Private
N-22438;Yuni Pratama;;13/12/2003;Private
N-22439;Fajar Saputra;L;31/01/1998;Prioritas
N-22440;Vina Wijaya;Pria;02/02/1967;RETAIL
N-22441;Joko Wijaya;Wanita;19/07/1994;Prioritas
N-22442;Wawan Pratama;L;04/04/2005;RETAIL
N-22443;Andi Permata;Pria;06/01/1990;Prioritas
N-22444;Rizal Permata;Pria;07/04/1971;
N-22445;Citra Permata;P;08/02/1964;Private
N-22446;Joko Santoso;Female;23/02/1969;prio
N-22447;Citra Hidayat;Wanita;04/06/1999;RETAIL
N-22448;Lutfi Saputra;Wanita;04/08/1971;Private
N-22449;Andi Permata;Wanita;27/08/2005;Private
N-22450;Dewi Permata;Female;;Reguler
N-22451;Kartika Hidayat;Female;18/02/1988;Prioritas
N-22452;Fajar Kusuma;Wanita;27/03/1986;
N-22453;Maya Hidayat;Wanita;27/08/1985;RETAIL
N-22454;Nanda Santoso;;10/08/1983;prio
N-22455;Sari Santoso;;13/02/1991;Reguler
N-22456;Kartika Hidayat;;22/03/1995;
N-22457;Fajar Saputra;P;18/10/2002;
N-22458;Maya Hidayat;Laki-laki;26/12/2003;Reguler
N-22459;Putri Hidayat;;30/12/1971;RETAIL
N-22460;Wawan Setiawan;Female;01/10/2003;Private
N-22461;Umi Hidayat;L;25/04/1969;Private
N-22462;Rizal Setiawan;;06/07/1987;
N-22463;Gita Utami;;02/10/1986;Prioritas
N-22464;Citra Permata;Wanita;08/02/2004;
N-22465;Oki Maharani;P;09/06/1984;Private
N-22466;Eka Lestari;L;17/06/1983;Prioritas
N-22467;Vina Hidayat;Laki-laki;26/11/1962;Private
N-22468;Dewi Santoso;Pria;25/12/1974;
N-22469;Rizal Maharani;Pria;27/04/1966;Reguler
N-22470;Joko Hakim;P;07/12/1996;prio
N-22471;Rizal Santoso;P;18/05/1979;
N-22472;Oki Permata;;;
N-22473;Zaki Pratama;L;18/11/1965;
N-22474;Dewi Maharani;Laki-laki;30/06/1979;
N-22475;Fajar Kusuma;Pria;07/05/1967;prio
N-22476;Yuni Permata;Pria;09/07/2001;
N-22477;Budi Santoso;Female;15/01/1971;
N-22478;Vina Pratama;;29/07/1991;RETAIL
N-22479;Indah Hakim;Wanita;02/08/1983;Prioritas
N-22480;Joko Wijaya;L;14/02/1971;Prioritas
N-22481;Joko Maharani;;01/03/1991;Private
N-22482;Putri Permata;Pria;11/11/1990;Reguler
N-22483;Citra Setiawan;L;11/11/1975;Private
N-22484;Kartika Hakim;M;23/09/1967;Private
N-22485;Indah Pratama;;12/11/1975;prio
N-22486;Tono Santoso;;23/08/1999;prio
N-22487;Budi Kusuma;Laki-laki;16/12/2003;
N-22488;Oki Lestari;Female;02/02/1960;
N-22489;Tono Utami;L;15/07/1971;Reguler
N-22490;Joko Kusuma;Pria;29/08/1989;Reguler
N-22491;Tono Hidayat;;23/05/1999;Private
N-22492;Nanda Lestari;Wanita;30/06/1987;RETAIL
N-22493;Zaki Hakim;Female;29/10/1986;Prioritas
N-22494;Lutfi Kusuma;M;16/02/1990;Prioritas
N-22495;Yuni Kusuma;Pria;;RETAIL
N-22496;Joko Maharani;Female;18/06/1982;
N-22497;Fajar Hakim;;19/05/1961;Private
N-22498;Andi Lestari;Female;19/03/2002;Reguler
N-22499;Dewi Pratama;L;05/11/1994;
N-22500;Indah Kusuma;L;11/01/1988;Private
N-22501;Hadi Saputra;L;15/04/1990;Private
N-22502;Oki Hakim;P;23/07/1984;Reguler
N-22503;Zaki Wijaya;;29/05/1964;RETAIL
N-22504;Andi Hidayat;;15/10/1995;Prioritas
