nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-23206;Tono Pratama;Female;18/07/2001;prio
N-23207;Rizal Santoso;P;20/07/1998;prio
N-23208;Budi Wijaya;P;21/11/1977;
N-23209;Eka Utami;P;21/07/1977;Reguler
N-23210;Nanda Wijaya;P;28/02/1990;Reguler
N-23211;Yuni Maharani;;18/11/1996;Reguler
N-23212;Eka Santoso;;04/07/1962;RETAIL
N-23213;Budi Lestari;Pria;10/11/1988;Reguler
N-23214;Indah Utami;Female;18/10/1969;prio
N-23215;Gita Hidayat;Laki-laki;12/07/1998;
N-23216;Nanda Wijaya;Laki-laki;28/04/1991;
N-23217;Oki Lestari;Pria;25/01/1967;prio
N-23218;Oki Lestari;Female;03/12/1971;Private
N-23219;Eka Kusuma;Laki-laki;10/04/1999;
N-23220;Citra Kusuma;;18/04/1974;RETAIL
N-23221;Maya Utami;;19/03/1960;
N-23222;Yuni Lestari;Laki-laki;05/06/2002;Reguler
N-23223;Nanda Saputra;Laki-laki;15/11/1989;
N-23224;Indah Utami;P;29/04/2000;RETAIL
N-23225;Zaki Maharani;Wanita;21/01/1996;Reguler
N-23226;Eka Lestari;M;12/11/1968;Reguler
N-23227;Maya Santoso;L;21/09/1960;Private
N-23228;Citra Utami;P;14/02/1968;prio
N-23229;Indah Santoso;Wanita;29/09/1979;prio
N-23230;Eka Permata;L;13/01/1983;RETAIL
N-23231;Citra Hidayat;Wanita;05/10/1999;
N-23232;Eka Maharani;Laki-laki;16/04/1995;Private
N-23233;Hadi Saputra;M;23/02/1978;Private
N-23234;Lutfi Kusuma;Female;23/12/1967;RETAIL
N-23235;Yuni Wijaya;;04/07/1990;Private
N-23236;Rizal Hidayat;P;27/11/1989;Private
N-23237;Budi Pratama;Female;05/05/1964;RETAIL
N-23238;Umi Kusuma;P;05/03/1964;Reguler
N-23239;Budi Santoso;P;07/09/1979;Prioritas
N-23240;Budi Setiawan;M;26/07/1988;Reguler
N-23241;Indah Lestari;;;
N-23242;Oki Lestari;Pria;19/02/1966;Private
N-23243;Andi Permata;Female;21/01/1967;RETAIL
N-23244;Umi Pratama;P;;Prioritas
N-23245;Eka Pratama;Wanita;02/08/1966;Reguler
N-23246;Lutfi Kusuma;L;16/04/1985;Prioritas
N-23247;Gita Permata;;21/08/1989;Prioritas
N-23248;Nanda Hidayat;P;;RETAIL
N-23249;Rizal Saputra;Pria;22/10/1990;Prioritas
N-23250;Yuni Permata;P;28/07/1966;
N-23251;Rizal Maharani;L;05/08/1990;prio
N-23252;Tono Permata;P;15/09/2002;Reguler
N-23253;Joko Maharani;Pria;13/08/2000;Reguler
N-23254;Indah Pratama;M;23/08/1977;Private
N-23255;Gita Setiawan;Pria;25/12/1998;Reguler
N-23256;Sari Saputra;Female;;Prioritas
N-23257;Fajar Permata;Female;11/04/1967;prio
N-23258;Indah Saputra;P;03/10/1986;Prioritas
N-23259;Lutfi Kusuma;M;19/11/2004;RETAIL
N-23260;Wawan Kusuma;Wanita;28/11/2004;Prioritas
N-23261;Umi Saputra;Laki-laki;27/10/1993;Private
N-23262;Gita Permata;Pria;08/05/1970;Reguler
N-23263;Budi Santoso;P;04/05/1967;RETAIL
N-23264;Putri Setiawan;Laki-laki;31/07/1992;RETAIL
N-23265;Wawan Hidayat;Wanita;31/02/1999;Reguler
N-23266;Tono Setiawan;Laki-laki;06/03/1976;
N-23267;Fajar Utami;M;25/08/1989;prio
N-23268;Rizal Maharani;Wanita;27/04/2002;
N-23269;Yuni Permata;;08/06/1994;prio
N-23270;Indah Utami;Laki-laki;05/06/1982;Prioritas
N-23271;Citra Pratama;Laki-laki;29/03/1992;Prioritas
N-23272;Maya Lestari;Pria;04/05/1980;prio
N-23273;Sari Santoso;Wanita;20/07/1993;
N-23274;Wawan Santoso;L;01/04/1981;Prioritas
N-23275;Dewi Maharani;Wanita;10/04/1990;Prioritas
N-23276;Kartika Saputra;L;;Private
N-23277;Umi Kusuma;Pria;21/02/1994;Prioritas
N-23278;Rizal Lestari;Female;07/01/1966;Reguler
N-23279;Oki Santoso;M;26/12/1965;
N-23280;Lutfi Saputra;Wanita;07/10/1979;RETAIL
N-23281;Yuni Lestari;M;26/10/1993;RETAIL
N-23282;Tono Saputra;L;12/10/2000;
N-23283;Indah Hakim;P;27/02/1971;
N-23284;Citra Kusuma;Pria;28/09/2000;Prioritas
N-23285;Dewi Pratama;L;17/08/1971;
N-23286;Oki Hidayat;;31/12/1989;prio
N-23287;Oki Santoso;Female;23/11/1988;Reguler
N-23288;Sari Setiawan;Pria;12/08/1974;Prioritas
N-23289;Hadi Setiawan;Wanita;31/05/2002;RETAIL
N-23290;Wawan Utami;Female;10/07/1978;Reguler
N-23291;Dewi Hakim;Pria;23/07/1960;Private
N-23292;Indah Permata;P;07/02/1990;Prioritas
N-23293;Wawan Hakim;P;18/01/1994;Private
N-23294;Dewi Wijaya;Female;19/01/1972;Prioritas
N-23295;Eka Pratama;Wanita;03/08/1990;Reguler
N-23296;Tono Permata;;26/11/2001;RETAIL
N-23297;Rizal Pratama;Female;16/07/1987;Prioritas
N-23298;Joko Utami;Laki-laki;;
N-23299;Eka Kusuma;L;21/08/2003;
N-23300;Putri Permata;M;09/10/1971;Private
N-23301;Sari Utami;;30/12/1986;prio
N-23302;Putri Wijaya;Pria;02/12/1979;Prioritas
N-23303;Wawan Pratama;P;29/01/1994;Private
N-23304;Fajar Saputra;;18/04/1978;RETAIL
N-23305;Vina Hidayat;P;16/06/1978;
N-23306;Joko Permata;Laki-laki;16/04/1971;Prioritas
N-23307;Joko Hakim;Wanita;11/05/1972;
N-23308;Umi Utami;M;15/12/1964;Prioritas
N-23309;Sari Maharani;L;28/01/2005;prio
N-23310;Oki Hidayat;L;08/04/1977;
N-23311;Umi Kusuma;M;31/02/1999;RETAIL
N-23312;Budi Setiawan;Wanita;02/05/1978;prio
N-23313;Rizal Pratama;L;19/07/1990;prio
N-23314;Lutfi Saputra;Female;05/07/1988;Private
N-23315;Eka Saputra;P;01/03/1984;Private
N-23316;Dewi Santoso;;26/05/1992;Reguler
N-23317;Eka Wijaya;L;31/02/1999;RETAIL
N-23318;Zaki Maharani;;05/06/1993;Prioritas
N-23319;Nanda Pratama;Pria;;Reguler
N-23320;Joko Utami;Female;19/08/1988;Prioritas
N-23321;Vina Setiawan;;30/03/1992;
N-23322;Tono Lestari;Laki-laki;19/06/1966;
N-23323;Kartika Pratama;M;21/04/1976;Reguler
N-23324;Rizal Wijaya;;21/10/1984;Reguler
N-23325;Fajar Saputra;;16/04/1968;Prioritas
N-23326;Vina Hakim;Laki-laki;31/05/1988;Prioritas
N-23327;Joko Utami;;19/02/1986;Private
N-23328;Kartika Utami;Wanita;07/09/1968;RETAIL
N-23329;Hadi Santoso;Wanita;12/10/1982;Prioritas
N-23330;Budi Maharani;Female;;Reguler
N-23331;Umi Utami;L;;Private
N-23332;Lutfi Santoso;L;22/04/1967;RETAIL
N-23333;Vina Kusuma;Female;10/06/1991;Private
N-23334;Yuni Santoso;M;02/09/1983;Prioritas
N-23335;Hadi Wijaya;;04/10/1996;Prioritas
N-23336;Umi Utami;L;08/05/1984;Reguler
N-23337;Maya Wijaya;P;08/06/1978;Prioritas
N-23338;Oki Pratama;;12/06/1987;prio
N-23339;Putri Hidayat;Female;25/04/1976;
N-23340;Maya Permata;M;02/04/1966;Prioritas
N-23341;Tono Saputra;Wanita;29/10/1986;
N-23342;Oki Setiawan;P;21/06/1992;Private
N-23343;Rizal Lestari;M;12/12/1998;Prioritas
N-23344;Umi Hakim;Female;29/12/1993;Private
N-23345;Oki Santoso;L;04/07/2003;
N-23346;Dewi Hakim;Laki-laki;14/10/1962;
N-23347;Eka Wijaya;M;22/01/1994;Reguler
N-23348;Vina Wijaya;;31/12/1997;Reguler
N-23349;Andi Kusuma;Female;26/09/1989;RETAIL
N-23350;Andi Pratama;P;20/12/1963;RETAIL
N-23351;Joko Setiawan;L;18/03/1994;Reguler
N-23352;Umi Kusuma;;12/12/1974;RETAIL
N-23353;Zaki Hakim;Laki-laki;03/10/1975;RETAIL
N-23354;Indah Pratama;L;21/02/1972;Prioritas
N-23355;Eka Hakim;Laki-laki;23/07/1992;Private
N-23356;Rizal Wijaya;Female;18/11/1981;RETAIL
N-23357;Oki Hidayat;Pria;21/07/1975;Private
N-23358;Wawan Maharani;Female;12/09/2004;prio
N-23359;Zaki Hidayat;Wanita;05/11/1978;Reguler
N-23360;Umi Kusuma;;24/03/1984;Reguler
N-23361;Lutfi Hidayat;Pria;20/03/1982;Reguler
N-23362;Kartika Saputra;Wanita;26/03/1985;RETAIL
N-23363;Vina Hidayat;L;25/06/1974;RETAIL
N-23364;Kartika Lestari;;04/07/2000;Prioritas
N-23365;Sari Saputra;Laki-laki;01/06/1988;Prioritas
N-23366;Andi Permata;M;21/10/1970;Prioritas
N-23367;Yuni Hidayat;Wanita;09/03/1961;prio
N-23368;Tono Permata;Female;22/03/1987;Prioritas
N-23369;Andi Saputra;Wanita;20/01/1963;RETAIL
N-23370;Umi Santoso;Pria;01/02/2001;Reguler
N-23371;Fajar Lestari;Pria;25/03/1983;Prioritas
N-23372;Lutfi Lestari;Female;19/07/1969;prio
N-23373;Umi Utami;P;26/02/1970;Private
N-23374;Andi Pratama;M;03/06/1994;Reguler
N-23375;Hadi Lestari;Wanita;06/01/1961;Private
N-23376;Andi Hakim;Laki-laki;20/05/1982;Private
N-23377;Putri Wijaya;Female;15/04/1965;prio
N-23378;Sari Maharani;P;03/11/1998;Reguler
N-23379;Gita Santoso;Pria;12/11/1964;Private
N-23380;Fajar Pratama;;04/10/1971;prio
N-23381;Yuni Kusuma;L;22/12/1999;Reguler
N-23382;Sari Saputra;M;06/01/2002;
N-23383;Eka Wijaya;M;21/08/2005;Prioritas
N-23384;Kartika Permata;P;22/09/1989;
N-23385;Umi Setiawan;Wanita;05/08/1979;RETAIL
N-23386;Nanda Hakim;Laki-laki;14/02/1981;prio
N-23387;Hadi Santoso;Laki-laki;25/12/1992;Prioritas
N-23388;Andi Setiawan;Wanita;31/02/1999;Reguler
N-23389;Lutfi Lestari;P;25/11/2001;Private
N-23390;Kartika Hidayat;;09/02/1960;
N-23391;Joko Lestari;Wanita;03/09/1995;prio
N-23392;Eka Utami;M;26/02/1962;prio
N-23393;Zaki Saputra;;19/07/1984;Private
N-23394;Kartika Pratama;Female;01/04/1966;Reguler
N-23395;Citra Santoso;Wanita;03/01/1998;
N-23396;Eka Santoso;L;07/12/1963;
N-23397;Dewi Santoso;L;25/12/1980;Private
N-23398;Rizal Lestari;Female;20/04/1976;
N-23399;Vina Pratama;Female;23/12/1960;
N-23400;Umi Setiawan;Wanita;26/11/1962;RETAIL
N-23401;Tono Wijaya;Female;02/02/1972;Prioritas
N-23402;Kartika Utami;P;05/03/1996;RETAIL
N-23403;Zaki Hakim;M;21/11/1976;Reguler
N-23404;Kartika Utami;Wanita;01/09/1995;Reguler
N-23405;Hadi Saputra;P;09/07/2000;RETAIL
N-23406;Gita Hakim;Laki-laki;;Prioritas
N-23407;Eka Maharani;Pria;05/10/2000;
N-23408;Sari Permata;Wanita;30/06/1963;Prioritas
N-23409;Kartika Utami;M;05/08/1994;prio
N-23410;Gita Maharani;P;25/04/1995;prio
N-23411;Rizal Wijaya;Female;06/05/1979;
N-23412;Nanda Setiawan;Wanita;10/06/1976;RETAIL
N-23413;Tono Hakim;Female;20/05/1998;Prioritas
N-23414;Tono Utami;Female;16/10/1973;Reguler
N-23415;Indah Setiawan;Laki-laki;;Private
N-23416;Andi Saputra;Female;31/02/1999;Private
N-23417;Umi Pratama;M;01/04/1988;Prioritas
N-23418;Zaki Lestari;P;30/09/2004;prio
N-23419;Putri Pratama;Female;22/06/1997;Reguler
N-23420;Dewi Setiawan;Female;31/02/1999;Private
N-23421;Dewi Permata;;26/06/1971;Prioritas
N-23422;Fajar Wijaya;Wanita;03/09/1979;Reguler
N-23423;Vina Lestari;Pria;28/09/1985;
N-23424;Putri Lestari;Wanita;15/03/1989;Private
N-23425;Yuni Hakim;Pria;08/09/1976;prio
N-23426;Andi Wijaya;M;05/08/1974;prio
N-23427;Dewi Kusuma;M;19/04/1976;
N-23428;Hadi Lestari;Laki-laki;01/06/1960;RETAIL
N-23429;Tono Permata;L;14/08/1998;prio
N-23430;Hadi Setiawan;Laki-laki;22/10/1965;
N-23431;Wawan Saputra;L;06/12/1990;Reguler
N-23432;Putri Maharani;Pria;27/08/1977;prio
N-23433;Dewi Wijaya;Female;12/04/1995;RETAIL
N-23434;Andi Setiawan;P;21/04/1969;Reguler
N-23435;Citra Maharani;;18/03/1962;prio
N-23436;Putri Setiawan;P;09/12/1970;RETAIL
N-23437;Vina Santoso;Laki-laki;19/09/1963;
N-23438;Oki Pratama;Female;28/06/1962;Reguler
N-23439;Tono Lestari;Wanita;24/10/1975;prio
N-23440;Kartika Saputra;Female;08/12/1979;Prioritas
N-23441;Kartika Lestari;P;24/01/1998;
N-23442;Citra Permata;M;12/07/2000;RETAIL
N-23443;Gita Lestari;Wanita;01/02/1991;RETAIL
N-23444;Vina Utami;Pria;16/06/1975;Prioritas
N-23445;Hadi Lestari;Laki-laki;24/07/1987;Reguler
N-23446;Vina Wijaya;Wanita;08/11/1990;prio
N-23447;Umi Utami;P;;Reguler
N-23448;Wawan Kusuma;M;15/01/1993;
N-23449;Fajar Permata;Wanita;14/06/1979;Private
N-23450;Eka Maharani;Female;15/02/1961;prio
N-23451;Hadi Wijaya;P;31/12/1967;prio
N-23452;Dewi Setiawan;Wanita;25/03/1964;Private
N-23453;Maya Hidayat;Pria;;prio
N-23454;Maya Santoso;Female;24/08/1962;Prioritas
N-23455;Indah Wijaya;Wanita;13/06/1960;Private
N-23456;Oki Pratama;Female;07/01/1999;Private
N-23457;Dewi Hidayat;L;10/11/2003;Prioritas
N-23458;Rizal Lestari;P;29/12/2002;Reguler
N-23459;Vina Setiawan;L;19/03/1965;Reguler
N-23460;Tono Pratama;;25/12/1962;
N-23461;Sari Maharani;M;16/02/1962;prio
N-23462;Fajar Maharani;Wanita;01/03/1970;Prioritas
N-23463;Lutfi Setiawan;Female;23/01/2001;prio
N-23464;Dewi Wijaya;M;07/12/1988;Reguler
N-23465;Fajar Maharani;Female;02/11/1984;RETAIL
N-23466;Joko Wijaya;Wanita;31/02/1999;prio
N-23467;Eka Lestari;Pria;14/08/1982;Prioritas
N-23468;Fajar Kusuma;Pria;;Reguler
N-23469;Oki Permata;;29/10/1986;
N-23470;Budi Permata;P;24/07/1981;RETAIL
N-23471;Gita Setiawan;Pria;27/12/1961;prio
N-23472;Kartika Utami;Female;22/10/1960;
N-23473;Putri Hidayat;Wanita;17/04/1972;prio
N-23474;Budi Wijaya;P;26/06/1970;Private
N-23475;Nanda Wijaya;Wanita;17/12/1963;Reguler
N-23476;Wawan Setiawan;Wanita;01/04/1979;Prioritas
N-23477;Oki Pratama;P;30/07/1979;Private
N-23478;Hadi Utami;M;12/06/1991;Prioritas
N-23479;Nanda Setiawan;;27/12/1972;Private
N-23480;Maya Saputra;Pria;06/02/1973;Prioritas
N-23481;Tono Utami;Pria;29/03/1964;RETAIL
N-23482;Hadi Saputra;Female;31/02/1999;prio
N-23483;Vina Maharani;;10/12/1961;RETAIL
N-23484;Sari Pratama;;31/02/1999;Private
N-23485;Hadi Pratama;Wanita;30/04/1991;prio
N-23486;Gita Hakim;;04/08/1972;Prioritas
N-23487;Vina Santoso;M;29/07/1963;prio
N-23488;Zaki Wijaya;;23/10/1970;Private
N-23489;Vina Lestari;P;04/11/1985;Reguler
N-23490;Joko Pratama;;23/02/2005;
N-23491;Putri Lestari;L;06/07/1989;RETAIL
N-23492;Citra Kusuma;M;16/11/2005;
N-23493;Fajar Setiawan;L;08/09/1964;RETAIL
N-23494;Rizal Hidayat;Female;28/04/1962;Private
N-23495;Fajar Lestari;L;08/05/1969;Private
N-23496;Dewi Saputra;L;25/07/1996;RETAIL
N-23497;Rizal Santoso;L;23/05/1965;RETAIL
N-23498;Fajar Lestari;Wanita;26/08/1978;Reguler
N-23499;Citra Maharani;M;07/07/2000;RETAIL
N-23500;Yuni Kusuma;Female;28/05/1960;Prioritas
N-23501;Vina Wijaya;P;17/03/2000;Reguler
N-23502;Yuni Santoso;Wanita;20/05/2000;Prioritas
N-23503;Oki Setiawan;L;25/10/1970;Reguler
N-23504;Indah Permata;Pria;17/06/1999;RETAIL
