nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-26046;Hadi Wijaya;Laki-laki;12/10/1985;RETAIL
N-26047;Indah Permata;Female;28/10/1983;Reguler
N-26048;Budi Wijaya;L;28/07/1996;prio
N-26049;Joko Setiawan;P;31/02/1999;RETAIL
N-26050;Fajar Permata;L;27/10/1985;RETAIL
N-26051;Rizal Maharani;Female;11/12/1981;
N-26052;Joko Hakim;Pria;02/01/1982;RETAIL
N-26053;Putri Utami;;17/07/2004;
N-26054;Indah Kusuma;P;15/03/1991;RETAIL
N-26055;Tono Pratama;;23/05/1998;prio
N-26056;Eka Hakim;M;29/11/1997;Prioritas
N-26057;Budi Kusuma;L;26/02/1965;Reguler
N-26058;Dewi Setiawan;Pria;12/02/2002;Prioritas
N-26059;Tono Santoso;Laki-laki;15/12/1975;Prioritas
N-26060;Joko Maharani;M;27/12/1979;prio
N-26061;Dewi Hidayat;M;22/01/1999;Prioritas
N-26062;Fajar Lestari;P;;RETAIL
N-26063;Rizal Utami;Female;12/10/1974;prio
N-26064;Umi Permata;Female;25/02/1969;Private
N-26065;Maya Kusuma;L;07/02/1970;RETAIL
N-26066;Kartika Saputra;L;29/10/2000;Prioritas
N-26067;Budi Pratama;L;13/01/1983;RETAIL
N-26068;Lutfi Utami;Wanita;19/05/1963;RETAIL
N-26069;Budi Wijaya;P;19/05/1991;Reguler
N-26070;Rizal Hidayat;;22/05/1987;
N-26071;Vina Kusuma;M;04/07/1960;
N-26072;Dewi Santoso;Female;05/10/1963;Private
N-26073;Nanda Wijaya;L;20/06/1983;Prioritas
N-26074;Sari Santoso;Wanita;31/02/1999;Private
N-26075;Sari Maharani;Female;09/04/1991;prio
N-26076;Yuni Pratama;Female;29/04/2004;Reguler
N-26077;Eka Lestari;P;22/08/1983;Reguler
N-26078;Citra Pratama;Laki-laki;;prio
N-26079;Wawan Kusuma;Pria;01/11/1995;RETAIL
N-26080;Vina Santoso;M;26/07/1965;
N-26081;Lutfi Pratama;;30/06/1996;Prioritas
N-26082;Andi Wijaya;;02/10/1991;Reguler
N-26083;Wawan Pratama;Pria;25/09/1987;prio
N-26084;Umi Hidayat;P;23/10/1995;RETAIL
N-26085;Yuni Maharani;;15/09/1963;RETAIL
N-26086;Fajar Saputra;Pria;05/12/2000;Private
N-26087;Hadi Hidayat;;25/12/2005;
N-26088;Nanda Setiawan;Wanita;26/05/1996;prio
N-26089;Vina Hakim;Wanita;;
N-26090;Gita Maharani;P;07/05/1995;RETAIL
N-26091;Umi Saputra;Wanita;29/10/1965;prio
N-26092;Citra Hakim;M;29/01/1986;prio
N-26093;Rizal Saputra;L;18/11/1965;Private
N-26094;Sari Santoso;M;31/02/1999;Prioritas
N-26095;Nanda Santoso;Pria;29/08/2003;prio
N-26096;Sari Pratama;Pria;18/11/2000;
N-26097;Sari Permata;;10/10/1994;prio
N-26098;Rizal Santoso;Laki-laki;28/10/2001;RETAIL
N-26099;Joko Permata;Wanita;19/07/2000;
N-26100;Andi Lestari;Wanita;06/01/1963;
N-26101;Sari Permata;P;24/02/1974;Private
N-26102;Gita Hakim;P;12/10/1973;RETAIL
N-26103;Indah Saputra;L;23/11/1982;RETAIL
N-26104;Indah Hidayat;Wanita;24/10/1967;RETAIL
N-26105;Sari Utami;;12/01/1982;Prioritas
N-26106;Gita Saputra;M;15/03/1991;prio
N-26107;Dewi Santoso;;19/04/1983;Reguler
N-26108;Indah Wijaya;Laki-laki;24/09/1996;
N-26109;Eka Wijaya;Wanita;07/10/1978;Private
N-26110;Hadi Hidayat;Laki-laki;01/07/2004;Reguler
N-26111;Yuni Lestari;;05/08/1973;Reguler
N-26112;Joko Hakim;Female;;
N-26113;Umi Maharani;L;02/05/1983;
N-26114;Hadi Pratama;Pria;;
N-26115;Wawan Santoso;Wanita;11/10/1975;Prioritas
N-26116;Putri Utami;M;27/12/1974;
N-26117;Gita Maharani;Wanita;10/04/1975;Private
N-26118;Kartika Setiawan;;14/11/1989;Reguler
N-26119;Hadi Utami;L;21/11/1989;
N-26120;Andi Hidayat;Wanita;;Reguler
N-26121;Zaki Kusuma;M;23/06/1986;RETAIL
N-26122;Maya Pratama;Wanita;05/01/1991;Private
N-26123;Citra Saputra;Laki-laki;20/02/1995;Private
N-26124;Andi Lestari;P;13/06/1963;RETAIL
N-26125;Gita Hidayat;P;07/06/1986;Prioritas
N-26126;Vina Lestari;Laki-laki;02/04/1992;prio
N-26127;Andi Santoso;Wanita;21/06/1999;RETAIL
N-26128;Eka Lestari;M;15/09/1971;
N-26129;Vina Utami;P;04/12/1960;prio
N-26130;Indah Wijaya;Wanita;24/01/1997;Reguler
N-26131;Zaki Kusuma;Laki-laki;25/10/1999;Reguler
N-26132;Rizal Setiawan;Female;10/04/1965;Private
N-26133;Umi Permata;Wanita;08/12/2001;prio
N-26134;Yuni Setiawan;M;16/08/1983;RETAIL
N-26135;Eka Lestari;P;15/02/1989;Private
N-26136;Gita Utami;Laki-laki;10/01/1980;Reguler
N-26137;Yuni Wijaya;;04/07/1975;RETAIL
N-26138;Zaki Kusuma;L;16/08/1984;RETAIL
N-26139;Rizal Setiawan;Female;18/01/1964;Prioritas
N-26140;Nanda Santoso;Wanita;23/12/2001;prio
N-26141;Budi Santoso;Wanita;08/09/1973;Reguler
N-26142;Zaki Wijaya;P;10/07/1984;
N-26143;Oki Permata;M;10/08/1976;
N-26144;Eka Santoso;;08/01/1990;Prioritas
N-26145;Oki Pratama;L;28/05/1980;Prioritas
N-26146;Umi Hidayat;L;28/05/1981;Private
N-26147;Lutfi Santoso;Laki-laki;04/08/1976;Private
N-26148;Oki Setiawan;Pria;24/01/1980;Private
N-26149;Oki Setiawan;M;25/04/1969;Private
N-26150;Citra Lestari;M;08/07/1997;prio
N-26151;Tono Wijaya;Wanita;09/02/1999;Reguler
N-26152;Citra Lestari;L;01/09/1979;Reguler
N-26153;Yuni Santoso;M;14/02/1986;Private
N-26154;Vina Wijaya;Wanita;05/07/1992;Prioritas
N-26155;Budi Wijaya;Pria;30/04/1968;Reguler
N-26156;Kartika Wijaya;P;20/06/1966;Private
N-26157;Sari Kusuma;;07/01/2005;Reguler
N-26158;Tono Kusuma;P;10/07/1981;
N-26159;Andi Setiawan;L;31/02/1999;RETAIL
N-26160;Zaki Hidayat;Female;15/07/1984;
N-26161;Oki Kusuma;Female;03/11/1994;Reguler
N-26162;Budi Saputra;L;;Prioritas
N-26163;Lutfi Wijaya;M;17/10/2000;prio
N-26164;Wawan Saputra;P;20/08/1982;Prioritas
N-26165;Vina Kusuma;;03/10/2001;
N-26166;Eka Pratama;M;22/09/1998;Reguler
N-26167;Nanda Permata;;31/03/1972;Prioritas
N-26168;Sari Santoso;Wanita;29/11/1966;Prioritas
N-26169;Budi Hidayat;Female;12/01/1966;RETAIL
N-26170;Oki Santoso;Female;27/03/1974;prio
N-26171;Indah Lestari;Female;30/12/1990;RETAIL
N-26172;Dewi Kusuma;Pria;11/10/2001;Prioritas
N-26173;Sari Pratama;M;28/11/2001;Private
N-26174;Gita Saputra;Female;10/03/1967;
N-26175;Dewi Permata;L;28/08/2002;Private
N-26176;Gita Pratama;M;26/09/1962;
N-26177;Eka Hidayat;P;16/07/2004;Prioritas
N-26178;Hadi Saputra;Wanita;11/10/1975;Reguler
N-26179;Indah Hidayat;M;02/08/1978;RETAIL
N-26180;Tono Wijaya;Pria;18/11/2000;prio
N-26181;Eka Setiawan;Laki-laki;;Prioritas
N-26182;Joko Hidayat;P;09/05/1964;Prioritas
N-26183;Andi Permata;;09/02/1963;RETAIL
N-26184;Citra Kusuma;L;15/11/1995;Reguler
N-26185;Nanda Pratama;L;09/08/1962;prio
N-26186;Budi Hidayat;Pria;01/10/1972;Private
N-26187;Citra Maharani;Laki-laki;03/12/1981;RETAIL
N-26188;Wawan Santoso;Female;20/09/1966;Prioritas
N-26189;Andi Utami;L;07/05/1985;RETAIL
N-26190;Andi Santoso;Female;26/04/1970;Prioritas
N-26191;Hadi Santoso;Wanita;02/04/1971;
N-26192;Oki Santoso;Laki-laki;31/02/1999;Reguler
N-26193;Hadi Hidayat;;07/11/1991;Prioritas
N-26194;Andi Santoso;L;08/10/1963;prio
N-26195;Umi Wijaya;Wanita;23/08/1994;Prioritas
N-26196;Putri Saputra;Female;24/05/1994;prio
N-26197;Maya Wijaya;Wanita;20/10/1994;RETAIL
N-26198;Hadi Lestari;P;07/05/1984;prio
N-26199;Dewi Santoso;Pria;24/06/1996;RETAIL
N-26200;Rizal Lestari;M;11/06/1971;Private
N-26201;Tono Wijaya;Wanita;17/10/1995;prio
N-26202;Putri Utami;L;01/10/2005;
N-26203;Sari Utami;;26/02/1981;RETAIL
N-26204;Citra Kusuma;Pria;27/06/1996;Reguler
N-26205;Umi Lestari;M;23/04/1965;
N-26206;Wawan Hidayat;M;01/07/2002;RETAIL
N-26207;Maya Utami;Pria;04/04/1978;Prioritas
N-26208;Indah Saputra;P;09/09/1975;RETAIL
N-26209;Vina Setiawan;M;31/02/1999;Reguler
N-26210;Budi Pratama;Pria;29/10/1998;RETAIL
N-26211;Tono Kusuma;Pria;06/03/2004;RETAIL
N-26212;Maya Santoso;;11/10/1978;RETAIL
N-26213;Indah Santoso;Wanita;01/04/2003;prio
N-26214;Putri Saputra;M;07/02/1987;prio
N-26215;Budi Permata;Laki-laki;21/02/1995;Prioritas
N-26216;Yuni Setiawan;Pria;07/04/1981;Prioritas
N-26217;Joko Utami;;09/04/1994;
N-26218;Yuni Permata;;05/09/1985;Reguler
N-26219;Citra Wijaya;P;16/06/1976;Private
N-26220;Zaki Wijaya;Wanita;17/12/1984;Reguler
N-26221;Dewi Wijaya;Laki-laki;18/10/1969;
N-26222;Zaki Permata;M;12/12/1973;RETAIL
N-26223;Lutfi Hakim;P;08/02/1989;prio
N-26224;Umi Hakim;Female;06/08/1997;Prioritas
N-26225;Indah Maharani;Female;21/03/1969;Private
N-26226;Zaki Saputra;Wanita;04/08/1992;Reguler
N-26227;Rizal Wijaya;P;16/10/1972;Reguler
N-26228;Rizal Santoso;Laki-laki;12/08/2000;prio
N-26229;Sari Kusuma;M;09/08/1962;prio
N-26230;Gita Maharani;Pria;05/01/1978;Prioritas
N-26231;Hadi Setiawan;Laki-laki;31/01/1975;Prioritas
N-26232;Fajar Saputra;P;14/09/1990;prio
N-26233;Dewi Lestari;Laki-laki;14/07/1996;Private
N-26234;Umi Maharani;;02/09/1977;prio
N-26235;Dewi Lestari;Pria;12/07/1993;Prioritas
N-26236;Umi Utami;M;25/10/1969;RETAIL
N-26237;Zaki Wijaya;Female;26/08/1974;prio
N-26238;Kartika Hidayat;;02/04/1984;RETAIL
N-26239;Gita Wijaya;M;26/03/1992;prio
N-26240;Nanda Maharani;Female;13/04/1969;RETAIL
N-26241;Rizal Maharani;Pria;03/03/1993;Prioritas
N-26242;Wawan Kusuma;Laki-laki;01/12/1993;prio
N-26243;Vina Wijaya;Pria;17/11/1971;Prioritas
N-26244;Budi Setiawan;Wanita;13/04/1990;prio
N-26245;Vina Hakim;M;27/11/1979;Reguler
N-26246;Nanda Wijaya;M;;Prioritas
N-26247;Wawan Pratama;M;03/04/1974;Prioritas
N-26248;Kartika Wijaya;Wanita;24/09/1988;Reguler
N-26249;Rizal Lestari;Female;24/06/1965;Reguler
N-26250;Andi Lestari;Laki-laki;17/12/2003;Private
N-26251;Dewi Saputra;P;09/06/1973;RETAIL
N-26252;Joko Permata;P;;RETAIL
N-26253;Sari Pratama;P;23/06/1990;Prioritas
N-26254;Kartika Saputra;;11/08/2000;prio
N-26255;Indah Kusuma;P;31/01/1965;Private
N-26256;Umi Hakim;Laki-laki;05/12/1972;RETAIL
N-26257;Vina Permata;Female;26/11/1974;RETAIL
N-26258;Hadi Hakim;P;;
N-26259;Oki Kusuma;P;10/06/1993;Reguler
N-26260;Rizal Maharani;Laki-laki;17/01/1997;
N-26261;Hadi Pratama;Wanita;08/07/1982;
N-26262;Hadi Permata;M;05/03/1988;prio
N-26263;Andi Setiawan;;01/12/1998;Prioritas
N-26264;Wawan Saputra;L;11/04/1995;Prioritas
N-26265;Budi Santoso;;29/03/1993;Private
N-26266;Eka Setiawan;L;21/08/1977;
N-26267;Nanda Utami;M;17/01/1967;Prioritas
N-26268;Budi Utami;Laki-laki;23/02/1999;prio
N-26269;Gita Hidayat;;13/11/1975;prio
N-26270;Gita Utami;;17/09/1984;Private
N-26271;Zaki Santoso;M;14/02/1990;RETAIL
N-26272;Zaki Wijaya;Pria;14/12/1992;Reguler
N-26273;Kartika Hakim;Female;10/06/1975;RETAIL
N-26274;Wawan Santoso;M;31/02/1999;
N-26275;Umi Hidayat;M;04/05/1981;prio
N-26276;Rizal Saputra;L;08/11/1966;RETAIL
N-26277;Vina Permata;P;16/07/1988;Prioritas
N-26278;Citra Kusuma;M;14/10/1963;RETAIL
N-26279;Citra Santoso;Pria;25/05/1979;Reguler
N-26280;Nanda Utami;;04/08/1991;RETAIL
N-26281;Dewi Pratama;Female;17/05/1973;RETAIL
N-26282;Oki Hidayat;Pria;;RETAIL
N-26283;Budi Saputra;;29/11/1990;RETAIL
N-26284;Dewi Saputra;P;30/05/2004;Reguler
N-26285;Wawan Wijaya;L;26/02/1968;
N-26286;Gita Lestari;M;31/02/1999;
N-26287;Putri Hidayat;Pria;26/09/1993;prio
N-26288;Sari Maharani;Wanita;12/07/1987;Reguler
N-26289;Budi Hidayat;;10/10/1995;RETAIL
N-26290;Maya Kusuma;Wanita;27/01/1978;prio
N-26291;Andi Maharani;P;16/06/2005;Prioritas
N-26292;Umi Hakim;Pria;07/06/2002;
N-26293;Budi Hidayat;Pria;05/04/1966;Private
N-26294;Joko Saputra;Female;17/07/1983;Reguler
N-26295;Yuni Kusuma;;27/06/1974;Reguler
N-26296;Joko Kusuma;Pria;05/03/1963;prio
N-26297;Tono Kusuma;L;25/04/1993;RETAIL
N-26298;Maya Wijaya;Laki-laki;29/06/1967;RETAIL
N-26299;Joko Saputra;Wanita;21/01/1999;Private
N-26300;Gita Saputra;;20/09/2002;prio
N-26301;Vina Saputra;Pria;19/10/1998;
N-26302;Fajar Santoso;Laki-laki;12/11/1968;Private
N-26303;Sari Permata;P;22/08/1981;Prioritas
N-26304;Citra Kusuma;;09/10/1966;prio
N-26305;Hadi Lestari;Pria;01/05/1985;Private
N-26306;Joko Hakim;L;16/04/2002;Private
N-26307;Zaki Pratama;Wanita;31/02/1999;Reguler
N-26308;Indah Santoso;;24/01/1989;Private
N-26309;Oki Santoso;L;28/04/1968;Private
N-26310;Maya Kusuma;Wanita;10/07/1998;Reguler
N-26311;Joko Setiawan;P;06/05/1986;prio
N-26312;Hadi Kusuma;P;11/01/1991;Reguler
N-26313;Lutfi Hidayat;L;;Private
N-26314;Oki Saputra;L;;
N-26315;Putri Kusuma;Pria;;
N-26316;Tono Kusuma;Pria;08/05/1995;RETAIL
N-26317;Dewi Lestari;L;24/09/1978;Prioritas
N-26318;Hadi Hidayat;Female;04/11/1970;RETAIL
N-26319;Nanda Maharani;L;01/05/1977;Reguler
N-26320;Dewi Wijaya;L;27/08/2005;Prioritas
N-26321;Andi Wijaya;L;22/09/1978;prio
N-26322;Fajar Kusuma;Wanita;19/02/1990;RETAIL
N-26323;Maya Wijaya;L;05/12/1976;RETAIL
N-26324;Budi Hakim;M;28/12/1960;Reguler
N-26325;Joko Utami;Laki-laki;13/12/1987;Prioritas
N-26326;Vina Wijaya;Laki-laki;18/11/1987;Prioritas
N-26327;Putri Wijaya;L;17/03/1961;RETAIL
N-26328;Vina Setiawan;M;22/12/1989;
N-26329;Zaki Maharani;L;26/03/1974;Reguler
N-26330;Zaki Pratama;L;23/10/1998;RETAIL
N-26331;Lutfi Saputra;Wanita;25/07/1983;Reguler
N-26332;Nanda Hakim;P;30/07/1962;Prioritas
N-26333;Gita Pratama;;05/03/1991;Reguler
N-26334;Dewi Santoso;Laki-laki;25/08/1967;Prioritas
N-26335;Putri Pratama;L;21/02/1977;Prioritas
N-26336;Eka Lestari;Female;06/09/1989;Private
N-26337;Tono Santoso;Wanita;15/06/1985;Reguler
N-26338;Dewi Kusuma;Wanita;15/02/1988;RETAIL
N-26339;Eka Wijaya;Female;16/07/1974;prio
N-26340;Kartika Permata;Wanita;28/08/1965;Private
N-26341;Indah Maharani;Wanita;23/02/1985;Prioritas
N-26342;Joko Permata;P;05/05/2004;prio
N-26343;Rizal Lestari;Laki-laki;15/06/1983;prio
N-26344;Maya Wijaya;;31/02/1999;Private
N-26345;Oki Hakim;M;02/05/2003;
N-26346;Rizal Maharani;Female;11/11/1975;
N-26347;Vina Lestari;P;13/09/1968;Private
N-26348;Yuni Hakim;M;23/03/1981;Private
N-26349;Tono Utami;Laki-laki;09/02/1964;prio
N-26350;Eka Setiawan;Female;31/02/1999;
N-26351;Citra Wijaya;Female;15/10/1965;RETAIL
N-26352;Lutfi Lestari;M;20/08/1993;RETAIL
N-26353;Lutfi Santoso;;29/08/1968;Prioritas
N-26354;Nanda Setiawan;;31/02/1999;
N-26355;Hadi Lestari;M;;prio
N-26356;Yuni Utami;Pria;27/05/1999;Prioritas
N-26357;Yuni Maharani;L;21/04/1961;RETAIL
N-26358;Indah Hidayat;Female;03/01/1984;RETAIL
N-26359;Umi Lestari;Laki-laki;25/06/1974;Reguler
N-26360;Andi Lestari;Pria;30/04/1981;Reguler
N-26361;Vina Santoso;Female;21/07/1998;Private
N-26362;Yuni Hidayat;M;05/10/1993;
N-26363;Wawan Utami;Pria;03/06/1963;
N-26364;Rizal Pratama;Wanita;09/07/1978;prio
N-26365;Eka Setiawan;;19/01/1976;RETAIL
N-26366;Maya Hakim;Wanita;25/01/1979;Prioritas
N-26367;Sari Setiawan;L;01/07/1970;RETAIL
N-26368;Fajar Kusuma;M;15/06/1961;Prioritas
N-26369;Maya Setiawan;M;23/12/1994;Prioritas
N-26370;Joko Santoso;P;07/11/1995;prio
N-26371;Hadi Setiawan;L;23/10/1996;RETAIL
N-26372;Umi Hakim;Pria;;Private
N-26373;Oki Pratama;P;19/09/1979;RETAIL
N-26374;Andi Pratama;M;23/06/1974;
N-26375;Zaki Pratama;Wanita;22/10/1970;Prioritas
N-26376;Fajar Hidayat;P;19/07/1997;Private
N-26377;Putri Kusuma;L;06/06/2002;RETAIL
N-26378;Kartika Santoso;Pria;23/12/1967;RETAIL
N-26379;Wawan Hakim;L;02/05/1973;prio
N-26380;Putri Hakim;;08/07/1998;RETAIL
N-26381;Fajar Kusuma;P;16/11/1998;RETAIL
N-26382;Zaki Wijaya;Laki-laki;23/06/1980;prio
N-26383;Vina Hakim;Wanita;10/05/1995;
N-26384;Joko Pratama;Wanita;07/10/2000;Private
N-26385;Dewi Wijaya;;08/07/2000;RETAIL
N-26386;Rizal Saputra;Laki-laki;19/09/1974;
N-26387;Budi Kusuma;L;11/06/1984;Prioritas
N-26388;Yuni Utami;;25/02/1997;
N-26389;Tono Hidayat;Female;20/01/1975;Reguler
N-26390;Indah Saputra;;01/12/1967;prio
N-26391;Vina Wijaya;Pria;16/01/1964;Reguler
N-26392;Gita Lestari;P;05/02/1996;RETAIL
N-26393;Rizal Saputra;Pria;19/04/1980;Private
N-26394;Kartika Pratama;Laki-laki;28/08/2005;RETAIL
N-26395;Kartika Permata;P;05/02/1979;Reguler
N-26396;Citra Hidayat;L;07/04/2001;
N-26397;Indah Hakim;P;22/02/2000;Prioritas
N-26398;Hadi Maharani;Wanita;07/01/1961;Reguler
N-26399;Andi Santoso;P;07/10/1995;prio
N-26400;Kartika Utami;L;13/10/1970;Prioritas
N-26401;Maya Pratama;;30/03/1968;prio
N-26402;Kartika Utami;L;11/10/1961;Prioritas
N-26403;Oki Maharani;;09/07/2005;Prioritas
N-26404;Lutfi Wijaya;L;15/12/1972;Prioritas
N-26405;Nanda Permata;L;12/01/1969;Prioritas
N-26406;Putri Hidayat;Laki-laki;01/06/1994;prio
N-26407;Kartika Maharani;Female;27/07/1982;prio
N-26408;Umi Maharani;Laki-laki;27/06/1975;
N-26409;Nanda Santoso;Female;31/03/1990;prio
N-26410;Kartika Santoso;Wanita;19/11/1981;Reguler
N-26411;Wawan Maharani;;;
N-26412;Gita Kusuma;;24/01/2003;prio
N-26413;Umi Setiawan;Female;13/01/1973;Reguler
N-26414;Citra Maharani;L;04/08/1988;Reguler
N-26415;Kartika Setiawan;Wanita;18/04/1993;Private
N-26416;Hadi Utami;P;29/01/1992;Reguler
N-26417;Sari Wijaya;Female;26/03/2003;
N-26418;Indah Santoso;Female;17/01/1984;Reguler
N-26419;Umi Hakim;Pria;01/03/1965;
N-26420;Vina Maharani;L;08/03/1971;RETAIL
N-26421;Sari Saputra;Female;29/12/1998;prio
N-26422;Hadi Utami;Laki-laki;13/05/1982;Reguler
N-26423;Rizal Santoso;P;;prio
N-26424;Eka Maharani;P;08/05/1971;prio
N-26425;Hadi Pratama;M;07/01/1987;Prioritas
N-26426;Maya Kusuma;P;21/02/1980;prio
N-26427;Umi Saputra;M;09/02/1973;Private
N-26428;Wawan Hakim;P;15/02/1972;prio
N-26429;Fajar Lestari;L;23/02/1992;Prioritas
N-26430;Indah Hidayat;P;19/04/1985;Reguler
N-26431;Budi Hidayat;Laki-laki;03/08/1982;Private
N-26432;Vina Utami;P;21/08/1961;Private
N-26433;Budi Setiawan;Laki-laki;30/12/1963;Prioritas
N-26434;Hadi Permata;Female;14/10/1981;Reguler
N-26435;Tono Hidayat;P;14/02/1966;prio
N-26436;Oki Saputra;Wanita;20/12/2002;Prioritas
N-26437;Citra Kusuma;;;
N-26438;Dewi Maharani;P;13/10/1977;Reguler
N-26439;Hadi Permata;L;25/10/2003;Private
N-26440;Zaki Setiawan;L;17/12/2003;prio
N-26441;Gita Kusuma;P;23/02/2005;RETAIL
N-26442;Kartika Hidayat;P;02/09/1976;Private
N-26443;Dewi Hakim;Laki-laki;25/04/1982;Reguler
N-26444;Maya Utami;Female;01/08/1992;Prioritas
N-26445;Tono Setiawan;M;03/01/1997;Private
N-26446;Yuni Lestari;P;20/03/1988;Private
N-26447;Joko Hakim;Wanita;24/08/1975;Private
N-26448;Oki Santoso;Female;11/08/1961;prio
N-26449;Tono Lestari;Pria;17/01/2000;Private
N-26450;Hadi Wijaya;;;RETAIL
N-26451;Rizal Utami;Laki-laki;17/02/1975;Reguler
N-26452;Maya Santoso;Female;15/11/1998;
N-26453;Sari Wijaya;L;02/06/1984;Reguler
N-26454;Umi Saputra;Laki-laki;14/09/1970;Reguler
N-26455;Lutfi Maharani;M;05/06/1982;RETAIL
N-26456;Indah Maharani;P;21/08/1992;Prioritas
N-26457;Vina Lestari;Laki-laki;03/11/1986;Prioritas
N-26458;Vina Maharani;L;26/06/1996;prio
N-26459;Rizal Hakim;Female;04/08/1994;
N-26460;Fajar Wijaya;P;11/05/1967;
N-26461;Indah Hakim;L;;Prioritas
N-26462;Yuni Permata;Laki-laki;09/06/1995;RETAIL
N-26463;Wawan Hidayat;P;24/10/1962;Private
N-26464;Zaki Saputra;Female;20/08/2003;prio
N-26465;Fajar Permata;P;30/01/2000;Reguler
N-26466;Yuni Kusuma;Pria;14/07/1962;RETAIL
N-26467;Joko Kusuma;Wanita;29/12/2002;Prioritas
N-26468;Dewi Saputra;Pria;29/01/1966;prio
N-26469;Fajar Utami;L;03/09/1962;prio
N-26470;Lutfi Santoso;Female;11/01/1977;Private
N-26471;Joko Santoso;;;Prioritas
N-26472;Putri Kusuma;Laki-laki;30/08/1963;prio
N-26473;Joko Hidayat;Pria;26/08/1993;Private
N-26474;Tono Lestari;Laki-laki;01/01/1987;RETAIL
N-26475;Rizal Utami;;21/03/1983;
N-26476;Maya Santoso;;24/02/1996;
N-26477;Putri Lestari;M;26/08/1970;RETAIL
N-26478;Sari Wijaya;M;24/02/2003;RETAIL
N-26479;Sari Hakim;L;28/09/1978;prio
N-26480;Putri Kusuma;L;03/01/1992;Reguler
N-26481;Putri Lestari;Wanita;18/03/1995;Prioritas
N-26482;Wawan Permata;;03/12/1992;prio
N-26483;Tono Lestari;;20/06/1962;
N-26484;Zaki Santoso;Laki-laki;28/11/1985;prio
N-26485;Gita Hakim;L;07/04/1996;Reguler
N-26486;Putri Saputra;P;16/01/1973;RETAIL
N-26487;Sari Setiawan;Female;09/03/1979;Prioritas
N-26488;Kartika Utami;Wanita;16/08/1968;RETAIL
N-26489;Yuni Setiawan;Female;;RETAIL
N-26490;Zaki Wijaya;M;01/12/1974;Prioritas
N-26491;Nanda Lestari;Laki-laki;22/04/1993;RETAIL
N-26492;Lutfi Permata;Laki-laki;12/03/1975;RETAIL
N-26493;Budi Setiawan;;01/01/2001;Private
N-26494;Oki Setiawan;Wanita;02/04/1985;RETAIL
N-26495;Budi Utami;Pria;;prio
N-26496;Oki Utami;Female;30/08/1988;Private
N-26497;Umi Setiawan;Pria;31/03/1987;
N-26498;Gita Hidayat;Pria;15/11/1988;Prioritas
N-26499;Maya Saputra;Wanita;06/06/1966;Private
N-26500;Kartika Hakim;L;;prio
N-26501;Wawan Permata;Laki-laki;13/06/1983;
N-26502;Umi Permata;Wanita;11/06/1968;Private
N-26503;Putri Utami;Laki-laki;24/07/1999;Private
N-26504;Nanda Hakim;L;01/04/1986;Prioritas
N-26505;Hadi Maharani;P;07/04/2003;Prioritas
