nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-29043;Joko Kusuma;Female;03/05/1962;Prioritas
N-29044;Nanda Utami;Female;01/08/1990;RETAIL
N-29045;Zaki Hakim;L;07/09/2002;Prioritas
N-29046;Eka Santoso;M;06/12/1978;
N-29047;Rizal Hidayat;Female;10/10/2002;Prioritas
N-29048;Umi Pratama;;30/05/1997;Reguler
N-29049;Budi Permata;M;08/06/1961;Private
N-29050;Yuni Hakim;Female;10/04/1983;Reguler
N-29051;Tono Saputra;Wanita;18/03/1977;Private
N-29052;Fajar Kusuma;M;26/08/1987;Private
N-29053;Zaki Wijaya;Wanita;15/09/1960;Prioritas
N-29054;Wawan Kusuma;M;30/04/1987;prio
N-29055;Fajar Saputra;P;04/04/2005;
N-29056;Kartika Maharani;Pria;26/12/1960;RETAIL
N-29057;Dewi Saputra;Female;20/04/1960;Private
N-29058;Oki Hakim;Laki-laki;29/03/1978;prio
N-29059;Citra Setiawan;Pria;07/11/1971;Reguler
N-29060;Nanda Pratama;Wanita;28/10/1963;Reguler
N-29061;Rizal Hakim;Pria;27/07/1996;Reguler
N-29062;Rizal Lestari;;18/02/1969;Prioritas
N-29063;Gita Maharani;Pria;20/04/1972;
N-29064;Oki Santoso;;02/09/1961;Reguler
N-29065;Joko Permata;M;05/11/1966;RETAIL
N-29066;Lutfi Pratama;Wanita;09/12/2000;prio
N-29067;Rizal Saputra;Laki-laki;06/03/1976;Private
N-29068;Gita Santoso;M;11/01/1969;Reguler
N-29069;Rizal Hakim;P;09/06/1997;prio
N-29070;Andi Setiawan;L;11/01/1993;Prioritas
N-29071;Putri Kusuma;Wanita;17/09/1988;RETAIL
N-29072;Gita Utami;M;26/07/1970;RETAIL
N-29073;Andi Setiawan;M;19/09/1994;
N-29074;Hadi Setiawan;L;26/08/1981;Prioritas
N-29075;Citra Pratama;;12/08/1999;
N-29076;Oki Setiawan;Laki-laki;11/10/2005;prio
N-29077;Gita Maharani;Pria;07/04/1989;Reguler
N-29078;Fajar Saputra;Pria;19/03/1988;Private
N-29079;Gita Kusuma;Laki-laki;16/12/1963;Prioritas
N-29080;Andi Wijaya;M;07/01/2003;RETAIL
N-29081;Sari Hidayat;Pria;31/02/1999;Prioritas
N-29082;Maya Maharani;Laki-laki;26/07/1975;RETAIL
N-29083;Sari Maharani;Female;21/02/1980;RETAIL
N-29084;Indah Santoso;L;22/03/1977;Private
N-29085;Tono Lestari;Pria;22/12/1962;Reguler
N-29086;Lutfi Pratama;Wanita;28/03/1994;Prioritas
N-29087;Oki Saputra;M;06/12/1965;
N-29088;Maya Wijaya;Laki-laki;27/12/1996;Prioritas
N-29089;Tono Setiawan;Female;22/03/2002;Reguler
N-29090;Gita Hidayat;Female;05/10/1994;prio
N-29091;Sari Pratama;M;20/12/1972;prio
N-29092;Umi Maharani;;;
N-29093;Citra Setiawan;M;20/09/1982;prio
N-29094;Sari Pratama;Female;21/12/1981;Reguler
N-29095;Eka Hidayat;Wanita;09/03/1968;Prioritas
N-29096;Sari Kusuma;Laki-laki;03/10/1968;
N-29097;Umi Maharani;M;20/05/1982;Private
N-29098;Fajar Santoso;P;18/02/1999;Prioritas
N-29099;Rizal Setiawan;Female;;RETAIL
N-29100;Umi Maharani;L;31/02/1999;Prioritas
N-29101;Kartika Hidayat;M;;Reguler
N-29102;Nanda Lestari;Pria;01/10/2004;RETAIL
N-29103;Joko Permata;P;04/06/1979;Private
N-29104;Gita Hakim;Pria;;RETAIL
N-29105;Wawan Hakim;;07/01/1978;
N-29106;Rizal Kusuma;Female;22/04/1995;Private
N-29107;Lutfi Santoso;Laki-laki;19/09/1999;
N-29108;Gita Pratama;Female;23/01/1962;Reguler
N-29109;Oki Kusuma;Wanita;14/10/1965;prio
N-29110;Nanda Hidayat;Pria;31/07/1987;Private
N-29111;Wawan Wijaya;Laki-laki;07/01/1983;Prioritas
N-29112;Indah Santoso;M;04/04/1981;Private
N-29113;Joko Permata;Laki-laki;27/09/2000;Prioritas
N-29114;Lutfi Lestari;Wanita;25/11/1973;
N-29115;Gita Pratama;Wanita;24/03/1965;RETAIL
N-29116;Citra Santoso;Laki-laki;04/05/1986;
N-29117;Tono Maharani;M;16/04/1971;prio
N-29118;Zaki Saputra;Female;22/01/2003;Prioritas
N-29119;Lutfi Lestari;Female;04/09/2001;Prioritas
N-29120;Vina Maharani;Pria;03/07/1983;
N-29121;Lutfi Hidayat;;19/02/1970;Prioritas
N-29122;Eka Wijaya;;04/01/1988;Private
N-29123;Nanda Saputra;;10/01/1960;
N-29124;Kartika Setiawan;Wanita;09/08/1971;Private
N-29125;Vina Maharani;;04/07/1981;Private
N-29126;Budi Saputra;L;31/02/1999;Reguler
N-29127;Vina Saputra;Pria;01/09/1984;RETAIL
N-29128;Putri Utami;M;04/05/2004;RETAIL
N-29129;Citra Maharani;;27/11/1971;Prioritas
N-29130;Maya Utami;M;31/02/1999;
N-29131;Citra Pratama;M;18/11/1979;RETAIL
N-29132;Vina Kusuma;;20/02/1975;Private
N-29133;Kartika Permata;;16/11/2005;Reguler
N-29134;Kartika Utami;Wanita;19/02/2005;Reguler
N-29135;Hadi Santoso;L;;RETAIL
N-29136;Citra Hakim;Pria;06/12/1984;Reguler
N-29137;Andi Pratama;L;01/11/1996;prio
N-29138;Vina Setiawan;M;31/02/1999;
N-29139;Maya Hidayat;Pria;15/09/2002;
N-29140;Tono Hidayat;Female;15/09/1990;prio
N-29141;Gita Utami;Female;04/09/1987;Reguler
N-29142;Vina Hakim;L;13/10/1998;Private
N-29143;Rizal Pratama;P;13/11/1990;Private
N-29144;Sari Hidayat;Pria;26/09/1989;Prioritas
N-29145;Vina Kusuma;Wanita;18/03/1989;RETAIL
N-29146;Sari Wijaya;Wanita;29/03/1985;Prioritas
N-29147;Yuni Hakim;Female;10/12/1976;
N-29148;Zaki Hakim;Female;13/02/1993;RETAIL
N-29149;Putri Lestari;L;12/06/1974;
N-29150;Budi Pratama;Female;02/10/1966;Reguler
N-29151;Joko Kusuma;;12/07/1964;RETAIL
N-29152;Zaki Maharani;Pria;16/08/1983;Prioritas
N-29153;Umi Permata;Laki-laki;11/05/1978;Private
N-29154;Fajar Kusuma;P;;RETAIL
N-29155;Budi Hakim;Laki-laki;13/04/1964;Prioritas
N-29156;Gita Maharani;P;05/06/1960;
N-29157;Maya Utami;;24/05/1962;Prioritas
N-29158;Citra Utami;Pria;03/05/1998;Reguler
N-29159;Umi Hakim;Wanita;24/09/1998;
N-29160;Umi Utami;Wanita;01/11/1965;RETAIL
N-29161;Budi Kusuma;Female;31/02/1999;RETAIL
N-29162;Budi Setiawan;L;01/08/1976;
N-29163;Andi Wijaya;L;02/05/1976;prio
N-29164;Wawan Maharani;L;17/10/1994;Private
N-29165;Wawan Lestari;L;14/08/1961;prio
N-29166;Wawan Setiawan;Female;;Reguler
N-29167;Putri Maharani;P;18/04/1962;RETAIL
N-29168;Nanda Setiawan;Wanita;07/10/1966;prio
N-29169;Wawan Hidayat;Wanita;22/06/1963;
N-29170;Citra Lestari;Pria;18/07/1979;Prioritas
N-29171;Gita Kusuma;P;06/03/1971;RETAIL
N-29172;Rizal Setiawan;P;07/08/1983;RETAIL
N-29173;Budi Utami;P;06/06/1977;Prioritas
N-29174;Fajar Hakim;;01/05/1985;Prioritas
N-29175;Budi Maharani;L;04/05/1988;
N-29176;Putri Utami;;11/07/1975;prio
N-29177;Umi Setiawan;Laki-laki;12/02/1968;
N-29178;Vina Kusuma;Laki-laki;23/08/1994;
N-29179;Nanda Permata;L;12/02/1979;Private
N-29180;Umi Santoso;Laki-laki;02/08/1995;Reguler
N-29181;Fajar Kusuma;Wanita;10/03/1976;prio
N-29182;Hadi Lestari;M;09/01/1964;Private
N-29183;Rizal Wijaya;M;25/08/1997;Reguler
N-29184;Yuni Saputra;;07/05/1987;
N-29185;Gita Maharani;L;;RETAIL
N-29186;Budi Maharani;P;11/12/1980;RETAIL
N-29187;Wawan Hidayat;Pria;15/11/1999;
N-29188;Citra Setiawan;Wanita;26/09/1982;prio
N-29189;Yuni Kusuma;;21/02/1982;Private
N-29190;Andi Hidayat;M;31/02/1999;RETAIL
N-29191;Maya Setiawan;Female;;RETAIL
N-29192;Citra Hidayat;Laki-laki;22/11/1990;RETAIL
N-29193;Oki Santoso;Female;24/03/1972;
N-29194;Zaki Hidayat;Female;18/02/1968;Private
N-29195;Hadi Utami;P;08/03/1977;RETAIL
N-29196;Tono Santoso;L;29/03/2005;RETAIL
N-29197;Eka Hidayat;M;14/09/1986;RETAIL
N-29198;Indah Maharani;Laki-laki;31/02/1999;Prioritas
N-29199;Wawan Maharani;Female;16/08/1979;prio
N-29200;Putri Utami;Female;13/02/1968;Reguler
N-29201;Putri Santoso;M;06/11/1976;Reguler
N-29202;Fajar Hidayat;P;26/07/1961;
N-29203;Umi Hidayat;L;19/04/1985;
N-29204;Dewi Hakim;Female;14/10/1985;prio
N-29205;Nanda Pratama;M;09/07/1972;RETAIL
N-29206;Lutfi Pratama;Pria;29/11/1999;Prioritas
N-29207;Sari Hakim;Wanita;28/09/1987;RETAIL
N-29208;Kartika Santoso;;16/09/1973;RETAIL
N-29209;Zaki Hidayat;P;31/10/1968;Private
N-29210;Wawan Setiawan;L;06/07/1983;Prioritas
N-29211;Rizal Santoso;L;09/11/1988;Prioritas
N-29212;Indah Hidayat;Laki-laki;03/12/1967;Private
N-29213;Sari Lestari;M;14/10/1984;prio
N-29214;Wawan Lestari;P;24/08/1989;
N-29215;Wawan Hakim;L;18/02/2001;Reguler
N-29216;Nanda Setiawan;P;26/10/1990;
N-29217;Zaki Kusuma;Laki-laki;09/09/1996;
N-29218;Putri Hakim;Laki-laki;08/01/2002;
N-29219;Umi Hakim;L;;Reguler
N-29220;Indah Saputra;L;19/10/1965;prio
N-29221;Vina Hidayat;Wanita;22/08/1993;Private
N-29222;Umi Hidayat;;28/06/1997;Private
N-29223;Dewi Utami;L;31/02/1999;Reguler
N-29224;Umi Wijaya;P;11/12/1996;Prioritas
N-29225;Umi Hakim;L;26/03/1974;Reguler
N-29226;Dewi Pratama;P;15/05/1971;
N-29227;Sari Pratama;L;10/06/1983;Prioritas
N-29228;Maya Hakim;L;11/02/1967;
N-29229;Umi Saputra;Female;15/02/1976;Reguler
N-29230;Maya Saputra;Laki-laki;04/09/1964;Prioritas
N-29231;Fajar Pratama;L;21/11/1980;Prioritas
N-29232;Gita Saputra;L;20/03/2002;prio
N-29233;Vina Utami;;04/02/1995;Prioritas
N-29234;Rizal Maharani;P;28/11/2005;Reguler
N-29235;Maya Utami;Wanita;;Reguler
N-29236;Sari Saputra;M;11/05/1989;prio
N-29237;Kartika Utami;;19/05/1969;RETAIL
N-29238;Eka Santoso;;27/01/1967;Prioritas
N-29239;Gita Maharani;Pria;09/02/1973;RETAIL
N-29240;Zaki Permata;;31/03/2005;Prioritas
N-29241;Vina Wijaya;P;23/09/1965;RETAIL
N-29242;Kartika Utami;P;20/04/1968;prio
N-29243;Lutfi Setiawan;M;28/07/1990;
N-29244;Hadi Saputra;P;20/07/1972;RETAIL
N-29245;Rizal Hidayat;Wanita;21/07/1969;prio
N-29246;Citra Hakim;L;05/03/1972;prio
N-29247;Fajar Santoso;M;03/04/1999;Prioritas
N-29248;Umi Permata;L;31/02/1999;prio
N-29249;Indah Lestari;P;27/10/1992;prio
N-29250;Sari Kusuma;Laki-laki;14/01/1967;Reguler
N-29251;Nanda Kusuma;Laki-laki;07/11/1981;RETAIL
N-29252;Putri Hidayat;M;19/11/1960;
N-29253;Oki Hakim;L;02/04/2003;RETAIL
N-29254;Vina Pratama;P;09/06/1970;
N-29255;Yuni Saputra;Female;29/04/2005;
N-29256;Eka Utami;;18/05/1965;
N-29257;Lutfi Lestari;P;20/10/1966;prio
N-29258;Joko Kusuma;P;;
N-29259;Wawan Hidayat;Wanita;11/08/1979;prio
N-29260;Andi Permata;Wanita;10/06/1987;
N-29261;Joko Saputra;P;30/08/1972;Private
N-29262;Budi Hidayat;P;01/11/1997;RETAIL
N-29263;Wawan Hidayat;L;23/03/1988;prio
N-29264;Dewi Wijaya;P;25/05/1982;
N-29265;Indah Hakim;P;28/03/1981;Private
N-29266;Budi Pratama;L;;RETAIL
N-29267;Putri Wijaya;Laki-laki;10/11/1970;prio
N-29268;Vina Maharani;Pria;28/07/1979;RETAIL
N-29269;Tono Santoso;Female;04/03/1963;Prioritas
N-29270;Indah Hidayat;Wanita;07/01/1962;Reguler
N-29271;Vina Pratama;P;17/12/1961;Prioritas
N-29272;Kartika Lestari;;18/12/1976;prio
N-29273;Zaki Hidayat;Laki-laki;11/09/1966;Prioritas
N-29274;Maya Lestari;Pria;13/11/1982;RETAIL
N-29275;Hadi Wijaya;;09/12/1973;RETAIL
N-29276;Tono Santoso;P;19/10/1965;Prioritas
N-29277;Nanda Permata;Wanita;16/04/1980;prio
N-29278;Yuni Saputra;;22/01/1967;RETAIL
N-29279;Fajar Lestari;Pria;31/02/1999;Prioritas
N-29280;Andi Hidayat;;11/12/1998;Private
N-29281;Indah Santoso;;23/03/1984;RETAIL
N-29282;Gita Santoso;Pria;17/11/1972;
N-29283;Kartika Pratama;Wanita;01/12/2004;Private
N-29284;Yuni Kusuma;;19/11/2004;RETAIL
N-29285;Budi Hakim;L;21/11/1988;RETAIL
N-29286;Yuni Pratama;Laki-laki;;prio
N-29287;Gita Hidayat;Wanita;09/08/1966;prio
N-29288;Fajar Pratama;Wanita;18/02/1996;Private
N-29289;Zaki Pratama;Female;30/05/2004;Private
N-29290;Hadi Wijaya;Wanita;27/01/1990;RETAIL
N-29291;Nanda Santoso;Female;24/06/1982;prio
N-29292;Lutfi Wijaya;M;;RETAIL
N-29293;Lutfi Lestari;L;;RETAIL
N-29294;Andi Hidayat;Female;12/02/1990;RETAIL
N-29295;Yuni Maharani;Wanita;09/02/1996;Prioritas
N-29296;Dewi Hidayat;M;28/07/1976;Private
N-29297;Sari Lestari;Laki-laki;22/01/2005;RETAIL
N-29298;Joko Kusuma;M;21/08/1961;Reguler
N-29299;Oki Hidayat;Wanita;13/12/2003;prio
N-29300;Lutfi Permata;L;12/03/1998;Prioritas
N-29301;Oki Wijaya;Female;31/02/1999;Private
N-29302;Vina Wijaya;M;22/02/1997;Prioritas
N-29303;Kartika Lestari;M;12/03/1996;RETAIL
N-29304;Wawan Setiawan;Pria;21/05/1997;
N-29305;Eka Setiawan;P;23/05/1990;prio
N-29306;Tono Setiawan;;24/10/1960;
N-29307;Rizal Saputra;M;31/02/1999;Private
N-29308;Joko Kusuma;P;31/05/1987;Private
N-29309;Kartika Hidayat;P;08/11/1989;Reguler
N-29310;Tono Kusuma;P;21/11/1976;prio
N-29311;Nanda Santoso;Wanita;23/01/1983;Private
N-29312;Zaki Kusuma;Laki-laki;25/02/1996;
N-29313;Fajar Permata;;05/10/1974;Reguler
N-29314;Vina Pratama;P;20/03/1997;
N-29315;Umi Pratama;M;31/02/1999;prio
N-29316;Kartika Lestari;Pria;15/03/1962;Private
N-29317;Dewi Saputra;;27/09/1993;RETAIL
N-29318;Vina Permata;Wanita;15/06/1972;Prioritas
N-29319;Fajar Hakim;Laki-laki;24/09/2001;Prioritas
N-29320;Oki Permata;M;20/08/1973;
N-29321;Wawan Wijaya;Pria;30/12/1980;RETAIL
N-29322;Vina Permata;;11/01/1994;Reguler
N-29323;Joko Kusuma;L;06/07/2002;Private
N-29324;Oki Hidayat;M;17/02/1998;Prioritas
N-29325;Rizal Hidayat;;29/03/1997;Prioritas
N-29326;Joko Permata;Female;04/08/1995;RETAIL
N-29327;Maya Kusuma;P;09/07/1988;Private
N-29328;Eka Pratama;Laki-laki;25/08/1975;Prioritas
N-29329;Lutfi Utami;P;30/12/1991;Reguler
N-29330;Andi Setiawan;P;07/03/1990;prio
N-29331;Maya Setiawan;;02/10/1961;prio
N-29332;Sari Maharani;Female;14/03/1970;Reguler
N-29333;Maya Wijaya;Wanita;28/05/1985;RETAIL
N-29334;Putri Saputra;L;23/07/1968;prio
N-29335;Tono Saputra;Female;;Prioritas
N-29336;Kartika Setiawan;P;16/01/1990;Reguler
N-29337;Zaki Santoso;Pria;08/06/1988;Prioritas
N-29338;Nanda Utami;Pria;08/01/1998;prio
N-29339;Lutfi Kusuma;;23/05/2005;
N-29340;Eka Kusuma;Female;;Reguler
N-29341;Rizal Maharani;M;26/12/1975;RETAIL
N-29342;Indah Hakim;Wanita;20/11/1967;
N-29343;Dewi Utami;Laki-laki;28/12/1988;prio
N-29344;Maya Hakim;L;24/11/1965;
N-29345;Citra Wijaya;M;28/02/2001;
N-29346;Fajar Utami;Wanita;24/03/1970;
N-29347;Putri Permata;Laki-laki;23/06/1983;Private
N-29348;Kartika Maharani;Pria;09/05/1997;Prioritas
N-29349;Hadi Lestari;M;15/03/1996;Prioritas
N-29350;Oki Saputra;Laki-laki;23/05/1992;
N-29351;Yuni Utami;Wanita;10/12/1985;RETAIL
N-29352;Budi Wijaya;Female;23/05/1982;Private
N-29353;Andi Utami;Laki-laki;29/08/1967;Prioritas
N-29354;Citra Lestari;L;07/07/1977;Private
N-29355;Dewi Hakim;M;17/07/1966;Reguler
N-29356;Indah Permata;Wanita;07/07/1977;
N-29357;Oki Hakim;L;07/05/1998;Reguler
N-29358;Zaki Hakim;M;24/09/1980;Private
N-29359;Fajar Pratama;Pria;29/08/2005;prio
N-29360;Yuni Hakim;Pria;31/01/1985;Reguler
N-29361;Vina Utami;M;02/05/1960;
N-29362;Gita Kusuma;Pria;04/11/1966;Prioritas
N-29363;Eka Maharani;Laki-laki;15/12/1971;
N-29364;Yuni Kusuma;Laki-laki;21/01/1988;
N-29365;Nanda Pratama;Wanita;22/10/1983;Prioritas
N-29366;Indah Santoso;Pria;11/01/1964;Prioritas
N-29367;Zaki Pratama;;30/08/1966;Private
N-29368;Tono Santoso;Female;24/08/1997;
N-29369;Putri Utami;Female;;Prioritas
N-29370;Oki Lestari;;31/02/1999;RETAIL
N-29371;Joko Santoso;Laki-laki;21/01/1986;
N-29372;Andi Pratama;P;12/07/1974;prio
N-29373;Hadi Permata;Pria;10/08/1963;RETAIL
N-29374;Yuni Lestari;Pria;16/07/1971;Private
N-29375;Eka Santoso;M;20/03/1972;Reguler
N-29376;Tono Lestari;L;08/04/1985;Reguler
N-29377;Kartika Setiawan;L;02/03/1993;Prioritas
N-29378;Eka Kusuma;P;;Private
N-29379;Fajar Pratama;P;23/11/1968;prio
N-29380;Tono Maharani;L;;
N-29381;Vina Pratama;Female;11/11/1996;prio
N-29382;Oki Hakim;;20/05/2005;
N-29383;Nanda Santoso;Laki-laki;17/02/1960;Prioritas
N-29384;Maya Lestari;Pria;03/06/1972;Reguler
N-29385;Kartika Santoso;M;20/01/1984;Prioritas
N-29386;Sari Setiawan;L;05/06/1993;Private
N-29387;Gita Utami;Wanita;;Prioritas
N-29388;Yuni Setiawan;;29/01/1977;prio
N-29389;Yuni Wijaya;Pria;19/03/1970;Reguler
N-29390;Sari Kusuma;M;06/02/1986;Private
N-29391;Andi Lestari;;20/03/2001;
N-29392;Nanda Setiawan;Female;02/12/1990;Prioritas
N-29393;Hadi Kusuma;Wanita;01/03/1985;Private
N-29394;Zaki Permata;P;08/09/1994;RETAIL
N-29395;Budi Lestari;Pria;21/01/2000;
N-29396;Zaki Setiawan;Female;31/02/1999;Prioritas
N-29397;Lutfi Maharani;Pria;18/07/1960;Prioritas
N-29398;Wawan Hidayat;M;14/04/1962;prio
N-29399;Nanda Wijaya;L;06/01/1988;RETAIL
N-29400;Eka Saputra;Wanita;03/05/1969;prio
N-29401;Budi Utami;Pria;17/07/1964;RETAIL
N-29402;Yuni Setiawan;P;28/05/1977;Reguler
N-29403;Yuni Santoso;Wanita;18/01/1967;Private
N-29404;Tono Lestari;M;08/06/1973;Private
N-29405;Lutfi Santoso;Laki-laki;;
N-29406;Nanda Pratama;Pria;24/08/1965;
N-29407;Fajar Lestari;Female;14/03/1966;
N-29408;Umi Wijaya;L;27/01/2001;Prioritas
N-29409;Lutfi Pratama;Pria;16/08/1989;Reguler
N-29410;Putri Maharani;M;14/09/1963;Prioritas
N-29411;Yuni Wijaya;Pria;02/06/1998;prio
N-29412;Joko Permata;L;16/10/1997;prio
N-29413;Fajar Pratama;L;01/02/1973;Reguler
N-29414;Hadi Wijaya;M;26/09/1960;Prioritas
N-29415;Lutfi Santoso;Laki-laki;14/03/1966;prio
N-29416;Indah Pratama;Female;16/04/1974;RETAIL
N-29417;Zaki Saputra;M;04/09/2000;
N-29418;Sari Maharani;Female;21/05/1964;prio
N-29419;Budi Permata;Female;26/07/1978;Private
N-29420;Wawan Pratama;L;12/10/1976;Prioritas
N-29421;Yuni Utami;Laki-laki;08/08/1971;RETAIL
N-29422;Fajar Hidayat;M;11/07/1981;Reguler
N-29423;Andi Permata;Wanita;17/11/1996;Prioritas
N-29424;Budi Maharani;Female;08/04/1985;
N-29425;Umi Wijaya;;07/07/1996;Reguler
N-29426;Kartika Kusuma;Laki-laki;15/08/2004;Private
N-29427;Gita Maharani;Female;20/01/1986;Reguler
N-29428;Rizal Kusuma;Pria;24/05/1999;RETAIL
N-29429;Putri Wijaya;L;27/06/1978;Reguler
N-29430;Yuni Setiawan;Laki-laki;26/03/1998;Private
N-29431;Wawan Utami;;;Prioritas
N-29432;Fajar Wijaya;M;04/05/1993;Private
N-29433;Andi Santoso;;17/09/1990;RETAIL
N-29434;Lutfi Pratama;Laki-laki;06/06/1961;Private
N-29435;Maya Saputra;M;21/04/1984;Prioritas
N-29436;Rizal Kusuma;Laki-laki;05/09/1970;Prioritas
N-29437;Vina Maharani;Female;02/09/1982;RETAIL
N-29438;Joko Pratama;Laki-laki;24/10/1968;Reguler
N-29439;Sari Setiawan;P;01/12/1978;prio
N-29440;Zaki Santoso;M;18/02/1966;Prioritas
N-29441;Lutfi Pratama;Pria;13/02/1978;RETAIL
N-29442;Vina Wijaya;Laki-laki;01/11/1994;RETAIL
N-29443;Hadi Wijaya;Pria;19/09/1993;
N-29444;Lutfi Wijaya;Laki-laki;;RETAIL
N-29445;Putri Saputra;P;25/04/1996;Reguler
N-29446;Umi Saputra;;14/06/1997;RETAIL
N-29447;Maya Hidayat;Pria;06/10/2000;Prioritas
N-29448;Tono Hakim;P;29/05/1977;RETAIL
N-29449;Eka Permata;Pria;07/08/1974;Reguler
N-29450;Fajar Hakim;P;19/10/1963;Reguler
N-29451;Gita Setiawan;Female;07/02/1962;RETAIL
N-29452;Gita Hakim;M;10/08/1979;Private
N-29453;Oki Wijaya;Female;24/07/1963;
N-29454;Yuni Permata;M;27/01/1991;Prioritas
N-29455;Sari Hakim;;20/10/1970;RETAIL
N-29456;Lutfi Hidayat;Pria;26/12/1976;RETAIL
N-29457;Gita Santoso;M;13/03/1981;
N-29458;Joko Utami;M;27/04/1984;RETAIL
N-29459;Rizal Wijaya;P;30/05/1973;Private
N-29460;Oki Hakim;Female;10/08/1969;Private
N-29461;Oki Wijaya;Pria;10/07/1971;Reguler
N-29462;Vina Maharani;Wanita;03/07/1981;Reguler
N-29463;Maya Wijaya;L;05/06/1968;Prioritas
N-29464;Joko Utami;Female;01/06/1971;Reguler
N-29465;Andi Hidayat;Female;27/03/1984;prio
N-29466;Rizal Setiawan;Wanita;13/03/1985;Private
N-29467;Joko Setiawan;Laki-laki;25/04/1998;RETAIL
N-29468;Hadi Saputra;;10/01/1964;Private
N-29469;Oki Santoso;;03/11/1964;prio
N-29470;Putri Pratama;;16/05/1994;
N-29471;Oki Santoso;Wanita;30/06/2002;Reguler
N-29472;Eka Setiawan;Pria;31/01/1975;Reguler
N-29473;Yuni Utami;M;30/10/1983;
N-29474;Zaki Permata;Wanita;17/04/1977;RETAIL
N-29475;Citra Saputra;;04/01/1975;RETAIL
N-29476;Andi Kusuma;Wanita;01/02/1971;Reguler
N-29477;Yuni Lestari;P;08/04/1997;Prioritas
N-29478;Dewi Permata;Wanita;;Private
N-29479;Gita Permata;P;01/08/1967;Reguler
N-29480;Joko Maharani;P;27/12/1982;RETAIL
N-29481;Lutfi Kusuma;Laki-laki;12/11/1994;RETAIL
N-29482;Vina Saputra;Pria;12/01/1984;Private
N-29483;Rizal Permata;;18/01/1960;
N-29484;Citra Wijaya;;06/09/1973;Prioritas
N-29485;Oki Setiawan;Laki-laki;09/07/1969;Private
N-29486;Dewi Hakim;L;01/01/2002;Prioritas
N-29487;Yuni Hakim;M;15/03/1991;Prioritas
N-29488;Zaki Hidayat;L;17/08/1976;Private
N-29489;Eka Kusuma;Wanita;26/09/1976;
N-29490;Indah Pratama;Wanita;23/02/1967;RETAIL
N-29491;Dewi Hidayat;;01/05/1981;Prioritas
N-29492;Joko Maharani;Laki-laki;02/05/1965;Prioritas
N-29493;Budi Pratama;Female;14/05/1969;Prioritas
N-29494;Fajar Lestari;P;05/06/1983;prio
N-29495;Andi Permata;L;01/11/1993;Prioritas
N-29496;Citra Hakim;M;03/10/1964;
N-29497;Umi Setiawan;Laki-laki;01/02/1988;Prioritas
N-29498;Yuni Lestari;M;15/11/1969;
N-29499;Wawan Saputra;M;03/11/2004;Private
N-29500;Fajar Pratama;M;06/10/1995;prio
N-29501;Zaki Saputra;M;10/09/2003;Reguler
N-29502;Citra Maharani;Female;09/11/1993;Reguler
N-29503;Putri Kusuma;L;;Reguler
N-29504;Citra Lestari;Pria;25/03/2003;Prioritas
