nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-30281;Tono Permata;Pria;14/02/1998;Prioritas
N-30282;Nanda Hakim;Pria;27/05/1995;Prioritas
N-30283;Tono Permata;;06/06/1975;prio
N-30284;Oki Wijaya;M;01/09/1985;RETAIL
N-30285;Vina Hakim;Pria;29/11/1966;Private
N-30286;Dewi Utami;L;20/07/1979;Prioritas
N-30287;Nanda Santoso;Pria;18/07/1980;Prioritas
N-30288;Oki Hidayat;Female;11/11/1987;RETAIL
N-30289;Oki Kusuma;Pria;23/08/1977;RETAIL
N-30290;Joko Wijaya;Laki-laki;24/08/2001;
N-30291;Oki Lestari;L;09/11/1989;Private
N-30292;Tono Hakim;L;;RETAIL
N-30293;Umi Kusuma;M;05/08/1979;RETAIL
N-30294;Tono Wijaya;M;26/01/1988;RETAIL
N-30295;Putri Santoso;Female;20/10/1997;Reguler
N-30296;Eka Pratama;M;02/04/1981;RETAIL
N-30297;Nanda Setiawan;;04/05/1982;RETAIL
N-30298;Wawan Saputra;Laki-laki;31/02/1999;prio
N-30299;Maya Wijaya;L;11/05/1989;prio
N-30300;Maya Wijaya;L;27/12/2005;Private
N-30301;Andi Utami;M;12/05/1971;Private
N-30302;Fajar Lestari;L;11/04/1973;Private
N-30303;Citra Santoso;Pria;09/06/1996;RETAIL
N-30304;Lutfi Kusuma;;04/03/1975;prio
N-30305;Citra Maharani;M;29/05/1986;Reguler
N-30306;Nanda Santoso;P;29/03/1964;Private
N-30307;Umi Hidayat;P;30/10/1980;prio
N-30308;Kartika Lestari;Laki-laki;10/05/2000;Prioritas
N-30309;Joko Setiawan;;09/11/1976;
N-30310;Zaki Santoso;P;07/12/2000;Reguler
N-30311;Rizal Setiawan;Wanita;;Reguler
N-30312;Yuni Lestari;Wanita;02/08/1998;prio
N-30313;Kartika Permata;M;22/10/1968;Reguler
N-30314;Rizal Setiawan;M;24/04/1980;Private
N-30315;Rizal Utami;Female;25/05/1997;Reguler
N-30316;Gita Hakim;Wanita;18/10/1966;prio
N-30317;Hadi Setiawan;P;29/07/1998;RETAIL
N-30318;Sari Hakim;Female;15/08/2005;
N-30319;Tono Kusuma;Wanita;12/08/1981;Private
N-30320;Umi Pratama;P;29/04/1973;RETAIL
N-30321;Budi Hidayat;;30/12/1977;prio
N-30322;Umi Lestari;;01/09/1980;Reguler
N-30323;Indah Saputra;Wanita;09/04/1966;prio
N-30324;Lutfi Permata;P;25/10/1991;RETAIL
N-30325;Putri Lestari;;01/07/2002;RETAIL
N-30326;Citra Wijaya;Laki-laki;27/01/1993;Prioritas
N-30327;Putri Setiawan;Wanita;04/06/1976;Private
N-30328;Andi Hakim;L;11/02/1978;
N-30329;Hadi Pratama;Laki-laki;27/01/1973;Reguler
N-30330;Andi Hidayat;L;02/07/1971;RETAIL
N-30331;Fajar Permata;P;10/01/1980;Prioritas
N-30332;Budi Maharani;Wanita;;Reguler
N-30333;Rizal Utami;Wanita;01/08/1982;Private
N-30334;Budi Setiawan;Pria;12/05/1985;
N-30335;Nanda Santoso;Female;13/09/1987;Private
N-30336;Budi Hakim;;20/10/1994;prio
N-30337;Hadi Kusuma;Female;12/02/1975;prio
N-30338;Citra Pratama;Laki-laki;22/08/1979;Reguler
N-30339;Wawan Hidayat;Female;18/12/2002;
N-30340;Oki Hidayat;;;Private
N-30341;Tono Hakim;Laki-laki;04/01/1994;
N-30342;Rizal Wijaya;Female;03/05/1974;Prioritas
N-30343;Citra Kusuma;Laki-laki;19/11/1982;
N-30344;Nanda Wijaya;Laki-laki;03/08/1983;Reguler
N-30345;Joko Pratama;M;26/01/1971;prio
N-30346;Rizal Wijaya;Female;21/10/1970;prio
N-30347;Putri Setiawan;P;14/08/1971;
N-30348;Indah Wijaya;Pria;;RETAIL
N-30349;Joko Utami;Pria;08/07/1964;Private
N-30350;Vina Hidayat;Wanita;;Reguler
N-30351;Wawan Maharani;Wanita;09/12/1971;
N-30352;Maya Wijaya;Pria;19/09/2001;Reguler
N-30353;Wawan Saputra;M;24/07/1966;Reguler
N-30354;Oki Saputra;;30/03/1988;
N-30355;Putri Lestari;P;05/04/1970;Reguler
N-30356;Vina Setiawan;Female;10/03/2004;
N-30357;Fajar Utami;;15/04/1960;prio
N-30358;Sari Hakim;Wanita;11/08/1992;Reguler
N-30359;Tono Permata;Female;12/02/1986;Reguler
N-30360;Maya Wijaya;Laki-laki;28/07/1993;prio
N-30361;Dewi Santoso;Laki-laki;07/09/1976;prio
N-30362;Citra Hidayat;Wanita;13/01/1965;Prioritas
N-30363;Yuni Utami;Pria;26/05/2004;RETAIL
N-30364;Eka Saputra;L;30/01/2001;Prioritas
N-30365;Citra Lestari;Female;14/06/1978;RETAIL
N-30366;Zaki Hakim;P;13/12/1996;Private
N-30367;Yuni Hakim;Wanita;14/04/1981;Reguler
N-30368;Oki Maharani;Female;31/02/1999;Prioritas
N-30369;Indah Utami;;14/03/1988;Prioritas
N-30370;Citra Hakim;Female;16/01/1994;Private
N-30371;Oki Hidayat;Pria;08/10/1987;
N-30372;Rizal Maharani;P;21/04/1967;RETAIL
N-30373;Fajar Pratama;L;04/01/1990;Prioritas
N-30374;Hadi Setiawan;Laki-laki;19/05/1986;Private
N-30375;Gita Setiawan;Pria;31/05/2001;RETAIL
N-30376;Tono Saputra;P;13/02/1978;prio
N-30377;Andi Maharani;P;17/04/1979;prio
N-30378;Dewi Setiawan;Wanita;09/06/1962;
N-30379;Rizal Santoso;L;18/06/1971;RETAIL
N-30380;Citra Setiawan;L;11/02/2000;prio
N-30381;Andi Kusuma;Wanita;13/02/1999;RETAIL
N-30382;Indah Lestari;Wanita;18/07/1992;Reguler
N-30383;Citra Permata;P;10/03/2002;Prioritas
N-30384;Joko Pratama;Pria;07/03/2001;Prioritas
N-30385;Zaki Permata;Female;02/10/1983;
N-30386;Hadi Wijaya;M;16/07/1980;RETAIL
N-30387;Rizal Pratama;M;12/09/1962;prio
N-30388;Indah Setiawan;P;10/09/1972;
N-30389;Wawan Santoso;Pria;03/07/1973;prio
N-30390;Putri Lestari;;06/06/1985;prio
N-30391;Sari Permata;Wanita;25/01/1989;
N-30392;Wawan Maharani;Pria;23/10/1971;
N-30393;Dewi Maharani;Female;11/01/1985;Private
N-30394;Budi Santoso;Pria;06/05/1973;
N-30395;Lutfi Hakim;M;01/11/1987;Private
N-30396;Hadi Wijaya;;;
N-30397;Dewi Utami;P;23/06/1992;Reguler
N-30398;Yuni Hakim;P;07/01/2000;RETAIL
N-30399;Hadi Saputra;L;01/04/1991;
N-30400;Tono Permata;P;12/09/1968;prio
N-30401;Vina Maharani;Pria;20/05/1998;RETAIL
N-30402;Indah Pratama;Pria;31/10/1962;Prioritas
N-30403;Tono Setiawan;Laki-laki;07/11/2001;RETAIL
N-30404;Rizal Lestari;M;17/05/2003;Private
N-30405;Vina Wijaya;;04/11/1980;Private
N-30406;Kartika Maharani;L;29/07/1965;Prioritas
N-30407;Kartika Santoso;Wanita;03/12/1994;prio
N-30408;Yuni Lestari;Laki-laki;19/12/1977;Private
N-30409;Putri Permata;;26/10/2000;RETAIL
N-30410;Citra Setiawan;M;;RETAIL
N-30411;Dewi Pratama;Wanita;;Reguler
N-30412;Andi Permata;Female;20/06/1993;RETAIL
N-30413;Gita Hidayat;M;24/08/1979;RETAIL
N-30414;Oki Utami;M;05/03/1997;Private
N-30415;Lutfi Pratama;Pria;02/01/1999;RETAIL
N-30416;Budi Permata;;22/01/1976;
N-30417;Gita Setiawan;P;05/09/1974;Prioritas
N-30418;Fajar Wijaya;Laki-laki;16/03/1974;Reguler
N-30419;Oki Permata;;27/09/2003;Private
N-30420;Oki Permata;L;16/03/2004;
N-30421;Sari Pratama;Pria;19/05/1993;
N-30422;Hadi Saputra;Pria;18/10/1970;Prioritas
N-30423;Nanda Wijaya;Pria;12/03/1998;Private
N-30424;Fajar Kusuma;Pria;16/05/1971;Private
N-30425;Lutfi Maharani;L;;Private
N-30426;Oki Maharani;;06/12/1977;prio
N-30427;Maya Saputra;P;31/02/1999;Reguler
N-30428;Zaki Santoso;M;09/08/1969;RETAIL
N-30429;Putri Permata;;02/12/1993;prio
N-30430;Tono Pratama;Female;31/02/1999;
N-30431;Vina Wijaya;Female;04/04/1971;prio
N-30432;Eka Maharani;L;13/01/2002;prio
N-30433;Joko Kusuma;P;05/11/1983;Reguler
N-30434;Wawan Wijaya;;19/01/1961;Prioritas
N-30435;Vina Lestari;Laki-laki;03/01/1972;prio
N-30436;Andi Hakim;Female;22/11/1975;Private
N-30437;Joko Kusuma;Laki-laki;14/12/1975;Prioritas
N-30438;Hadi Maharani;P;03/09/1977;Private
N-30439;Budi Hidayat;M;31/07/2004;Private
N-30440;Hadi Santoso;Pria;27/01/1976;RETAIL
N-30441;Lutfi Pratama;L;10/05/1968;Prioritas
N-30442;Rizal Kusuma;P;16/04/1975;Private
N-30443;Zaki Permata;P;10/09/2002;Reguler
N-30444;Eka Utami;Laki-laki;07/01/1961;RETAIL
N-30445;Umi Saputra;P;11/03/1974;RETAIL
N-30446;Putri Maharani;;25/02/2002;Prioritas
N-30447;Umi Wijaya;Wanita;17/02/1966;RETAIL
N-30448;Eka Utami;Wanita;31/02/1999;
N-30449;Citra Pratama;M;11/10/1980;prio
N-30450;Maya Lestari;P;23/02/1980;Prioritas
N-30451;Gita Santoso;Laki-laki;26/06/1981;Reguler
N-30452;Maya Permata;Female;14/03/2001;RETAIL
N-30453;Oki Santoso;Pria;08/06/1964;Private
N-30454;Citra Saputra;Wanita;22/10/1987;prio
N-30455;Nanda Wijaya;Female;16/11/1989;Reguler
N-30456;Indah Permata;P;13/03/2001;prio
N-30457;Fajar Hakim;Laki-laki;21/06/2004;Prioritas
N-30458;Wawan Wijaya;Pria;17/01/2003;RETAIL
N-30459;Joko Wijaya;Wanita;11/09/2002;RETAIL
N-30460;Fajar Lestari;Female;01/02/1995;
N-30461;Wawan Kusuma;Laki-laki;09/08/1974;
N-30462;Rizal Hidayat;Female;09/10/1979;Private
N-30463;Fajar Lestari;Wanita;20/04/1990;RETAIL
N-30464;Zaki Maharani;P;29/10/2004;Private
N-30465;Putri Setiawan;P;;Private
N-30466;Indah Permata;Female;14/04/1972;
N-30467;Wawan Hakim;Wanita;05/11/1976;
N-30468;Umi Santoso;P;23/12/1969;Prioritas
N-30469;Zaki Permata;;14/12/2005;Private
N-30470;Indah Santoso;Wanita;;prio
N-30471;Oki Lestari;Female;10/02/1981;Private
N-30472;Zaki Santoso;P;28/07/1973;Private
N-30473;Vina Hidayat;;11/07/1960;Reguler
N-30474;Yuni Pratama;Pria;05/06/1990;RETAIL
N-30475;Wawan Utami;Wanita;24/05/1975;
N-30476;Lutfi Hakim;Laki-laki;22/08/1961;Reguler
N-30477;Kartika Hakim;Pria;09/10/1998;RETAIL
N-30478;Rizal Hidayat;Laki-laki;01/11/2004;RETAIL
N-30479;Umi Hakim;Laki-laki;18/07/1967;Prioritas
N-30480;Lutfi Hidayat;L;15/04/1972;Private
N-30481;Vina Hakim;M;05/03/1971;Prioritas
N-30482;Maya Hidayat;L;;RETAIL
N-30483;Wawan Wijaya;Female;24/06/2005;Reguler
N-30484;Kartika Hidayat;Female;21/02/1960;prio
N-30485;Citra Hakim;M;27/04/2004;Reguler
N-30486;Fajar Maharani;Pria;17/04/1978;Private
N-30487;Indah Hakim;Wanita;12/05/2005;
N-30488;Vina Setiawan;P;06/08/1991;RETAIL
N-30489;Yuni Utami;;11/09/1963;RETAIL
N-30490;Joko Lestari;Wanita;21/06/1986;Reguler
N-30491;Eka Setiawan;Wanita;;Prioritas
N-30492;Maya Setiawan;Female;10/08/1966;Reguler
N-30493;Joko Wijaya;P;04/10/1964;Reguler
N-30494;Nanda Wijaya;Laki-laki;19/05/1962;Reguler
N-30495;Kartika Permata;Female;30/06/1963;
N-30496;Fajar Utami;Female;09/08/1987;Private
N-30497;Yuni Kusuma;M;16/04/1960;prio
N-30498;Putri Maharani;Pria;22/12/1998;RETAIL
N-30499;Nanda Utami;Laki-laki;07/10/1995;RETAIL
N-30500;Wawan Maharani;Pria;01/07/2004;Private
N-30501;Nanda Utami;Laki-laki;;RETAIL
N-30502;Eka Kusuma;M;25/06/1973;RETAIL
N-30503;Lutfi Setiawan;Laki-laki;25/10/1961;RETAIL
N-30504;Kartika Wijaya;Wanita;02/07/1974;Prioritas
