nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-11125;Zaki Permata;Pria;15/09/2000;RETAIL
N-11126;Joko Santoso;Laki-laki;11/04/1977;RETAIL
N-11127;Dewi Setiawan;M;10/06/2003;RETAIL
N-11128;Zaki Hakim;Female;31/05/1977;RETAIL
N-11129;Hadi Hidayat;M;10/05/1971;RETAIL
N-11130;Budi Saputra;Female;30/04/1971;
N-11131;Putri Wijaya;L;10/02/2002;prio
N-11132;Oki Hidayat;M;26/08/1982;prio
N-11133;Dewi Wijaya;Wanita;22/10/1964;Prioritas
N-11134;Eka Hakim;Female;07/04/1982;Reguler
N-11135;Sari Maharani;Laki-laki;15/02/1994;prio
N-11136;Oki Santoso;Wanita;27/05/1965;Private
N-11137;Zaki Wijaya;Laki-laki;28/09/1983;
N-11138;Citra Lestari;Laki-laki;25/09/1966;Prioritas
N-11139;Andi Maharani;;27/02/2002;RETAIL
N-11140;Budi Pratama;Female;24/09/2000;Reguler
N-11141;Wawan Pratama;Female;30/09/1977;prio
N-11142;Dewi Permata;Laki-laki;31/10/1983;Prioritas
N-11143;Citra Saputra;M;22/11/1985;prio
N-11144;Dewi Kusuma;Female;03/06/1984;Private
N-11145;Sari Kusuma;;30/07/1963;prio
N-11146;Zaki Hidayat;Female;;Prioritas
N-11147;Wawan Hakim;L;06/03/1984;Private
N-11148;Budi Lestari;;03/09/1999;RETAIL
N-11149;Fajar Hakim;Wanita;11/02/2004;Reguler
N-11150;Putri Hidayat;Wanita;20/05/1969;Prioritas
N-11151;Kartika Maharani;;05/12/1995;Private
N-11152;Budi Kusuma;P;01/01/1989;Reguler
N-11153;Maya Permata;L;12/06/2001;prio
N-11154;Budi Pratama;Pria;20/09/2004;
N-11155;Oki Saputra;Laki-laki;03/10/1971;RETAIL
N-11156;Oki Setiawan;;20/06/1981;
N-11157;Fajar Santoso;L;12/05/1968;Prioritas
N-11158;Dewi Kusuma;P;24/10/1973;prio
N-11159;Yuni Santoso;Female;15/04/2003;prio
N-11160;Hadi Kusuma;M;06/08/2005;
N-11161;Eka Wijaya;Female;23/03/1997;RETAIL
N-11162;Rizal Santoso;L;14/10/1986;Private
N-11163;Tono Utami;;23/01/2000;Private
N-11164;Putri Hidayat;Pria;03/11/1993;prio
N-11165;Kartika Pratama;Laki-laki;14/12/1980;prio
N-11166;Budi Hidayat;;15/03/1994;prio
N-11167;Wawan Utami;M;28/04/1963;Prioritas
N-11168;Rizal Hakim;Pria;02/07/1999;Reguler
N-11169;Rizal Kusuma;L;12/10/1996;
N-11170;Eka Wijaya;;11/10/1983;RETAIL
N-11171;Umi Setiawan;Wanita;23/06/1989;
N-11172;Sari Maharani;Pria;11/10/2003;Private
N-11173;Budi Hakim;P;12/10/1985;Prioritas
N-11174;Zaki Wijaya;Wanita;06/01/1969;prio
N-11175;Fajar Setiawan;Female;16/02/1964;RETAIL
N-11176;Budi Santoso;Pria;22/01/1973;Prioritas
N-11177;Rizal Maharani;M;31/01/1967;Private
N-11178;Maya Hakim;Laki-laki;02/11/1972;Prioritas
N-11179;Oki Utami;Female;03/11/1960;prio
N-11180;Joko Utami;M;31/02/1999;RETAIL
N-11181;Tono Santoso;Wanita;25/12/2000;RETAIL
N-11182;Gita Maharani;;19/03/1994;Private
N-11183;Lutfi Hakim;Female;27/06/1986;Reguler
N-11184;Wawan Maharani;Female;;
N-11185;Zaki Saputra;;04/09/1985;Prioritas
N-11186;Umi Hidayat;Laki-laki;26/06/1982;
N-11187;Zaki Utami;M;15/07/1963;RETAIL
N-11188;Oki Saputra;Pria;01/02/1968;RETAIL
N-11189;Kartika Setiawan;Wanita;09/11/1971;Private
N-11190;Lutfi Permata;Female;20/01/1983;prio
N-11191;Joko Setiawan;Pria;06/01/2002;Reguler
N-11192;Eka Pratama;Wanita;24/10/1992;Reguler
N-11193;Maya Saputra;Female;19/10/2000;RETAIL
N-11194;Wawan Setiawan;Female;29/04/1993;Reguler
N-11195;Wawan Pratama;;;Private
N-11196;Kartika Hakim;Laki-laki;26/08/2001;
N-11197;Joko Utami;Wanita;25/01/1964;Reguler
N-11198;Joko Kusuma;P;03/03/1972;prio
N-11199;Oki Hidayat;Wanita;11/11/1973;prio
N-11200;Vina Wijaya;;04/02/1985;Reguler
N-11201;Yuni Hidayat;Laki-laki;07/03/1981;RETAIL
N-11202;Dewi Utami;Pria;06/03/1992;Reguler
N-11203;Maya Santoso;Laki-laki;17/10/2000;Reguler
N-11204;Wawan Pratama;L;31/02/1999;RETAIL
N-11205;Hadi Lestari;Laki-laki;31/02/1999;Private
N-11206;Gita Hakim;Laki-laki;25/11/1980;RETAIL
N-11207;Eka Hakim;L;24/12/1972;Prioritas
N-11208;Sari Santoso;M;24/04/1962;Prioritas
N-11209;Andi Hidayat;Laki-laki;01/06/1961;Prioritas
N-11210;Indah Saputra;M;13/03/1970;
N-11211;Citra Kusuma;;13/10/1969;prio
N-11212;Rizal Pratama;L;22/01/1987;prio
N-11213;Vina Saputra;L;12/01/1996;prio
N-11214;Wawan Wijaya;;17/10/1999;Reguler
N-11215;Citra Hidayat;M;31/02/1999;RETAIL
N-11216;Umi Utami;Pria;16/06/1986;prio
N-11217;Rizal Hakim;Wanita;07/04/1970;
N-11218;Vina Permata;Laki-laki;01/07/1980;prio
N-11219;Kartika Kusuma;Wanita;12/07/1968;RETAIL
N-11220;Nanda Hidayat;Female;10/09/1973;
N-11221;Putri Wijaya;P;12/05/1968;prio
N-11222;Dewi Setiawan;Pria;19/05/1965;Private
N-11223;Sari Permata;Pria;08/11/1996;RETAIL
N-11224;Wawan Maharani;L;12/01/1988;RETAIL
N-11225;Dewi Hakim;Laki-laki;05/04/2003;Prioritas
N-11226;Dewi Hidayat;Pria;28/12/1984;Private
N-11227;Hadi Maharani;L;29/12/1983;Reguler
N-11228;Fajar Santoso;Female;29/06/1991;Reguler
N-11229;Fajar Lestari;Wanita;31/02/1999;
N-11230;Vina Saputra;P;20/04/1979;prio
N-11231;Nanda Kusuma;Pria;16/12/1987;
N-11232;Kartika Hakim;P;16/12/1973;Prioritas
N-11233;Umi Saputra;P;15/01/1998;prio
N-11234;Umi Kusuma;Wanita;18/12/2005;Reguler
N-11235;Lutfi Maharani;P;28/08/2003;Private
N-11236;Wawan Santoso;L;30/11/1964;Reguler
N-11237;Gita Santoso;Laki-laki;03/12/1982;RETAIL
N-11238;Kartika Wijaya;L;20/08/1998;Prioritas
N-11239;Eka Maharani;Laki-laki;10/10/1991;Reguler
N-11240;Maya Setiawan;L;31/03/2001;Reguler
N-11241;Kartika Hakim;Wanita;21/06/1997;RETAIL
N-11242;Dewi Maharani;L;02/06/1975;Private
N-11243;Oki Setiawan;Pria;30/06/1969;Prioritas
N-11244;Nanda Hakim;Wanita;04/07/1995;RETAIL
N-11245;Zaki Hidayat;Laki-laki;31/01/1975;Reguler
N-11246;Rizal Utami;P;24/05/1977;RETAIL
N-11247;Lutfi Setiawan;M;19/02/1973;RETAIL
N-11248;Gita Lestari;M;05/10/1966;Prioritas
N-11249;Vina Kusuma;;09/04/2000;
N-11250;Tono Utami;Pria;12/05/1988;Prioritas
N-11251;Oki Wijaya;;02/03/1987;RETAIL
N-11252;Tono Saputra;Pria;06/11/1987;prio
N-11253;Oki Saputra;L;02/10/1985;Reguler
N-11254;Vina Wijaya;Wanita;06/09/1963;prio
N-11255;Tono Utami;Laki-laki;02/09/2002;Private
N-11256;Eka Saputra;;23/10/1990;
N-11257;Citra Permata;M;;
N-11258;Oki Kusuma;M;18/05/1985;prio
N-11259;Nanda Hidayat;L;08/01/1990;Reguler
N-11260;Kartika Wijaya;Wanita;28/06/1973;RETAIL
N-11261;Citra Hakim;M;31/10/1987;
N-11262;Yuni Utami;Wanita;08/08/1967;RETAIL
N-11263;Sari Maharani;Pria;20/05/1968;
N-11264;Wawan Maharani;Pria;;RETAIL
N-11265;Fajar Pratama;Pria;17/08/2003;Prioritas
N-11266;Hadi Lestari;M;31/02/1999;Reguler
N-11267;Rizal Permata;L;04/10/1971;Private
N-11268;Maya Lestari;M;07/11/1974;
N-11269;Oki Saputra;Wanita;23/04/1981;prio
N-11270;Umi Santoso;;16/06/1981;RETAIL
N-11271;Putri Pratama;Pria;12/07/1999;prio
N-11272;Joko Maharani;Wanita;30/11/1977;Private
N-11273;Eka Santoso;L;20/04/1993;Private
N-11274;Dewi Setiawan;P;20/05/1974;RETAIL
N-11275;Oki Permata;M;24/03/1968;Prioritas
N-11276;Oki Hidayat;L;27/07/1995;Private
N-11277;Lutfi Pratama;Wanita;20/08/1993;Prioritas
N-11278;Andi Hidayat;P;29/01/1990;Prioritas
N-11279;Eka Saputra;Female;21/05/2002;
N-11280;Eka Setiawan;;21/06/1960;Reguler
N-11281;Andi Santoso;Laki-laki;21/12/1997;Reguler
N-11282;Joko Pratama;Female;23/05/1981;prio
N-11283;Vina Hakim;;31/02/1999;prio
N-11284;Umi Permata;L;14/09/1981;
N-11285;Eka Santoso;Wanita;;RETAIL
N-11286;Hadi Hakim;Wanita;06/09/1967;Private
N-11287;Lutfi Wijaya;L;06/03/2002;Reguler
N-11288;Vina Maharani;Pria;16/06/1961;RETAIL
N-11289;Citra Hidayat;Laki-laki;19/04/1969;Private
N-11290;Zaki Hidayat;M;;Private
N-11291;Kartika Utami;M;06/09/2001;
N-11292;Putri Utami;M;29/08/1965;
N-11293;Oki Saputra;Female;23/11/1977;Reguler
N-11294;Kartika Santoso;Wanita;21/06/2002;RETAIL
N-11295;Budi Utami;Laki-laki;15/04/1964;
N-11296;Kartika Santoso;P;15/03/1999;prio
N-11297;Zaki Kusuma;Wanita;04/10/1976;prio
N-11298;Yuni Kusuma;Pria;05/12/1983;Reguler
N-11299;Zaki Maharani;P;10/03/1976;Private
N-11300;Joko Hidayat;P;10/07/1986;RETAIL
N-11301;Oki Hakim;Wanita;28/10/1999;RETAIL
N-11302;Oki Saputra;Pria;08/01/1999;RETAIL
N-11303;Vina Saputra;P;10/06/1996;RETAIL
N-11304;Rizal Setiawan;M;22/10/1972;Private
N-11305;Wawan Kusuma;L;04/03/1981;
N-11306;Lutfi Hidayat;Wanita;27/11/1962;Private
N-11307;Eka Utami;;17/05/1993;prio
N-11308;Citra Hakim;M;16/09/1995;RETAIL
N-11309;Vina Santoso;Laki-laki;29/04/1962;
N-11310;Fajar Kusuma;Wanita;25/07/1970;RETAIL
N-11311;Indah Setiawan;;14/08/1985;
N-11312;Putri Pratama;P;23/08/1966;prio
N-11313;Fajar Setiawan;;02/09/1988;
N-11314;Lutfi Setiawan;P;18/01/1986;RETAIL
N-11315;Fajar Setiawan;M;22/08/2005;Prioritas
N-11316;Dewi Pratama;M;27/04/2004;Reguler
N-11317;Lutfi Permata;Pria;23/08/1971;Private
N-11318;Citra Wijaya;Female;10/12/2002;Private
N-11319;Nanda Maharani;P;10/06/1988;
N-11320;Citra Kusuma;;28/11/1990;Prioritas
N-11321;Sari Utami;M;30/07/1971;prio
N-11322;Rizal Saputra;P;14/04/1987;Prioritas
N-11323;Fajar Hidayat;Laki-laki;25/06/1985;Reguler
N-11324;Indah Pratama;Female;02/03/1987;Private
N-11325;Sari Wijaya;M;31/10/1973;Prioritas
N-11326;Wawan Hakim;Pria;11/09/1963;Reguler
N-11327;Citra Saputra;Female;16/05/1997;Private
N-11328;Vina Saputra;;26/12/1985;
N-11329;Joko Kusuma;Laki-laki;06/06/1996;RETAIL
N-11330;Oki Wijaya;L;15/04/1997;prio
N-11331;Oki Pratama;Pria;16/01/1988;
N-11332;Kartika Setiawan;Pria;24/09/1971;RETAIL
N-11333;Rizal Permata;P;06/11/2001;Reguler
N-11334;Indah Kusuma;Laki-laki;16/07/1964;RETAIL
N-11335;Maya Hakim;Wanita;30/04/1974;RETAIL
N-11336;Tono Setiawan;Pria;18/04/1974;prio
N-11337;Rizal Kusuma;;14/08/2004;Reguler
N-11338;Citra Maharani;;20/04/1979;Private
N-11339;Lutfi Saputra;L;21/03/2002;RETAIL
N-11340;Sari Saputra;P;23/09/1983;
N-11341;Lutfi Maharani;Pria;;Reguler
N-11342;Tono Permata;Laki-laki;21/11/1985;Reguler
N-11343;Maya Permata;;03/02/1985;Private
N-11344;Wawan Hakim;P;03/09/1968;prio
N-11345;Lutfi Hidayat;Pria;09/11/1977;Private
N-11346;Rizal Maharani;L;;Prioritas
N-11347;Yuni Hidayat;;12/05/1973;Private
N-11348;Rizal Lestari;Pria;29/07/1988;Prioritas
N-11349;Maya Hakim;Female;06/07/2005;Private
N-11350;Sari Kusuma;Female;29/06/1961;RETAIL
N-11351;Kartika Utami;P;08/08/1987;
N-11352;Yuni Utami;L;27/10/1983;
N-11353;Tono Hakim;Laki-laki;07/02/2003;Prioritas
N-11354;Rizal Utami;Wanita;23/09/1981;Reguler
N-11355;Tono Setiawan;P;26/07/1999;RETAIL
N-11356;Nanda Lestari;Wanita;25/10/1996;Private
N-11357;Umi Kusuma;L;08/08/1978;Private
N-11358;Kartika Utami;;24/02/1988;Prioritas
N-11359;Oki Permata;Pria;19/09/1983;Private
N-11360;Putri Pratama;Laki-laki;12/10/1986;Prioritas
N-11361;Joko Santoso;Laki-laki;14/11/2003;RETAIL
N-11362;Putri Hidayat;Female;23/01/1994;prio
N-11363;Lutfi Lestari;Female;;
N-11364;Citra Hidayat;;24/12/2002;Prioritas
N-11365;Gita Permata;Female;14/05/1984;Prioritas
N-11366;Dewi Hakim;Laki-laki;30/03/1980;
N-11367;Hadi Saputra;P;19/05/2002;Reguler
N-11368;Wawan Lestari;L;03/03/1974;prio
N-11369;Vina Kusuma;;08/10/1985;RETAIL
N-11370;Joko Utami;L;10/01/1968;
N-11371;Tono Pratama;L;15/09/1975;prio
N-11372;Fajar Saputra;Wanita;18/09/1976;
N-11373;Joko Saputra;L;17/08/1969;RETAIL
N-11374;Joko Kusuma;;15/01/1972;Private
N-11375;Oki Santoso;Laki-laki;31/08/1989;Prioritas
N-11376;Zaki Kusuma;Female;06/04/1961;
N-11377;Kartika Santoso;Laki-laki;18/05/1996;prio
N-11378;Rizal Hidayat;P;22/07/1968;Prioritas
N-11379;Eka Kusuma;Pria;11/08/1960;RETAIL
N-11380;Maya Pratama;;28/07/1989;RETAIL
N-11381;Tono Setiawan;L;03/04/1992;
N-11382;Hadi Saputra;P;30/04/1974;prio
N-11383;Wawan Permata;Female;20/06/1986;RETAIL
N-11384;Umi Pratama;Laki-laki;25/11/2002;Prioritas
N-11385;Oki Setiawan;Pria;29/03/2002;Private
N-11386;Wawan Pratama;Laki-laki;06/05/1967;Private
N-11387;Oki Permata;Pria;31/02/1999;Private
N-11388;Dewi Saputra;Laki-laki;11/06/1973;Prioritas
N-11389;Kartika Permata;;05/06/1978;
N-11390;Tono Kusuma;P;19/12/1999;Reguler
N-11391;Oki Lestari;Wanita;06/03/1965;Private
N-11392;Oki Utami;Female;10/07/1995;RETAIL
N-11393;Andi Setiawan;Laki-laki;24/01/1964;prio
N-11394;Lutfi Setiawan;P;28/05/1965;Reguler
N-11395;Putri Saputra;Female;24/02/1972;
N-11396;Zaki Utami;Wanita;25/04/1994;prio
N-11397;Maya Maharani;P;06/12/1971;
N-11398;Lutfi Wijaya;M;06/04/1995;Private
N-11399;Eka Setiawan;Laki-laki;14/01/1962;RETAIL
N-11400;Oki Utami;Wanita;08/08/1980;Prioritas
N-11401;Oki Hidayat;M;14/02/1970;Reguler
N-11402;Wawan Maharani;L;13/01/1966;Reguler
N-11403;Umi Saputra;;14/05/1964;Prioritas
N-11404;Zaki Saputra;Wanita;29/06/1979;Reguler
N-11405;Eka Permata;Female;10/08/1988;Private
N-11406;Umi Utami;Pria;07/11/1972;
N-11407;Rizal Pratama;Wanita;20/06/1965;Private
N-11408;Tono Setiawan;M;29/04/1998;Private
N-11409;Putri Saputra;Pria;12/03/1994;Private
N-11410;Kartika Setiawan;Wanita;26/11/1986;prio
N-11411;Fajar Permata;;20/03/1980;RETAIL
N-11412;Yuni Lestari;;08/01/1997;prio
N-11413;Sari Permata;M;16/11/1982;Prioritas
N-11414;Kartika Utami;P;16/04/1993;Reguler
N-11415;Sari Setiawan;Laki-laki;31/02/1999;prio
N-11416;Wawan Hakim;L;17/11/1976;Private
N-11417;Zaki Utami;Laki-laki;14/11/1989;RETAIL
N-11418;Andi Pratama;Laki-laki;11/07/1970;
N-11419;Putri Pratama;Laki-laki;21/06/1981;Private
N-11420;Kartika Santoso;Wanita;25/03/1992;RETAIL
N-11421;Indah Hidayat;;13/02/2002;RETAIL
N-11422;Gita Hidayat;Pria;07/11/1979;
N-11423;Eka Saputra;Female;18/06/1997;RETAIL
N-11424;Eka Pratama;Pria;17/01/1982;prio
N-11425;Sari Utami;Pria;02/11/2003;
N-11426;Vina Setiawan;;06/08/1991;Prioritas
N-11427;Eka Setiawan;;08/04/1965;Private
N-11428;Budi Wijaya;L;30/12/1996;Prioritas
N-11429;Vina Pratama;P;26/10/1960;Prioritas
N-11430;Rizal Kusuma;Pria;31/02/1999;
N-11431;Wawan Hakim;;30/05/1961;Reguler
N-11432;Sari Permata;Wanita;;Private
N-11433;Zaki Santoso;Female;;
N-11434;Wawan Maharani;M;22/08/1968;Private
N-11435;Eka Pratama;Laki-laki;24/08/1982;RETAIL
N-11436;Indah Maharani;P;04/06/1996;prio
N-11437;Tono Pratama;Laki-laki;26/03/1967;
N-11438;Vina Saputra;P;02/11/1993;Private
N-11439;Putri Saputra;L;02/06/1967;prio
N-11440;Nanda Utami;Pria;21/07/1968;Private
N-11441;Budi Pratama;Laki-laki;29/08/2002;RETAIL
N-11442;Budi Wijaya;Female;14/12/1962;Prioritas
N-11443;Kartika Saputra;Laki-laki;25/09/1995;Reguler
N-11444;Joko Lestari;Laki-laki;29/11/1994;
N-11445;Sari Hidayat;Wanita;21/07/1972;
N-11446;Zaki Wijaya;Pria;31/02/1999;prio
N-11447;Hadi Wijaya;Pria;04/08/1995;RETAIL
N-11448;Andi Utami;Female;02/06/2000;prio
N-11449;Hadi Hidayat;Wanita;05/02/1994;Reguler
N-11450;Umi Santoso;Laki-laki;12/05/1967;RETAIL
N-11451;Eka Maharani;M;29/05/1988;RETAIL
N-11452;Dewi Wijaya;L;25/11/1999;RETAIL
N-11453;Indah Wijaya;M;31/08/1998;prio
N-11454;Sari Permata;Wanita;15/01/1968;RETAIL
N-11455;Sari Wijaya;Pria;08/02/1961;RETAIL
N-11456;Nanda Maharani;P;11/10/1981;Private
N-11457;Rizal Lestari;Wanita;15/02/1984;RETAIL
N-11458;Indah Kusuma;M;31/02/1999;prio
N-11459;Indah Maharani;Female;25/11/1966;RETAIL
N-11460;Indah Pratama;;17/07/1977;prio
N-11461;Dewi Lestari;Female;;prio
N-11462;Kartika Hakim;Wanita;25/07/1989;prio
N-11463;Kartika Maharani;M;07/01/1978;prio
N-11464;Kartika Lestari;Wanita;23/02/1986;
N-11465;Yuni Utami;;30/09/1981;RETAIL
N-11466;Maya Santoso;Wanita;04/12/1977;Private
N-11467;Sari Lestari;L;31/05/2001;
N-11468;Gita Kusuma;Female;16/03/1966;prio
N-11469;Wawan Kusuma;M;17/09/1981;RETAIL
N-11470;Wawan Lestari;Wanita;20/08/1966;prio
N-11471;Umi Kusuma;Wanita;11/07/1997;Private
N-11472;Budi Hidayat;P;09/04/1982;
N-11473;Wawan Hidayat;M;22/12/1963;Private
N-11474;Vina Utami;Wanita;30/09/1989;prio
N-11475;Dewi Saputra;P;24/10/2005;
N-11476;Rizal Permata;Laki-laki;02/02/1995;prio
N-11477;Wawan Hakim;M;15/03/1962;prio
N-11478;Dewi Santoso;Wanita;14/09/1967;Reguler
N-11479;Zaki Lestari;Pria;06/11/2000;Prioritas
N-11480;Rizal Kusuma;Pria;23/04/1999;
N-11481;Yuni Kusuma;Pria;31/02/1999;Reguler
N-11482;Yuni Wijaya;L;23/10/1969;
N-11483;Fajar Setiawan;Laki-laki;14/05/1974;RETAIL
N-11484;Sari Maharani;;03/05/1996;
N-11485;Fajar Lestari;Wanita;13/09/1977;prio
N-11486;Tono Maharani;Wanita;;Prioritas
N-11487;Gita Santoso;P;09/10/1976;RETAIL
N-11488;Kartika Pratama;;30/11/2003;Private
N-11489;Vina Hidayat;Wanita;01/04/1970;RETAIL
N-11490;Lutfi Kusuma;M;07/09/1986;Private
N-11491;Tono Wijaya;M;27/05/1981;RETAIL
N-11492;Dewi Lestari;Pria;29/10/2005;prio
N-11493;Nanda Hakim;M;14/12/1997;Prioritas
N-11494;Putri Utami;M;05/12/2003;RETAIL
N-11495;Eka Lestari;Pria;22/10/1964;RETAIL
N-11496;Andi Kusuma;M;12/06/1994;Private
N-11497;Rizal Utami;;11/02/2004;prio
N-11498;Yuni Kusuma;;08/10/1962;Prioritas
N-11499;Joko Saputra;Female;24/11/1985;Prioritas
N-11500;Oki Hakim;;26/02/1970;Private
