nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-19053;Maya Saputra;Female;01/07/1996;Prioritas
N-19054;Joko Pratama;Female;28/04/1999;Prioritas
N-19055;Fajar Santoso;Pria;15/08/1968;prio
N-19056;Umi Santoso;Pria;23/09/1987;RETAIL
N-19057;Maya Pratama;M;14/09/1989;prio
N-19058;Maya Setiawan;L;30/08/2002;
N-19059;Kartika Santoso;M;15/01/1966;Prioritas
N-19060;Hadi Saputra;;31/02/1999;Reguler
N-19061;Nanda Permata;;10/12/1973;Prioritas
N-19062;Oki Lestari;;19/08/1984;Reguler
N-19063;Nanda Permata;P;13/03/2005;
N-19064;Umi Setiawan;L;03/05/1983;prio
N-19065;Zaki Wijaya;;16/04/1962;Private
N-19066;Maya Permata;L;05/05/1987;
N-19067;Lutfi Setiawan;Female;25/01/1981;RETAIL
N-19068;Zaki Kusuma;;28/02/1994;Prioritas
N-19069;Gita Hidayat;Female;31/02/1999;Prioritas
N-19070;Eka Pratama;;30/08/2002;Reguler
N-19071;Eka Maharani;Wanita;09/06/1975;
N-19072;Yuni Permata;Wanita;07/09/1988;prio
N-19073;Gita Permata;Female;16/04/1973;RETAIL
N-19074;Oki Pratama;Wanita;29/07/1968;
N-19075;Putri Setiawan;;12/09/1993;Prioritas
N-19076;Hadi Permata;M;;
N-19077;Maya Kusuma;P;19/10/1977;Prioritas
N-19078;Dewi Pratama;Laki-laki;18/07/1967;Private
N-19079;Fajar Wijaya;L;14/03/1985;RETAIL
N-19080;Maya Pratama;Laki-laki;08/02/1995;
N-19081;Gita Hidayat;Female;12/10/1963;RETAIL
N-19082;Citra Pratama;Female;30/06/1981;Prioritas
N-19083;Lutfi Permata;Female;18/12/1990;prio
N-19084;Wawan Utami;Pria;25/02/2000;Prioritas
N-19085;Oki Saputra;;30/05/1970;Prioritas
N-19086;Fajar Hidayat;Laki-laki;08/06/2003;RETAIL
N-19087;Kartika Setiawan;L;08/03/1973;prio
N-19088;Tono Hakim;P;03/09/1975;prio
N-19089;Yuni Kusuma;P;12/02/1982;RETAIL
N-19090;Joko Hidayat;;04/11/1997;Reguler
N-19091;Nanda Utami;Female;05/07/1963;
N-19092;Umi Maharani;Wanita;10/06/1982;prio
N-19093;Tono Kusuma;;27/02/1971;Prioritas
N-19094;Putri Lestari;Female;26/02/1984;Prioritas
N-19095;Vina Lestari;P;18/04/2002;Private
N-19096;Andi Setiawan;M;05/11/1988;Prioritas
N-19097;Tono Maharani;L;27/04/1968;prio
N-19098;Wawan Hakim;Wanita;23/06/1994;RETAIL
N-19099;Zaki Hakim;Laki-laki;18/10/1968;prio
N-19100;Budi Setiawan;M;23/09/1970;RETAIL
N-19101;Oki Kusuma;M;18/05/1964;RETAIL
N-19102;Hadi Wijaya;P;;prio
N-19103;Nanda Saputra;M;14/04/1995;Reguler
N-19104;Nanda Pratama;M;17/06/1961;Private
N-19105;Nanda Kusuma;Pria;26/02/1975;Prioritas
N-19106;Citra Kusuma;M;19/08/1993;Reguler
N-19107;Budi Saputra;Laki-laki;12/06/1969;Prioritas
N-19108;Umi Kusuma;Laki-laki;31/02/1999;Prioritas
N-19109;Budi Permata;L;09/07/1965;Reguler
N-19110;Vina Hidayat;Pria;03/04/1964;Prioritas
N-19111;Rizal Pratama;Female;02/02/1990;Prioritas
N-19112;Budi Hidayat;Wanita;26/05/2004;
N-19113;Umi Hidayat;Laki-laki;08/08/1963;Prioritas
N-19114;Dewi Maharani;;12/01/2005;Reguler
N-19115;Sari Hakim;P;02/02/1980;
N-19116;Wawan Maharani;Wanita;23/08/1989;Prioritas
N-19117;Oki Permata;Female;18/06/1964;prio
N-19118;Fajar Maharani;P;16/08/1969;Private
N-19119;Sari Utami;Female;28/08/1972;RETAIL
N-19120;Zaki Wijaya;L;23/04/1975;Private
N-19121;Vina Wijaya;;03/10/1960;Private
N-19122;Putri Permata;L;15/08/1969;prio
N-19123;Umi Permata;Female;06/02/1989;Prioritas
N-19124;Nanda Saputra;Female;16/03/1965;RETAIL
N-19125;Rizal Setiawan;P;11/08/1982;prio
N-19126;Eka Pratama;Wanita;12/06/2003;
N-19127;Joko Wijaya;M;09/08/1972;Prioritas
N-19128;Budi Wijaya;P;30/11/1962;prio
N-19129;Zaki Pratama;Pria;25/08/1992;prio
N-19130;Eka Saputra;L;08/04/1997;Reguler
N-19131;Oki Permata;M;14/09/1988;Private
N-19132;Yuni Utami;;;
N-19133;Tono Santoso;Female;06/04/1977;Private
N-19134;Eka Hidayat;Wanita;;
N-19135;Tono Hidayat;Female;;prio
N-19136;Gita Utami;L;14/04/1965;RETAIL
N-19137;Umi Wijaya;L;09/02/1996;RETAIL
N-19138;Andi Pratama;M;12/12/1973;Reguler
N-19139;Joko Hakim;Pria;14/10/1987;Private
N-19140;Lutfi Setiawan;Wanita;17/09/1961;Prioritas
N-19141;Hadi Utami;Pria;14/12/1980;RETAIL
N-19142;Andi Kusuma;Wanita;06/07/1966;
N-19143;Yuni Setiawan;M;14/11/2000;Prioritas
N-19144;Rizal Utami;Laki-laki;27/07/1979;RETAIL
N-19145;Zaki Wijaya;Female;07/11/1964;Reguler
N-19146;Umi Setiawan;Laki-laki;05/08/1984;RETAIL
N-19147;Umi Hakim;L;15/03/1989;
N-19148;Yuni Pratama;P;24/02/1968;Prioritas
N-19149;Dewi Hidayat;P;31/01/1999;Reguler
N-19150;Lutfi Utami;Laki-laki;04/07/1973;Reguler
N-19151;Joko Maharani;Female;10/07/1975;Private
N-19152;Oki Setiawan;M;17/08/1960;Reguler
N-19153;Wawan Kusuma;Pria;12/01/1968;Reguler
N-19154;Andi Hidayat;Wanita;08/01/2005;prio
N-19155;Sari Saputra;Pria;18/12/1988;
N-19156;Budi Kusuma;P;27/06/2005;
N-19157;Umi Saputra;;07/05/1960;Private
N-19158;Kartika Pratama;Laki-laki;02/07/1978;Private
N-19159;Zaki Wijaya;Laki-laki;24/04/1977;prio
N-19160;Rizal Permata;Wanita;25/07/1984;Reguler
N-19161;Yuni Lestari;;19/04/1997;RETAIL
N-19162;Yuni Pratama;M;11/10/1965;RETAIL
N-19163;Hadi Kusuma;;03/12/1983;RETAIL
N-19164;Sari Kusuma;P;02/03/1975;
N-19165;Vina Permata;P;16/01/1963;RETAIL
N-19166;Maya Permata;Laki-laki;13/09/1968;Prioritas
N-19167;Budi Hakim;P;05/01/1977;RETAIL
N-19168;Andi Setiawan;Female;09/09/1960;Reguler
N-19169;Tono Wijaya;;21/04/1982;Reguler
N-19170;Maya Setiawan;Laki-laki;02/10/2000;prio
N-19171;Eka Wijaya;Laki-laki;02/12/1993;Prioritas
N-19172;Umi Pratama;P;12/09/1993;Private
N-19173;Maya Wijaya;Female;06/05/1987;Private
N-19174;Dewi Saputra;M;28/04/2005;prio
N-19175;Budi Hidayat;P;15/01/1981;Reguler
N-19176;Maya Utami;Wanita;05/06/1971;RETAIL
N-19177;Fajar Utami;Female;05/04/1992;Prioritas
N-19178;Umi Permata;Female;02/01/2002;Private
N-19179;Gita Hidayat;M;23/11/1979;Prioritas
N-19180;Oki Hakim;Pria;17/05/1987;prio
N-19181;Dewi Maharani;P;11/06/1985;RETAIL
N-19182;Wawan Saputra;L;15/07/1991;Private
N-19183;Indah Kusuma;Pria;07/06/1963;prio
N-19184;Tono Hidayat;L;10/12/1987;RETAIL
N-19185;Andi Maharani;;19/10/1970;prio
N-19186;Gita Hakim;Wanita;13/06/1971;Prioritas
N-19187;Putri Wijaya;L;17/03/1984;RETAIL
N-19188;Sari Permata;Pria;13/01/1970;RETAIL
N-19189;Eka Santoso;Laki-laki;03/01/2005;RETAIL
N-19190;Rizal Setiawan;P;20/10/1972;RETAIL
N-19191;Hadi Santoso;Pria;05/05/1973;Prioritas
N-19192;Gita Hidayat;P;27/06/1969;Reguler
N-19193;Fajar Permata;Laki-laki;15/04/2000;Reguler
N-19194;Sari Hakim;;09/05/1990;prio
N-19195;Joko Wijaya;Female;30/04/1988;Prioritas
N-19196;Wawan Lestari;;27/01/1983;RETAIL
N-19197;Citra Pratama;Wanita;03/05/1975;Private
N-19198;Maya Utami;M;08/01/1977;Prioritas
N-19199;Joko Utami;Female;09/02/2002;prio
N-19200;Sari Hakim;L;30/07/1991;RETAIL
N-19201;Vina Kusuma;P;30/09/1965;RETAIL
N-19202;Umi Utami;Laki-laki;05/11/1967;Private
N-19203;Sari Hakim;Female;12/06/1987;prio
N-19204;Putri Utami;;29/01/2003;Prioritas
N-19205;Tono Wijaya;Female;30/11/1978;prio
N-19206;Gita Hakim;P;04/04/1979;RETAIL
N-19207;Gita Utami;Pria;31/07/1974;RETAIL
N-19208;Umi Pratama;Laki-laki;13/11/1987;Reguler
N-19209;Oki Maharani;M;25/02/1967;prio
N-19210;Eka Maharani;L;04/04/1999;Prioritas
N-19211;Budi Kusuma;P;15/07/1970;Prioritas
N-19212;Budi Hakim;L;24/12/1961;Reguler
N-19213;Joko Kusuma;Laki-laki;14/03/1999;RETAIL
N-19214;Oki Pratama;L;04/12/1992;RETAIL
N-19215;Joko Santoso;L;02/06/1995;Private
N-19216;Gita Hidayat;Wanita;21/11/1986;
N-19217;Putri Kusuma;L;29/07/1984;prio
N-19218;Zaki Maharani;;20/08/1967;Private
N-19219;Yuni Maharani;Wanita;09/03/1976;Reguler
N-19220;Kartika Wijaya;Female;27/05/1985;prio
N-19221;Indah Permata;Wanita;18/09/1984;
N-19222;Maya Hakim;L;03/01/1991;RETAIL
N-19223;Sari Pratama;Pria;26/03/1963;Reguler
N-19224;Fajar Saputra;;03/02/1973;
N-19225;Lutfi Setiawan;M;10/09/1992;
N-19226;Sari Kusuma;Pria;11/06/1962;Prioritas
N-19227;Tono Wijaya;Female;06/11/1969;Reguler
N-19228;Lutfi Lestari;Pria;02/04/1962;Private
N-19229;Putri Hidayat;P;24/04/2004;prio
N-19230;Sari Saputra;P;07/02/1990;Prioritas
N-19231;Nanda Setiawan;;28/01/2005;prio
N-19232;Yuni Maharani;M;03/07/2000;Reguler
N-19233;Nanda Hakim;;10/04/1993;RETAIL
N-19234;Sari Lestari;Pria;30/03/1968;RETAIL
N-19235;Rizal Hidayat;Female;09/11/1970;Private
N-19236;Gita Hakim;Wanita;06/10/1977;RETAIL
N-19237;Vina Saputra;Female;06/07/2002;RETAIL
N-19238;Maya Permata;;26/05/1962;prio
N-19239;Yuni Kusuma;Pria;12/10/1979;RETAIL
N-19240;Citra Kusuma;P;02/12/1984;Prioritas
N-19241;Kartika Permata;;16/12/1992;Private
N-19242;Maya Pratama;Female;04/11/1980;Prioritas
N-19243;Nanda Permata;Wanita;30/06/1996;RETAIL
N-19244;Dewi Hidayat;Pria;02/09/1973;Prioritas
N-19245;Kartika Santoso;M;29/07/1962;Private
N-19246;Wawan Setiawan;M;08/03/2004;
N-19247;Fajar Utami;Pria;28/07/1960;prio
N-19248;Hadi Permata;M;16/02/1979;
N-19249;Andi Permata;P;17/05/1963;Private
N-19250;Putri Wijaya;Pria;26/09/1965;Prioritas
N-19251;Zaki Utami;Wanita;23/04/1970;Prioritas
N-19252;Maya Maharani;L;30/06/1965;
N-19253;Andi Wijaya;P;30/11/1978;Private
N-19254;Umi Lestari;L;23/12/1966;
N-19255;Indah Kusuma;Laki-laki;30/09/1980;Prioritas
N-19256;Citra Utami;M;29/05/1972;Reguler
N-19257;Gita Utami;Female;22/04/1962;
N-19258;Putri Maharani;Pria;18/12/1961;Private
N-19259;Hadi Pratama;Wanita;03/12/1966;Private
N-19260;Zaki Santoso;Female;14/10/1974;Prioritas
N-19261;Dewi Setiawan;M;02/08/2003;Private
N-19262;Dewi Setiawan;M;10/08/1970;Private
N-19263;Umi Kusuma;Female;09/03/1966;Private
N-19264;Rizal Pratama;Laki-laki;31/05/1970;
N-19265;Vina Lestari;;22/04/1976;
N-19266;Eka Wijaya;Laki-laki;23/05/1963;Private
N-19267;Gita Santoso;Wanita;27/08/1990;Prioritas
N-19268;Wawan Lestari;Laki-laki;30/07/1989;prio
N-19269;Oki Maharani;Female;09/09/2003;RETAIL
N-19270;Citra Wijaya;L;01/04/2002;prio
N-19271;Kartika Maharani;Pria;12/10/1985;Prioritas
N-19272;Putri Maharani;;04/04/1975;Prioritas
N-19273;Kartika Utami;L;22/06/1991;
N-19274;Citra Permata;Laki-laki;17/02/1974;Prioritas
N-19275;Wawan Setiawan;Wanita;20/02/1963;Prioritas
N-19276;Joko Santoso;;08/07/1991;
N-19277;Budi Utami;L;27/10/2005;Private
N-19278;Sari Lestari;Pria;01/07/1982;prio
N-19279;Putri Wijaya;Laki-laki;12/09/2003;RETAIL
N-19280;Lutfi Hakim;M;16/02/1992;prio
N-19281;Oki Hakim;Female;30/06/1969;Private
N-19282;Kartika Setiawan;P;14/08/2002;prio
N-19283;Zaki Utami;Wanita;03/11/1989;Reguler
N-19284;Fajar Santoso;;17/11/1991;
N-19285;Budi Permata;M;28/10/1974;Private
N-19286;Citra Wijaya;L;31/02/1999;Reguler
N-19287;Vina Santoso;Pria;10/03/1986;Reguler
N-19288;Kartika Pratama;L;23/04/1985;
N-19289;Citra Kusuma;Wanita;18/10/1977;Private
N-19290;Zaki Utami;P;26/04/1962;prio
N-19291;Citra Santoso;P;18/09/1978;prio
N-19292;Maya Santoso;L;16/11/1971;RETAIL
N-19293;Hadi Maharani;Laki-laki;15/09/2002;
N-19294;Maya Santoso;Wanita;13/10/1965;Private
N-19295;Andi Saputra;L;18/08/2002;
N-19296;Eka Permata;Laki-laki;19/04/1967;prio
N-19297;Wawan Setiawan;Laki-laki;09/02/1978;
N-19298;Gita Lestari;;31/02/1999;RETAIL
N-19299;Rizal Saputra;P;12/10/1963;
N-19300;Lutfi Hidayat;P;24/01/1980;Reguler
N-19301;Dewi Saputra;M;22/01/1980;prio
N-19302;Citra Setiawan;P;31/05/2002;prio
N-19303;Lutfi Hidayat;;09/10/1972;prio
N-19304;Budi Hakim;Female;25/07/1960;Private
N-19305;Joko Maharani;P;01/08/1989;RETAIL
N-19306;Sari Hakim;P;07/10/1993;
N-19307;Gita Pratama;Female;09/12/1998;RETAIL
N-19308;Joko Setiawan;Laki-laki;03/06/1962;Prioritas
N-19309;Andi Maharani;Female;08/06/1986;
N-19310;Putri Kusuma;L;21/05/1996;RETAIL
N-19311;Andi Pratama;;12/11/1978;prio
N-19312;Umi Wijaya;P;04/04/1960;Private
N-19313;Yuni Setiawan;M;31/03/1985;Prioritas
N-19314;Gita Hidayat;Pria;22/12/1987;Reguler
N-19315;Tono Saputra;Laki-laki;08/09/2005;prio
N-19316;Indah Lestari;M;29/07/2003;Reguler
N-19317;Rizal Lestari;Laki-laki;17/11/1962;Private
N-19318;Citra Wijaya;P;24/04/1987;prio
N-19319;Oki Setiawan;L;13/08/1965;Prioritas
N-19320;Indah Hakim;Pria;13/06/1979;RETAIL
N-19321;Gita Maharani;L;21/10/1989;Prioritas
N-19322;Budi Setiawan;Female;02/11/1962;Reguler
N-19323;Eka Santoso;;30/12/1963;prio
N-19324;Maya Hakim;Pria;29/12/1982;
N-19325;Oki Pratama;;18/08/1996;
N-19326;Maya Utami;Wanita;05/12/1985;Private
N-19327;Yuni Maharani;Wanita;21/03/1969;RETAIL
N-19328;Lutfi Hidayat;Laki-laki;06/09/2002;prio
N-19329;Maya Setiawan;Female;18/02/1964;
N-19330;Lutfi Setiawan;L;31/02/1999;
N-19331;Nanda Saputra;Laki-laki;02/08/2002;Private
N-19332;Kartika Saputra;Wanita;08/03/1968;RETAIL
N-19333;Wawan Lestari;M;12/11/1988;Private
N-19334;Gita Hakim;Laki-laki;07/08/1993;RETAIL
N-19335;Vina Santoso;Laki-laki;25/08/1960;prio
N-19336;Sari Permata;Laki-laki;06/10/2001;
N-19337;Wawan Utami;Laki-laki;14/11/1970;prio
N-19338;Oki Kusuma;P;31/02/1999;Private
N-19339;Maya Saputra;L;;Prioritas
N-19340;Budi Setiawan;Female;13/01/1965;prio
N-19341;Umi Saputra;L;23/11/1965;Reguler
N-19342;Indah Santoso;Wanita;21/12/1973;Reguler
N-19343;Kartika Santoso;L;01/04/1962;Private
N-19344;Andi Kusuma;Wanita;30/09/1961;Reguler
N-19345;Oki Setiawan;Female;13/07/2005;Private
N-19346;Maya Lestari;;30/07/1963;prio
N-19347;Fajar Lestari;Wanita;18/03/2000;Private
N-19348;Lutfi Hidayat;L;18/04/1974;prio
N-19349;Dewi Kusuma;L;12/06/2001;Reguler
N-19350;Fajar Kusuma;;13/09/1963;RETAIL
N-19351;Joko Hidayat;P;20/03/1964;Private
N-19352;Zaki Permata;L;28/12/1981;Reguler
N-19353;Rizal Permata;L;01/11/1999;Private
N-19354;Maya Setiawan;Wanita;07/06/1993;Reguler
N-19355;Wawan Kusuma;Pria;29/04/1990;
N-19356;Joko Permata;Female;17/06/1996;RETAIL
N-19357;Rizal Hidayat;Pria;15/12/1999;
N-19358;Tono Permata;;03/03/2002;Reguler
N-19359;Tono Setiawan;Pria;20/06/2005;Private
N-19360;Andi Setiawan;Laki-laki;17/11/1961;
N-19361;Lutfi Setiawan;P;25/08/1985;Prioritas
N-19362;Yuni Pratama;P;11/09/1982;Private
N-19363;Umi Saputra;L;01/06/1968;Prioritas
N-19364;Eka Setiawan;M;11/10/1982;RETAIL
N-19365;Lutfi Saputra;M;16/09/1987;
N-19366;Eka Saputra;P;27/06/1986;Private
N-19367;Vina Kusuma;Pria;13/12/2000;RETAIL
N-19368;Budi Pratama;M;18/05/1974;
N-19369;Nanda Lestari;P;17/08/1969;prio
N-19370;Maya Utami;Laki-laki;;Private
N-19371;Kartika Saputra;L;03/08/1966;RETAIL
N-19372;Maya Saputra;;25/07/2002;
N-19373;Oki Setiawan;Female;21/11/1989;Private
N-19374;Dewi Permata;Wanita;15/03/1974;Prioritas
N-19375;Yuni Hidayat;Wanita;25/06/1979;Reguler
N-19376;Oki Wijaya;Wanita;14/11/1998;RETAIL
N-19377;Kartika Kusuma;Pria;23/03/1984;Reguler
N-19378;Kartika Santoso;M;01/07/1994;Reguler
N-19379;Andi Maharani;Laki-laki;23/03/1967;Private
N-19380;Gita Setiawan;Laki-laki;15/03/1963;Prioritas
N-19381;Lutfi Utami;Female;17/12/1960;Private
N-19382;Fajar Wijaya;;31/02/1999;prio
N-19383;Eka Utami;;09/02/1998;Prioritas
N-19384;Zaki Saputra;Laki-laki;19/12/1991;Private
N-19385;Joko Hakim;Pria;24/02/1979;
N-19386;Gita Santoso;Wanita;12/05/1963;prio
N-19387;Andi Maharani;;16/08/1965;prio
N-19388;Yuni Setiawan;M;07/08/1987;Prioritas
N-19389;Eka Wijaya;M;01/08/2004;
N-19390;Vina Hakim;L;22/10/1968;
N-19391;Tono Saputra;M;;Reguler
N-19392;Andi Santoso;;14/06/1990;
N-19393;Putri Lestari;P;12/10/1989;Reguler
N-19394;Citra Setiawan;L;27/10/1971;prio
N-19395;Joko Saputra;Wanita;13/06/1986;
N-19396;Kartika Saputra;M;24/07/1969;Private
N-19397;Andi Kusuma;P;18/08/1973;Reguler
N-19398;Eka Permata;Female;29/12/1982;Prioritas
N-19399;Vina Hakim;P;23/04/1975;Prioritas
N-19400;Kartika Setiawan;;21/08/1961;Prioritas
N-19401;Dewi Setiawan;M;16/12/1960;Reguler
N-19402;Putri Santoso;L;17/06/1963;RETAIL
N-19403;Citra Hidayat;;12/11/1994;RETAIL
N-19404;Nanda Santoso;Laki-laki;28/02/2000;RETAIL
N-19405;Hadi Saputra;;29/11/1964;
N-19406;Citra Setiawan;P;29/01/1992;prio
N-19407;Wawan Hakim;Pria;29/06/1989;RETAIL
N-19408;Yuni Wijaya;L;06/09/1975;
N-19409;Maya Pratama;L;25/01/2003;
N-19410;Zaki Pratama;Wanita;29/12/1974;Prioritas
N-19411;Budi Pratama;Laki-laki;28/09/1989;RETAIL
N-19412;Andi Kusuma;;30/01/1997;Reguler
N-19413;Hadi Utami;Wanita;05/06/1964;Private
N-19414;Citra Hakim;P;10/08/1973;RETAIL
N-19415;Joko Saputra;;11/08/1963;Reguler
N-19416;Umi Permata;P;08/03/1976;RETAIL
N-19417;Tono Lestari;Female;03/08/1966;Private
N-19418;Yuni Lestari;Pria;23/03/1968;Prioritas
N-19419;Andi Utami;;22/11/1962;prio
N-19420;Indah Pratama;;26/11/1985;Prioritas
N-19421;Dewi Santoso;;31/10/2005;RETAIL
N-19422;Fajar Setiawan;Laki-laki;16/09/1970;Prioritas
N-19423;Lutfi Maharani;M;16/10/1971;prio
N-19424;Andi Santoso;M;25/10/1962;Prioritas
N-19425;Maya Permata;;;Reguler
N-19426;Citra Kusuma;L;13/01/1974;prio
N-19427;Maya Kusuma;Laki-laki;09/09/1999;Prioritas
N-19428;Fajar Hakim;;31/02/1999;prio
N-19429;Citra Wijaya;M;25/02/1982;RETAIL
N-19430;Lutfi Setiawan;Laki-laki;27/08/1978;prio
N-19431;Maya Lestari;Pria;;Private
N-19432;Yuni Maharani;M;01/12/1962;Prioritas
N-19433;Andi Wijaya;Pria;30/06/1992;Reguler
N-19434;Yuni Wijaya;;23/11/1985;
N-19435;Vina Santoso;L;27/01/1960;RETAIL
N-19436;Wawan Pratama;Laki-laki;25/10/1991;Reguler
N-19437;Lutfi Hidayat;Female;12/06/1992;Private
N-19438;Andi Lestari;Female;24/07/1968;prio
N-19439;Putri Pratama;M;28/07/1993;Prioritas
N-19440;Vina Pratama;Wanita;23/01/1989;Reguler
N-19441;Gita Pratama;Laki-laki;24/10/1961;Reguler
N-19442;Tono Utami;;16/02/1996;
N-19443;Andi Santoso;;20/01/1981;RETAIL
N-19444;Zaki Setiawan;;19/06/1993;prio
N-19445;Andi Saputra;;09/04/1973;
N-19446;Tono Pratama;Wanita;15/04/2002;
N-19447;Joko Utami;;09/12/2000;
N-19448;Joko Utami;Female;05/03/1978;Reguler
N-19449;Joko Hidayat;Laki-laki;20/12/1964;RETAIL
N-19450;Fajar Lestari;Female;08/10/1996;prio
N-19451;Zaki Pratama;Pria;22/09/1996;Reguler
N-19452;Oki Hidayat;L;31/02/1999;Prioritas
N-19453;Indah Wijaya;Female;03/07/1966;RETAIL
N-19454;Joko Saputra;Pria;10/06/2003;prio
N-19455;Kartika Saputra;M;23/08/1971;prio
N-19456;Kartika Permata;Pria;31/02/1999;Private
N-19457;Sari Saputra;P;12/01/2000;Prioritas
N-19458;Sari Lestari;Laki-laki;25/08/1995;
N-19459;Joko Utami;P;23/10/1982;Private
N-19460;Gita Hidayat;M;13/08/1982;Prioritas
N-19461;Hadi Saputra;Female;26/10/1973;Reguler
N-19462;Joko Maharani;Pria;06/05/1963;Reguler
N-19463;Joko Wijaya;P;19/10/1975;Private
N-19464;Eka Utami;P;10/05/2001;Prioritas
N-19465;Umi Maharani;M;11/02/1970;RETAIL
N-19466;Putri Permata;Laki-laki;31/02/1999;
N-19467;Rizal Saputra;Wanita;01/02/1960;Private
N-19468;Citra Lestari;Wanita;11/10/1967;prio
N-19469;Sari Kusuma;;03/03/1998;prio
N-19470;Maya Utami;Female;08/09/1965;Reguler
N-19471;Budi Saputra;M;13/11/1989;Reguler
N-19472;Budi Hidayat;Pria;21/02/1992;
N-19473;Umi Maharani;M;31/02/1999;
N-19474;Sari Setiawan;Wanita;09/03/1960;
N-19475;Yuni Maharani;Laki-laki;25/11/1985;Reguler
N-19476;Wawan Saputra;M;07/09/1966;
N-19477;Vina Permata;L;07/08/1968;RETAIL
N-19478;Putri Saputra;M;21/03/1981;Prioritas
N-19479;Sari Permata;Pria;07/09/1999;Private
N-19480;Andi Utami;;12/11/1979;Reguler
N-19481;Tono Saputra;Wanita;02/01/1996;Prioritas
N-19482;Hadi Saputra;Laki-laki;06/03/1986;Private
N-19483;Sari Lestari;Wanita;06/12/1974;Reguler
N-19484;Andi Lestari;M;12/09/1971;Private
N-19485;Hadi Wijaya;Laki-laki;21/09/1977;Reguler
N-19486;Eka Pratama;Female;11/06/1984;prio
N-19487;Fajar Hidayat;M;26/12/2003;prio
N-19488;Indah Saputra;Laki-laki;10/06/2002;Private
N-19489;Hadi Kusuma;Wanita;25/06/1967;Private
N-19490;Andi Pratama;Pria;12/10/1972;Prioritas
N-19491;Tono Permata;;03/10/1991;Prioritas
N-19492;Maya Utami;Female;08/04/1974;
N-19493;Budi Santoso;P;15/02/1991;prio
N-19494;Joko Lestari;Wanita;30/12/1964;Reguler
N-19495;Wawan Maharani;L;26/04/1967;Prioritas
N-19496;Kartika Permata;L;11/11/2002;Private
N-19497;Vina Santoso;M;25/01/1987;Reguler
N-19498;Vina Hidayat;Wanita;29/08/1981;
N-19499;Lutfi Utami;M;15/10/1977;RETAIL
N-19500;Budi Wijaya;P;25/03/1975;
N-19501;Nanda Wijaya;M;11/01/1995;
N-19502;Nanda Wijaya;Laki-laki;08/07/2002;Private
N-19503;Andi Maharani;P;29/11/1989;RETAIL
