nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-25070;Andi Hidayat;;21/10/1999;
N-25071;Joko Maharani;Laki-laki;17/01/1974;Private
N-25072;Umi Hidayat;;13/12/1992;RETAIL
N-25073;Wawan Saputra;L;16/12/1979;Reguler
N-25074;Eka Setiawan;M;14/09/1987;
N-25075;Oki Lestari;L;24/10/1969;Prioritas
N-25076;Budi Maharani;Laki-laki;30/04/1977;Private
N-25077;Citra Permata;Female;07/07/1990;Prioritas
N-25078;Citra Maharani;Wanita;08/01/1978;Prioritas
N-25079;Umi Santoso;L;07/07/1999;Private
N-25080;Lutfi Santoso;L;18/10/1974;Reguler
N-25081;Andi Utami;Wanita;31/02/1999;Private
N-25082;Fajar Setiawan;Pria;13/07/1977;prio
N-25083;Kartika Kusuma;L;05/07/1962;Reguler
N-25084;Budi Kusuma;Pria;25/06/1967;
N-25085;Wawan Permata;Wanita;20/12/1972;prio
N-25086;Citra Lestari;Laki-laki;23/08/1981;RETAIL
N-25087;Joko Hidayat;Laki-laki;25/03/1990;prio
N-25088;Budi Setiawan;Wanita;11/07/1974;prio
N-25089;Yuni Hidayat;;22/12/1995;Private
N-25090;Tono Utami;Laki-laki;31/02/1999;Private
N-25091;Vina Setiawan;Wanita;21/01/1991;Reguler
N-25092;Eka Wijaya;Laki-laki;14/02/1974;RETAIL
N-25093;Gita Hakim;Wanita;11/02/2002;Private
N-25094;Fajar Permata;P;01/03/1984;
N-25095;Oki Santoso;Pria;;prio
N-25096;Nanda Santoso;P;29/10/1978;prio
N-25097;Lutfi Permata;P;22/06/1974;Prioritas
N-25098;Rizal Pratama;L;20/07/1987;prio
N-25099;Yuni Lestari;P;05/07/1982;Reguler
N-25100;Tono Hakim;;16/07/1982;RETAIL
N-25101;Vina Hakim;Pria;28/12/1991;prio
N-25102;Umi Hidayat;L;16/11/1990;
N-25103;Oki Wijaya;Female;18/04/1970;Private
N-25104;Lutfi Lestari;Pria;16/10/1974;Reguler
N-25105;Maya Hakim;Laki-laki;01/12/1998;RETAIL
N-25106;Sari Permata;Female;13/01/1996;Private
N-25107;Tono Permata;P;11/01/1966;prio
N-25108;Putri Hidayat;Female;17/12/1995;
N-25109;Oki Kusuma;Pria;13/06/1965;Reguler
N-25110;Indah Permata;;31/02/1999;
N-25111;Citra Saputra;M;28/02/1992;
N-25112;Fajar Permata;Wanita;31/02/1999;prio
N-25113;Dewi Permata;L;30/08/1972;Private
N-25114;Wawan Kusuma;P;22/09/1985;prio
N-25115;Vina Pratama;L;04/04/2001;Reguler
N-25116;Dewi Utami;P;06/08/1989;
N-25117;Nanda Santoso;;11/11/1981;RETAIL
N-25118;Maya Saputra;Laki-laki;29/04/1992;Private
N-25119;Maya Saputra;Pria;03/04/1976;Private
N-25120;Eka Setiawan;P;15/02/2005;Reguler
N-25121;Oki Hakim;M;;
N-25122;Fajar Permata;Laki-laki;02/08/1965;
N-25123;Hadi Wijaya;L;12/07/1963;RETAIL
N-25124;Fajar Setiawan;Pria;04/08/1965;RETAIL
N-25125;Nanda Setiawan;L;18/10/1979;Reguler
N-25126;Budi Permata;P;06/02/1962;prio
N-25127;Umi Pratama;M;31/05/1988;Reguler
N-25128;Wawan Santoso;;30/06/1962;
N-25129;Indah Hakim;Laki-laki;23/12/1969;Reguler
N-25130;Andi Kusuma;Pria;05/07/1968;Private
N-25131;Dewi Pratama;M;03/03/1977;Prioritas
N-25132;Sari Utami;M;28/01/1961;Private
N-25133;Zaki Pratama;Female;09/03/1985;Prioritas
N-25134;Vina Lestari;;06/01/1991;Private
N-25135;Dewi Lestari;M;05/12/1963;Private
N-25136;Andi Setiawan;P;20/08/1975;prio
N-25137;Lutfi Setiawan;Pria;26/03/1987;Prioritas
N-25138;Budi Hidayat;L;26/10/1989;RETAIL
N-25139;Putri Lestari;Pria;15/10/1968;Reguler
N-25140;Putri Utami;;11/06/2002;Private
N-25141;Hadi Setiawan;P;15/06/1983;Reguler
N-25142;Sari Pratama;Wanita;03/11/1960;
N-25143;Fajar Wijaya;Pria;22/08/2005;Private
N-25144;Tono Setiawan;L;12/05/1968;Private
N-25145;Lutfi Pratama;Wanita;16/12/1971;prio
N-25146;Kartika Wijaya;L;07/01/1971;Private
N-25147;Wawan Permata;Pria;04/04/1995;RETAIL
N-25148;Vina Lestari;;15/04/1986;Prioritas
N-25149;Wawan Hidayat;Female;11/10/1992;Private
N-25150;Hadi Pratama;Female;09/10/1970;Prioritas
N-25151;Andi Lestari;Pria;18/04/1997;
N-25152;Oki Saputra;;13/04/1990;
N-25153;Budi Pratama;;21/06/1990;Prioritas
N-25154;Sari Maharani;Female;18/09/1989;Prioritas
N-25155;Oki Lestari;Female;22/11/1979;Private
N-25156;Maya Santoso;Laki-laki;19/06/1967;Prioritas
N-25157;Rizal Kusuma;M;24/04/1998;Prioritas
N-25158;Lutfi Hakim;Pria;23/03/1983;Reguler
N-25159;Dewi Pratama;M;08/03/2000;
N-25160;Oki Santoso;Pria;04/06/1980;Reguler
N-25161;Zaki Setiawan;Wanita;20/11/1995;Prioritas
N-25162;Joko Permata;Female;06/07/1970;Prioritas
N-25163;Nanda Maharani;;17/04/1965;
N-25164;Lutfi Saputra;Female;12/10/1966;Private
N-25165;Budi Lestari;;12/09/1991;Reguler
N-25166;Eka Permata;Female;16/12/1999;
N-25167;Zaki Setiawan;Female;31/02/1999;Private
N-25168;Oki Hidayat;Laki-laki;25/10/2005;
N-25169;Maya Kusuma;M;11/06/1969;Reguler
N-25170;Andi Lestari;M;13/08/1962;prio
N-25171;Zaki Kusuma;Laki-laki;;RETAIL
N-25172;Andi Hakim;L;09/12/1990;RETAIL
N-25173;Andi Saputra;L;25/11/1982;Prioritas
N-25174;Citra Setiawan;Pria;30/05/1988;prio
N-25175;Budi Pratama;P;02/12/2002;Prioritas
N-25176;Indah Pratama;Wanita;01/10/1992;RETAIL
N-25177;Budi Utami;Wanita;04/06/1999;Private
N-25178;Putri Lestari;Female;26/12/1979;prio
N-25179;Dewi Santoso;Female;29/11/1975;
N-25180;Fajar Permata;Wanita;31/02/1999;prio
N-25181;Nanda Santoso;L;18/03/1970;Prioritas
N-25182;Eka Santoso;Pria;16/01/1980;RETAIL
N-25183;Eka Saputra;Female;06/04/1987;prio
N-25184;Hadi Hidayat;;01/08/1960;
N-25185;Budi Utami;Pria;04/02/1967;RETAIL
N-25186;Yuni Maharani;P;19/02/1988;Prioritas
N-25187;Indah Hidayat;Laki-laki;07/12/1994;Prioritas
N-25188;Tono Setiawan;Female;03/08/2003;
N-25189;Umi Santoso;M;27/09/2002;RETAIL
N-25190;Sari Lestari;Laki-laki;29/06/1986;Private
N-25191;Indah Hakim;M;09/06/1961;Private
N-25192;Hadi Setiawan;Wanita;09/06/2005;Private
N-25193;Nanda Santoso;Laki-laki;05/11/1978;Reguler
N-25194;Maya Wijaya;Female;07/07/1992;Prioritas
N-25195;Umi Hakim;Pria;06/10/1982;
N-25196;Wawan Pratama;Female;09/11/1970;prio
N-25197;Tono Saputra;Pria;27/03/2005;Private
N-25198;Umi Maharani;P;11/09/1970;Private
N-25199;Yuni Wijaya;Female;30/08/1977;Private
N-25200;Indah Saputra;P;24/04/2000;Prioritas
N-25201;Zaki Kusuma;;07/09/1998;prio
N-25202;Eka Utami;Pria;20/05/1973;Reguler
N-25203;Indah Kusuma;P;31/02/1999;Private
N-25204;Umi Utami;P;25/04/1965;Reguler
N-25205;Rizal Setiawan;Female;02/03/1984;
N-25206;Lutfi Hidayat;Pria;15/10/1993;Private
N-25207;Eka Pratama;Laki-laki;04/05/1983;Reguler
N-25208;Kartika Hidayat;;06/03/1965;RETAIL
N-25209;Putri Kusuma;Female;26/10/1997;Prioritas
N-25210;Hadi Santoso;P;19/12/1993;RETAIL
N-25211;Lutfi Santoso;Pria;20/09/1994;
N-25212;Citra Wijaya;Wanita;31/03/2000;prio
N-25213;Kartika Pratama;Laki-laki;26/06/1983;Prioritas
N-25214;Wawan Santoso;Wanita;08/12/1999;
N-25215;Indah Utami;L;20/01/1978;RETAIL
N-25216;Kartika Setiawan;L;27/01/1990;RETAIL
N-25217;Fajar Pratama;M;05/11/2004;
N-25218;Yuni Santoso;;27/05/1970;Private
N-25219;Gita Permata;Female;24/10/1967;
N-25220;Putri Hakim;Laki-laki;12/08/1963;RETAIL
N-25221;Hadi Santoso;Wanita;23/02/1997;Prioritas
N-25222;Maya Setiawan;Laki-laki;21/10/1963;RETAIL
N-25223;Zaki Saputra;P;21/01/1979;Reguler
N-25224;Sari Kusuma;Wanita;24/11/1969;Prioritas
N-25225;Budi Permata;Laki-laki;23/03/1970;Private
N-25226;Indah Pratama;;08/09/1961;prio
N-25227;Putri Hakim;Female;05/11/1986;
N-25228;Eka Hidayat;Female;27/01/1973;prio
N-25229;Rizal Hakim;Female;16/04/2005;Private
N-25230;Lutfi Maharani;Wanita;02/11/1972;Private
N-25231;Andi Utami;L;20/07/1978;
N-25232;Dewi Setiawan;P;28/12/1970;
N-25233;Putri Saputra;Wanita;08/03/1972;RETAIL
N-25234;Maya Santoso;Wanita;26/12/1983;Reguler
N-25235;Maya Maharani;Female;18/07/2005;Private
N-25236;Citra Setiawan;M;17/04/1976;prio
N-25237;Rizal Permata;Pria;31/07/1999;Reguler
N-25238;Sari Wijaya;M;09/07/1979;Prioritas
N-25239;Joko Utami;M;18/08/1968;
N-25240;Maya Lestari;Female;22/11/1966;RETAIL
N-25241;Vina Maharani;Female;17/09/1972;prio
N-25242;Oki Kusuma;M;08/04/1995;Private
N-25243;Oki Saputra;P;10/01/1982;prio
N-25244;Putri Lestari;L;25/10/1961;prio
N-25245;Vina Wijaya;Female;10/02/1965;prio
N-25246;Lutfi Utami;Wanita;26/08/1992;Private
N-25247;Umi Pratama;Pria;01/01/1976;Private
N-25248;Rizal Hidayat;M;23/05/1996;RETAIL
N-25249;Yuni Maharani;Wanita;10/01/1979;prio
N-25250;Nanda Hakim;Wanita;29/05/1985;prio
N-25251;Nanda Utami;M;18/11/1985;Reguler
N-25252;Yuni Santoso;Laki-laki;04/08/2002;Reguler
N-25253;Putri Setiawan;L;07/11/1985;
N-25254;Eka Maharani;Laki-laki;25/11/2005;
N-25255;Tono Kusuma;;26/12/1990;prio
N-25256;Oki Lestari;P;21/12/2004;Private
N-25257;Putri Setiawan;Female;01/07/1991;
N-25258;Putri Wijaya;M;18/02/1999;RETAIL
N-25259;Citra Santoso;P;16/05/1969;
N-25260;Rizal Utami;Pria;09/12/1978;prio
N-25261;Rizal Permata;M;05/10/1977;
N-25262;Dewi Hidayat;Laki-laki;13/12/1975;
N-25263;Oki Saputra;Female;12/11/2004;Reguler
N-25264;Fajar Maharani;Laki-laki;17/02/1964;prio
N-25265;Sari Kusuma;Laki-laki;20/09/1972;RETAIL
N-25266;Sari Wijaya;M;08/11/1991;RETAIL
N-25267;Nanda Lestari;Pria;29/01/1968;Private
N-25268;Budi Permata;;22/06/1993;Reguler
N-25269;Citra Saputra;P;12/06/1976;prio
N-25270;Citra Utami;M;21/03/1997;RETAIL
N-25271;Zaki Santoso;L;25/04/1998;RETAIL
N-25272;Zaki Lestari;;06/10/1988;RETAIL
N-25273;Wawan Hakim;P;11/01/2005;Reguler
N-25274;Citra Saputra;;19/03/1969;Private
N-25275;Maya Wijaya;Wanita;26/02/1965;RETAIL
N-25276;Zaki Wijaya;Laki-laki;25/11/1979;Reguler
N-25277;Hadi Maharani;Wanita;03/10/1983;Private
N-25278;Eka Permata;M;05/12/1965;RETAIL
N-25279;Citra Permata;M;08/07/1988;prio
N-25280;Kartika Kusuma;Laki-laki;27/09/1977;RETAIL
N-25281;Tono Pratama;P;03/11/1974;
N-25282;Kartika Kusuma;P;29/05/2003;Private
N-25283;Indah Pratama;Pria;27/03/1992;Prioritas
N-25284;Rizal Pratama;Wanita;13/08/1968;Reguler
N-25285;Maya Hidayat;P;27/04/1992;
N-25286;Andi Hidayat;Female;19/05/1965;Prioritas
N-25287;Indah Santoso;L;31/08/1983;Prioritas
N-25288;Maya Utami;Wanita;11/12/1966;prio
N-25289;Fajar Santoso;P;04/07/1987;prio
N-25290;Kartika Pratama;Female;18/10/1982;prio
N-25291;Dewi Utami;Female;02/05/1980;Reguler
N-25292;Maya Setiawan;Wanita;21/07/1973;prio
N-25293;Gita Saputra;Female;07/07/1974;Private
N-25294;Zaki Hidayat;P;27/11/1997;prio
N-25295;Nanda Wijaya;;18/12/1970;Reguler
N-25296;Kartika Hidayat;P;29/02/1992;
N-25297;Citra Setiawan;;02/09/1964;Prioritas
N-25298;Gita Hakim;M;30/12/1996;Private
N-25299;Joko Hakim;L;12/01/1976;prio
N-25300;Fajar Setiawan;M;09/10/1998;Reguler
N-25301;Wawan Lestari;Pria;05/01/1968;Private
N-25302;Nanda Lestari;;16/05/1992;prio
N-25303;Hadi Saputra;;27/11/1988;prio
N-25304;Lutfi Permata;P;26/03/1981;
N-25305;Joko Wijaya;L;11/04/1973;
N-25306;Vina Hidayat;Pria;18/09/1981;prio
N-25307;Vina Pratama;Laki-laki;07/01/2000;Private
N-25308;Tono Santoso;L;31/01/1983;Private
N-25309;Eka Utami;P;20/07/1975;RETAIL
N-25310;Citra Lestari;P;04/06/2004;
N-25311;Dewi Permata;M;28/09/2004;RETAIL
N-25312;Wawan Wijaya;Pria;30/01/1985;Prioritas
N-25313;Fajar Utami;P;28/09/1996;Prioritas
N-25314;Maya Maharani;P;11/10/1997;Reguler
N-25315;Joko Saputra;L;23/08/1970;prio
N-25316;Vina Permata;L;16/04/1976;Reguler
N-25317;Umi Hidayat;Female;21/12/1964;Prioritas
N-25318;Kartika Utami;Pria;30/07/2003;Reguler
N-25319;Lutfi Utami;L;14/05/1987;
N-25320;Citra Permata;Wanita;03/12/1976;RETAIL
N-25321;Zaki Hakim;Pria;10/01/1970;
N-25322;Umi Maharani;P;31/12/2004;RETAIL
N-25323;Gita Santoso;L;05/11/2002;Reguler
N-25324;Tono Hidayat;L;26/12/2000;Private
N-25325;Sari Hakim;Wanita;20/09/1982;Prioritas
N-25326;Fajar Setiawan;M;20/01/1969;prio
N-25327;Wawan Maharani;Laki-laki;23/04/1971;Reguler
N-25328;Zaki Pratama;Laki-laki;13/01/1985;Private
N-25329;Vina Maharani;L;27/08/1969;
N-25330;Indah Saputra;L;08/08/1964;
N-25331;Andi Saputra;Wanita;08/03/1986;Prioritas
N-25332;Lutfi Kusuma;M;29/12/1998;prio
N-25333;Andi Lestari;Wanita;18/06/2004;Prioritas
N-25334;Indah Wijaya;Wanita;24/01/1960;RETAIL
N-25335;Vina Saputra;Pria;31/02/1999;RETAIL
N-25336;Gita Maharani;Laki-laki;10/07/1967;RETAIL
N-25337;Joko Permata;Female;16/10/1994;Prioritas
N-25338;Fajar Hidayat;Female;04/10/1969;Prioritas
N-25339;Lutfi Maharani;Laki-laki;30/10/1998;Prioritas
N-25340;Vina Setiawan;P;12/04/1993;
N-25341;Yuni Utami;L;01/05/1992;RETAIL
N-25342;Yuni Saputra;P;15/02/1994;prio
N-25343;Andi Utami;Pria;26/05/1966;Private
N-25344;Putri Saputra;Female;05/07/1969;
N-25345;Fajar Setiawan;Pria;02/03/1965;RETAIL
N-25346;Indah Kusuma;Pria;18/06/1982;Private
N-25347;Hadi Santoso;;30/01/2004;RETAIL
N-25348;Gita Utami;Female;29/04/1967;Private
N-25349;Rizal Pratama;P;18/07/1986;
N-25350;Citra Lestari;Pria;19/03/1992;Private
N-25351;Umi Saputra;Wanita;13/03/1995;prio
N-25352;Putri Hakim;Pria;29/01/2001;
N-25353;Vina Kusuma;Wanita;11/12/1999;RETAIL
N-25354;Fajar Utami;Female;26/06/1967;Reguler
N-25355;Budi Hakim;P;12/09/1987;Private
N-25356;Hadi Hidayat;;14/08/1983;prio
N-25357;Maya Lestari;;31/02/1999;prio
N-25358;Putri Utami;Wanita;;Prioritas
N-25359;Tono Maharani;P;01/12/2004;Prioritas
N-25360;Maya Permata;Female;17/08/1976;Reguler
N-25361;Oki Santoso;Pria;;Private
N-25362;Kartika Santoso;Laki-laki;15/06/1986;
N-25363;Indah Setiawan;M;30/05/1973;
N-25364;Budi Maharani;M;06/10/1987;Prioritas
N-25365;Budi Lestari;;15/02/1998;RETAIL
N-25366;Joko Maharani;Laki-laki;26/05/1997;
N-25367;Zaki Utami;;09/11/1981;prio
N-25368;Kartika Santoso;P;18/05/2003;prio
N-25369;Gita Setiawan;M;03/09/1960;
N-25370;Indah Pratama;;24/11/1992;Private
N-25371;Zaki Pratama;P;29/12/1983;
N-25372;Dewi Utami;L;29/12/1961;Private
N-25373;Yuni Hidayat;Female;06/05/1998;prio
N-25374;Maya Kusuma;;14/05/1964;
N-25375;Fajar Hidayat;P;28/11/1990;Prioritas
N-25376;Nanda Pratama;Wanita;26/02/1966;prio
N-25377;Gita Santoso;;07/03/1977;Reguler
N-25378;Eka Permata;P;08/03/1990;prio
N-25379;Eka Hidayat;;01/06/1983;
N-25380;Gita Hidayat;;05/10/2002;Private
N-25381;Rizal Saputra;Laki-laki;22/10/1994;Private
N-25382;Hadi Setiawan;Female;08/10/1992;
N-25383;Eka Lestari;Laki-laki;01/11/1992;RETAIL
N-25384;Citra Pratama;Pria;31/02/1999;Prioritas
N-25385;Joko Pratama;;09/06/1969;
N-25386;Nanda Wijaya;M;12/01/1970;Private
N-25387;Tono Lestari;P;19/10/1982;RETAIL
N-25388;Andi Hidayat;Laki-laki;14/05/1986;prio
N-25389;Budi Wijaya;Wanita;;
N-25390;Zaki Wijaya;P;08/01/1995;Private
N-25391;Putri Utami;Wanita;29/06/1961;Reguler
N-25392;Oki Santoso;;31/05/1967;prio
N-25393;Oki Santoso;M;29/08/1990;Private
N-25394;Yuni Setiawan;Female;04/09/1973;Prioritas
N-25395;Fajar Maharani;Female;23/10/1998;Private
N-25396;Umi Lestari;Laki-laki;13/02/1991;Prioritas
N-25397;Tono Kusuma;Wanita;16/02/1995;Prioritas
N-25398;Tono Hidayat;M;20/02/1973;Private
N-25399;Zaki Lestari;Female;16/11/1961;RETAIL
N-25400;Fajar Permata;Pria;21/06/1991;Private
N-25401;Gita Saputra;L;20/01/2000;Private
N-25402;Fajar Wijaya;Female;14/01/2003;Private
N-25403;Wawan Wijaya;L;24/07/1978;prio
N-25404;Andi Lestari;Wanita;12/09/1989;Prioritas
N-25405;Andi Hidayat;P;12/06/2004;Prioritas
N-25406;Andi Hidayat;;13/02/1976;Private
N-25407;Joko Setiawan;Pria;19/12/1962;
N-25408;Fajar Maharani;P;23/05/1983;
N-25409;Citra Hakim;;25/07/1973;
N-25410;Yuni Santoso;Wanita;29/12/1982;prio
N-25411;Wawan Maharani;;04/12/1982;prio
N-25412;Gita Maharani;Laki-laki;07/07/1982;Reguler
N-25413;Andi Hidayat;Pria;21/09/1973;Prioritas
N-25414;Zaki Utami;Female;14/06/1995;RETAIL
N-25415;Tono Santoso;Laki-laki;08/03/1990;prio
N-25416;Gita Santoso;M;24/07/1971;Prioritas
N-25417;Indah Hakim;Pria;05/09/1983;Private
N-25418;Budi Hidayat;;15/03/1983;
N-25419;Gita Lestari;Wanita;04/03/1973;Private
N-25420;Hadi Lestari;Pria;31/02/1999;Private
N-25421;Nanda Wijaya;L;;RETAIL
N-25422;Andi Pratama;Laki-laki;;prio
N-25423;Tono Kusuma;M;14/05/1980;Prioritas
N-25424;Fajar Utami;Pria;18/09/1999;Reguler
N-25425;Dewi Maharani;M;;RETAIL
N-25426;Citra Santoso;Female;19/05/1999;Reguler
N-25427;Umi Hidayat;M;17/09/1986;prio
N-25428;Yuni Kusuma;Pria;31/02/1999;RETAIL
N-25429;Hadi Kusuma;Laki-laki;30/03/2001;prio
N-25430;Oki Hakim;M;29/07/1991;RETAIL
N-25431;Wawan Utami;Laki-laki;12/07/1980;
N-25432;Gita Hidayat;L;18/09/1985;
N-25433;Maya Permata;P;20/03/1974;Private
N-25434;Oki Permata;L;03/07/1995;Private
N-25435;Joko Wijaya;P;01/08/2002;Prioritas
N-25436;Eka Saputra;Wanita;;RETAIL
N-25437;Vina Hidayat;L;31/02/1999;Prioritas
N-25438;Putri Setiawan;L;08/04/1977;Reguler
N-25439;Budi Permata;;26/07/1985;
N-25440;Maya Setiawan;Laki-laki;29/06/2001;Reguler
N-25441;Oki Wijaya;L;02/07/1967;Prioritas
N-25442;Dewi Kusuma;;08/11/1975;Reguler
N-25443;Rizal Pratama;L;19/08/2001;Private
N-25444;Eka Wijaya;Laki-laki;23/09/1993;Reguler
N-25445;Lutfi Utami;Wanita;31/08/1998;Private
N-25446;Putri Hakim;P;08/11/1965;Private
N-25447;Lutfi Pratama;L;26/03/1966;prio
N-25448;Wawan Saputra;Laki-laki;10/02/1999;Reguler
N-25449;Yuni Hakim;Laki-laki;19/01/1991;prio
N-25450;Putri Kusuma;Pria;03/07/1987;RETAIL
N-25451;Nanda Hidayat;P;29/03/1969;Prioritas
N-25452;Umi Wijaya;L;13/10/2002;
N-25453;Eka Pratama;Female;13/07/1994;Private
N-25454;Maya Maharani;Wanita;23/01/1984;prio
N-25455;Gita Hakim;M;;Prioritas
N-25456;Putri Saputra;Pria;30/01/1974;Prioritas
N-25457;Budi Utami;Wanita;03/06/1973;prio
N-25458;Hadi Pratama;L;28/01/2000;
N-25459;Andi Permata;;13/02/1961;Reguler
N-25460;Dewi Kusuma;L;04/03/1997;
N-25461;Kartika Kusuma;Female;02/06/1990;Reguler
N-25462;Citra Wijaya;Pria;19/11/2003;RETAIL
N-25463;Eka Pratama;L;15/08/1992;Prioritas
N-25464;Vina Hidayat;Female;02/01/1984;RETAIL
N-25465;Zaki Hakim;Wanita;14/12/1968;Prioritas
N-25466;Zaki Hidayat;L;06/03/1968;Prioritas
N-25467;Andi Permata;Pria;12/11/1984;Prioritas
N-25468;Oki Lestari;Wanita;21/02/1971;Prioritas
N-25469;Lutfi Saputra;Pria;;RETAIL
N-25470;Putri Saputra;L;23/01/1980;prio
N-25471;Tono Santoso;M;01/01/2001;Reguler
N-25472;Budi Kusuma;Pria;30/11/1998;Private
N-25473;Hadi Kusuma;P;09/02/1997;Private
N-25474;Kartika Kusuma;Wanita;28/07/1964;Prioritas
N-25475;Dewi Wijaya;L;31/03/2000;Reguler
N-25476;Indah Hakim;Laki-laki;;Prioritas
N-25477;Hadi Wijaya;P;27/02/1981;
N-25478;Putri Lestari;L;23/12/1989;prio
N-25479;Indah Maharani;M;28/08/1998;prio
N-25480;Hadi Permata;M;24/09/1991;RETAIL
N-25481;Zaki Pratama;L;09/08/1987;Reguler
N-25482;Vina Hakim;Wanita;07/08/1968;Reguler
N-25483;Citra Maharani;P;31/02/1999;prio
N-25484;Dewi Wijaya;Pria;08/04/1975;Reguler
N-25485;Fajar Maharani;Pria;21/04/1960;Private
N-25486;Andi Setiawan;Female;17/12/1991;Prioritas
N-25487;Joko Hakim;Laki-laki;09/01/1976;Reguler
N-25488;Umi Utami;Pria;11/10/1992;RETAIL
N-25489;Dewi Maharani;Laki-laki;18/08/1999;Prioritas
N-25490;Eka Setiawan;Female;09/04/1964;
N-25491;Rizal Permata;Pria;02/07/1992;
N-25492;Citra Hakim;P;03/07/1986;Reguler
N-25493;Putri Permata;;29/03/1983;
N-25494;Nanda Maharani;Wanita;08/01/2005;Prioritas
N-25495;Hadi Lestari;L;03/04/1967;prio
N-25496;Maya Permata;L;09/03/1990;Reguler
N-25497;Joko Permata;Laki-laki;04/11/1965;Prioritas
N-25498;Rizal Maharani;Wanita;11/02/1983;RETAIL
N-25499;Umi Permata;Wanita;11/02/1991;Private
N-25500;Vina Santoso;P;11/02/1974;prio
N-25501;Lutfi Pratama;;18/05/1974;Private
N-25502;Rizal Setiawan;M;18/11/1997;Private
N-25503;Kartika Pratama;Pria;27/03/1991;Private
N-25504;Eka Maharani;Laki-laki;25/05/1983;
N-25505;Joko Santoso;P;28/09/1972;prio
N-25506;Tono Utami;;08/07/1992;RETAIL
