nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-18123;Citra Pratama;;03/06/1983;RETAIL
N-18124;Citra Santoso;Wanita;23/03/1994;Reguler
N-18125;Indah Setiawan;P;23/11/2003;
N-18126;Eka Hidayat;L;01/06/1974;Private
N-18127;Hadi Wijaya;Pria;15/03/1998;
N-18128;Rizal Setiawan;P;28/09/2000;Private
N-18129;Maya Setiawan;;22/05/1980;RETAIL
N-18130;Tono Maharani;Laki-laki;30/07/1998;RETAIL
N-18131;Hadi Maharani;Laki-laki;15/09/1998;RETAIL
N-18132;Yuni Pratama;;30/04/1969;Reguler
N-18133;Fajar Setiawan;Laki-laki;20/03/1967;prio
N-18134;Citra Kusuma;;09/06/1990;RETAIL
N-18135;Wawan Kusuma;P;18/10/1970;RETAIL
N-18136;Hadi Hidayat;P;18/03/1977;Reguler
N-18137;Dewi Pratama;L;28/06/1987;Private
N-18138;Budi Saputra;Wanita;07/08/1963;Reguler
N-18139;Wawan Setiawan;Pria;05/02/1980;RETAIL
N-18140;Andi Wijaya;Pria;04/03/1987;Private
N-18141;Andi Maharani;Pria;24/07/1982;prio
N-18142;Andi Hidayat;Laki-laki;08/01/1975;Reguler
N-18143;Hadi Hakim;M;21/06/2000;
N-18144;Maya Kusuma;M;02/11/1987;Prioritas
N-18145;Indah Permata;Wanita;03/06/1987;RETAIL
N-18146;Joko Maharani;Pria;06/09/2005;Reguler
N-18147;Yuni Pratama;M;21/10/1966;Private
N-18148;Fajar Lestari;Female;11/03/1997;prio
N-18149;Budi Wijaya;M;23/06/1966;Prioritas
N-18150;Hadi Setiawan;;09/08/1968;Private
N-18151;Oki Pratama;Female;11/02/1969;Private
N-18152;Eka Setiawan;Female;19/03/1965;Private
N-18153;Hadi Hakim;;17/11/1994;Private
N-18154;Sari Utami;L;18/05/2002;
N-18155;Oki Saputra;P;02/02/1979;Private
N-18156;Hadi Setiawan;;23/06/2003;Prioritas
N-18157;Tono Setiawan;Laki-laki;09/02/1981;
N-18158;Budi Wijaya;;09/02/2000;RETAIL
N-18159;Rizal Hakim;Wanita;17/09/1988;Prioritas
N-18160;Dewi Permata;M;31/05/1982;Reguler
N-18161;Rizal Saputra;Pria;13/04/1994;
N-18162;Budi Pratama;M;09/06/1968;Reguler
N-18163;Andi Hakim;M;03/06/1971;
N-18164;Umi Hidayat;L;04/07/1988;Reguler
N-18165;Budi Pratama;Female;08/08/1991;Private
N-18166;Umi Lestari;Wanita;12/07/1964;Reguler
N-18167;Lutfi Utami;M;14/05/1987;Private
N-18168;Lutfi Kusuma;P;07/09/1966;prio
N-18169;Vina Wijaya;Laki-laki;29/08/1993;RETAIL
N-18170;Dewi Permata;P;13/04/1974;Prioritas
N-18171;Fajar Kusuma;L;07/06/1970;RETAIL
N-18172;Vina Kusuma;M;06/01/1977;prio
N-18173;Indah Setiawan;L;23/10/1990;Reguler
N-18174;Nanda Kusuma;Pria;31/08/1986;prio
N-18175;Zaki Kusuma;P;14/06/2004;Private
N-18176;Gita Utami;;;RETAIL
N-18177;Zaki Utami;Pria;05/08/2002;RETAIL
N-18178;Budi Pratama;L;27/10/1987;Private
N-18179;Gita Hakim;M;;Private
N-18180;Gita Santoso;Wanita;14/12/1980;Reguler
N-18181;Joko Maharani;P;12/07/1992;
N-18182;Vina Pratama;L;09/01/1992;Private
N-18183;Oki Saputra;P;07/03/1994;prio
N-18184;Joko Kusuma;;16/06/1989;
N-18185;Putri Hidayat;Wanita;21/08/1984;prio
N-18186;Tono Kusuma;Laki-laki;20/06/1998;prio
N-18187;Gita Wijaya;Pria;19/02/2002;Reguler
N-18188;Dewi Maharani;L;17/04/1983;RETAIL
N-18189;Tono Kusuma;M;11/01/1978;Private
N-18190;Hadi Kusuma;M;05/04/1982;prio
N-18191;Yuni Lestari;L;26/03/1987;prio
N-18192;Nanda Pratama;;17/09/1998;Reguler
N-18193;Sari Wijaya;Laki-laki;02/07/1970;RETAIL
N-18194;Andi Permata;Wanita;16/12/2000;Reguler
N-18195;Lutfi Saputra;Pria;15/07/2002;
N-18196;Sari Pratama;P;03/12/1964;prio
N-18197;Putri Maharani;Wanita;31/02/1999;RETAIL
N-18198;Oki Kusuma;Laki-laki;11/04/1996;Reguler
N-18199;Vina Pratama;Female;11/08/1985;Reguler
N-18200;Zaki Pratama;L;19/01/1962;
N-18201;Budi Maharani;Female;22/07/1981;RETAIL
N-18202;Oki Maharani;L;22/09/1995;RETAIL
N-18203;Sari Utami;M;31/02/1999;RETAIL
N-18204;Indah Lestari;Wanita;18/10/1966;
N-18205;Vina Permata;Wanita;03/05/1990;Reguler
N-18206;Putri Setiawan;L;20/09/1960;RETAIL
N-18207;Sari Maharani;L;26/06/2005;Reguler
N-18208;Putri Santoso;Female;09/03/1999;Private
N-18209;Oki Kusuma;Pria;23/11/1975;RETAIL
N-18210;Andi Kusuma;Female;22/11/2004;prio
N-18211;Fajar Maharani;Female;25/10/1987;
N-18212;Wawan Saputra;P;15/11/1979;prio
N-18213;Fajar Permata;Wanita;08/11/1994;Prioritas
N-18214;Maya Saputra;Female;26/04/1963;Private
N-18215;Wawan Wijaya;Pria;24/07/1984;RETAIL
N-18216;Sari Lestari;M;09/03/1974;Private
N-18217;Eka Kusuma;M;26/10/1996;Reguler
N-18218;Dewi Permata;M;16/01/1989;Private
N-18219;Rizal Wijaya;L;23/07/1995;Private
N-18220;Sari Utami;Laki-laki;10/12/1977;RETAIL
N-18221;Indah Maharani;Laki-laki;;Prioritas
N-18222;Wawan Kusuma;P;18/01/1988;
N-18223;Fajar Hakim;L;06/11/1962;prio
N-18224;Vina Hidayat;;03/04/1968;
N-18225;Eka Santoso;Laki-laki;13/04/1969;
N-18226;Putri Pratama;Wanita;20/03/1985;
N-18227;Hadi Wijaya;Wanita;04/04/1967;prio
N-18228;Fajar Maharani;P;20/08/1977;Prioritas
N-18229;Zaki Permata;Pria;;
N-18230;Budi Utami;L;22/06/1985;prio
N-18231;Joko Setiawan;;15/08/2004;prio
N-18232;Sari Lestari;M;01/07/2004;
N-18233;Rizal Utami;M;05/01/1970;Reguler
N-18234;Lutfi Saputra;Female;16/02/1976;Prioritas
N-18235;Citra Hidayat;M;24/11/2005;RETAIL
N-18236;Rizal Hakim;L;01/10/1974;Prioritas
N-18237;Yuni Setiawan;P;;
N-18238;Maya Permata;M;08/09/1985;Prioritas
N-18239;Lutfi Lestari;M;19/09/1973;Prioritas
N-18240;Kartika Utami;;;Reguler
N-18241;Putri Hidayat;Pria;21/05/2004;
N-18242;Joko Hakim;Female;12/03/2004;Prioritas
N-18243;Maya Utami;Female;25/09/1970;RETAIL
N-18244;Putri Saputra;P;23/12/1998;RETAIL
N-18245;Oki Hidayat;;17/01/1963;
N-18246;Sari Hidayat;Female;07/07/1994;prio
N-18247;Budi Lestari;L;25/01/1986;
N-18248;Gita Hakim;;26/11/1998;RETAIL
N-18249;Yuni Setiawan;Pria;31/02/1999;
N-18250;Dewi Setiawan;Female;08/02/1996;
N-18251;Zaki Pratama;;23/07/1990;prio
N-18252;Dewi Lestari;M;14/07/1986;
N-18253;Fajar Permata;Wanita;07/09/2001;Private
N-18254;Vina Kusuma;Wanita;24/12/1961;RETAIL
N-18255;Fajar Maharani;P;22/04/1972;Private
N-18256;Dewi Wijaya;M;04/12/1998;Reguler
N-18257;Vina Permata;L;;Private
N-18258;Nanda Utami;;27/03/1965;RETAIL
N-18259;Maya Utami;Pria;31/02/1999;
N-18260;Lutfi Hidayat;Female;16/09/1963;Private
N-18261;Maya Utami;Female;10/10/1976;Prioritas
N-18262;Hadi Kusuma;Pria;01/02/1984;RETAIL
N-18263;Indah Hidayat;Wanita;10/10/2001;Private
N-18264;Dewi Lestari;;27/02/2005;Private
N-18265;Kartika Hakim;L;05/04/1976;Prioritas
N-18266;Lutfi Utami;Wanita;10/06/2004;prio
N-18267;Umi Pratama;Female;08/05/1992;Private
N-18268;Citra Lestari;M;17/05/1969;prio
N-18269;Nanda Permata;Laki-laki;03/04/1974;
N-18270;Andi Saputra;Female;31/10/1999;Reguler
N-18271;Putri Wijaya;Female;30/09/1991;
N-18272;Dewi Hidayat;P;05/07/1960;Private
N-18273;Sari Hidayat;;31/02/1999;Private
N-18274;Fajar Hidayat;Female;15/09/1989;Prioritas
N-18275;Rizal Maharani;P;27/10/1972;Prioritas
N-18276;Kartika Lestari;Laki-laki;10/02/1976;Prioritas
N-18277;Umi Permata;;;prio
N-18278;Maya Hakim;P;13/04/1997;Reguler
N-18279;Umi Santoso;P;20/04/2005;Private
N-18280;Zaki Utami;;10/07/1964;Reguler
N-18281;Citra Maharani;Pria;14/11/1971;Private
N-18282;Citra Hidayat;P;06/12/2005;
N-18283;Umi Santoso;Pria;30/08/2005;RETAIL
N-18284;Wawan Saputra;Pria;13/04/1989;
N-18285;Joko Santoso;;25/04/1998;Private
N-18286;Fajar Maharani;L;;Reguler
N-18287;Gita Kusuma;P;09/07/1978;Prioritas
N-18288;Lutfi Hakim;Female;06/02/1960;
N-18289;Tono Wijaya;Pria;09/04/1980;prio
N-18290;Rizal Utami;M;19/08/1992;Prioritas
N-18291;Zaki Hidayat;Laki-laki;;prio
N-18292;Oki Wijaya;Pria;15/02/1975;Prioritas
N-18293;Andi Hakim;L;06/02/1997;Private
N-18294;Fajar Lestari;P;06/03/1968;Prioritas
N-18295;Sari Hidayat;Laki-laki;18/04/1973;RETAIL
N-18296;Budi Lestari;Pria;10/12/2004;Reguler
N-18297;Umi Lestari;P;04/12/1995;RETAIL
N-18298;Hadi Pratama;Laki-laki;21/12/1989;prio
N-18299;Nanda Maharani;;06/10/2005;Prioritas
N-18300;Citra Saputra;Wanita;30/11/1999;prio
N-18301;Sari Hidayat;Female;05/10/1975;RETAIL
N-18302;Nanda Setiawan;Wanita;12/07/1979;Reguler
N-18303;Yuni Hakim;P;02/07/1974;Reguler
N-18304;Lutfi Hidayat;Wanita;24/01/1971;Private
N-18305;Rizal Pratama;P;13/12/1989;Reguler
N-18306;Vina Saputra;M;24/01/1971;
N-18307;Eka Wijaya;Laki-laki;31/07/1970;
N-18308;Rizal Pratama;Laki-laki;23/08/1982;Reguler
N-18309;Joko Lestari;Female;31/02/1999;Private
N-18310;Joko Utami;M;09/06/1980;Private
N-18311;Sari Hakim;;17/10/1975;Reguler
N-18312;Andi Utami;L;06/08/1995;Reguler
N-18313;Tono Permata;Laki-laki;19/03/1973;Reguler
N-18314;Umi Permata;L;27/11/1964;Private
N-18315;Dewi Pratama;L;06/10/1985;
N-18316;Citra Maharani;Wanita;;Prioritas
N-18317;Budi Hakim;;30/10/1972;
N-18318;Zaki Pratama;;05/05/1975;Private
N-18319;Andi Pratama;Laki-laki;27/07/1971;RETAIL
N-18320;Hadi Hakim;;21/07/1960;Prioritas
N-18321;Lutfi Wijaya;M;04/08/1972;Private
N-18322;Putri Maharani;;25/08/1964;prio
N-18323;Vina Hidayat;Wanita;31/05/1980;RETAIL
N-18324;Lutfi Setiawan;;15/11/1986;
N-18325;Dewi Santoso;Wanita;15/10/1983;
N-18326;Budi Permata;Female;24/09/1988;RETAIL
N-18327;Yuni Pratama;Wanita;10/05/2003;Private
N-18328;Citra Saputra;Pria;22/10/2001;Private
N-18329;Tono Utami;Female;10/06/1998;
N-18330;Rizal Maharani;Female;05/11/1978;Private
N-18331;Kartika Setiawan;Pria;20/09/1984;Private
N-18332;Wawan Hidayat;M;27/01/1979;Private
N-18333;Lutfi Kusuma;Pria;23/02/1995;prio
N-18334;Lutfi Wijaya;P;20/05/1984;RETAIL
N-18335;Wawan Permata;M;19/11/1994;
N-18336;Putri Hidayat;Female;29/03/2005;
N-18337;Umi Hakim;Pria;18/07/1965;Prioritas
N-18338;Wawan Wijaya;Pria;12/07/1997;Prioritas
N-18339;Zaki Wijaya;P;19/09/1986;Reguler
N-18340;Andi Saputra;Wanita;14/02/1990;Prioritas
N-18341;Lutfi Hidayat;P;31/05/1982;prio
N-18342;Sari Lestari;;27/07/1978;Private
N-18343;Umi Permata;L;21/04/2004;
N-18344;Gita Pratama;M;23/09/1972;
N-18345;Nanda Wijaya;;05/02/1962;Private
N-18346;Zaki Permata;L;10/07/2002;Reguler
N-18347;Kartika Utami;Laki-laki;31/12/1988;Private
N-18348;Umi Santoso;Laki-laki;04/11/1998;Private
N-18349;Budi Maharani;Pria;05/08/2003;RETAIL
N-18350;Citra Maharani;Female;31/02/1999;Prioritas
N-18351;Tono Utami;Wanita;04/10/1986;RETAIL
N-18352;Rizal Pratama;Wanita;;Reguler
N-18353;Putri Wijaya;P;08/11/1981;
N-18354;Lutfi Setiawan;Wanita;10/02/1960;Prioritas
N-18355;Andi Hidayat;Wanita;13/01/1996;Private
N-18356;Gita Lestari;;09/07/1991;RETAIL
N-18357;Oki Maharani;Wanita;10/08/1988;RETAIL
N-18358;Joko Pratama;P;21/01/1983;Reguler
N-18359;Lutfi Hakim;Wanita;07/05/1972;Reguler
N-18360;Umi Utami;Wanita;11/10/1986;Prioritas
N-18361;Umi Setiawan;Wanita;14/08/1993;Private
N-18362;Rizal Hidayat;;18/12/1999;RETAIL
N-18363;Umi Utami;P;06/08/1965;Private
N-18364;Indah Pratama;L;04/03/2005;Prioritas
N-18365;Citra Permata;L;24/11/2003;RETAIL
N-18366;Vina Hidayat;P;20/04/2003;Reguler
N-18367;Vina Hakim;P;07/02/1988;
N-18368;Wawan Maharani;M;03/06/2004;Prioritas
N-18369;Kartika Lestari;M;19/11/1983;Reguler
N-18370;Dewi Hakim;P;13/02/2000;
N-18371;Fajar Hidayat;M;04/10/1991;
N-18372;Vina Maharani;P;18/02/1983;RETAIL
N-18373;Tono Saputra;L;16/10/1982;prio
N-18374;Rizal Lestari;Pria;31/02/1999;Private
N-18375;Zaki Utami;Wanita;19/07/1989;Private
N-18376;Eka Maharani;Pria;19/11/1998;
N-18377;Nanda Kusuma;Female;16/04/1972;Private
N-18378;Andi Hakim;Pria;28/02/2000;
N-18379;Fajar Kusuma;;18/08/1992;RETAIL
N-18380;Nanda Utami;;22/06/1983;
N-18381;Lutfi Santoso;L;02/01/1971;Prioritas
N-18382;Fajar Wijaya;P;22/04/1994;Reguler
N-18383;Indah Maharani;Female;;
N-18384;Gita Lestari;Wanita;19/02/1968;Reguler
N-18385;Hadi Hidayat;Female;21/05/1961;RETAIL
N-18386;Nanda Permata;Laki-laki;06/06/1992;prio
N-18387;Dewi Maharani;P;31/02/1999;prio
N-18388;Citra Utami;P;02/04/1968;
N-18389;Wawan Lestari;L;28/08/1973;
N-18390;Kartika Utami;Female;;Private
N-18391;Vina Maharani;Pria;23/07/1989;RETAIL
N-18392;Lutfi Saputra;Wanita;12/03/1987;Reguler
N-18393;Umi Maharani;Laki-laki;08/06/2004;RETAIL
N-18394;Citra Hakim;Female;04/05/1980;Prioritas
N-18395;Dewi Permata;;10/06/1985;Private
N-18396;Citra Utami;M;29/10/1978;Reguler
N-18397;Rizal Permata;P;22/09/1994;Reguler
N-18398;Gita Saputra;Pria;18/11/1988;Reguler
N-18399;Andi Maharani;Wanita;;RETAIL
N-18400;Rizal Utami;Wanita;04/06/1973;Reguler
N-18401;Hadi Maharani;Wanita;31/02/1999;Reguler
N-18402;Indah Lestari;L;07/02/1967;Private
N-18403;Umi Permata;Wanita;04/12/1971;
N-18404;Kartika Hidayat;Wanita;14/06/1990;Prioritas
N-18405;Sari Saputra;Wanita;18/04/1996;prio
N-18406;Wawan Hidayat;;13/05/1982;Private
N-18407;Yuni Saputra;;26/10/1999;Reguler
N-18408;Fajar Permata;;24/08/2002;RETAIL
N-18409;Zaki Permata;M;25/05/1968;prio
N-18410;Hadi Maharani;M;25/11/2004;RETAIL
N-18411;Zaki Wijaya;L;06/06/1994;Reguler
N-18412;Eka Santoso;L;20/10/2002;Prioritas
N-18413;Dewi Lestari;M;01/09/1991;Private
N-18414;Eka Setiawan;Female;10/02/1964;prio
N-18415;Putri Permata;M;24/09/2000;Reguler
N-18416;Vina Santoso;L;15/12/1988;Reguler
N-18417;Sari Maharani;L;12/04/1988;Private
N-18418;Tono Maharani;M;17/03/1969;Reguler
N-18419;Nanda Kusuma;Female;02/07/2002;Private
N-18420;Oki Santoso;P;16/12/1964;prio
N-18421;Citra Permata;Laki-laki;21/01/1969;Reguler
N-18422;Nanda Maharani;;07/06/1998;
N-18423;Nanda Utami;Pria;10/08/1965;RETAIL
N-18424;Rizal Hakim;Female;06/11/1983;Prioritas
N-18425;Citra Utami;M;16/03/1984;Reguler
N-18426;Wawan Saputra;Female;09/04/1981;prio
N-18427;Gita Setiawan;L;07/06/1994;
N-18428;Lutfi Utami;M;14/03/1981;Prioritas
N-18429;Sari Pratama;M;;
N-18430;Wawan Setiawan;P;17/11/1993;RETAIL
N-18431;Indah Setiawan;;13/06/1994;Prioritas
N-18432;Andi Maharani;Wanita;15/09/1994;Reguler
N-18433;Sari Kusuma;Laki-laki;20/10/1984;Prioritas
N-18434;Budi Hidayat;;25/07/1969;Prioritas
N-18435;Wawan Hakim;P;06/04/1967;Prioritas
N-18436;Oki Utami;P;11/01/1991;prio
N-18437;Hadi Saputra;L;19/06/1993;RETAIL
N-18438;Wawan Setiawan;;22/09/1992;
N-18439;Eka Lestari;P;;prio
N-18440;Rizal Lestari;M;;Private
N-18441;Umi Kusuma;;;
N-18442;Sari Lestari;Wanita;24/07/1970;Reguler
N-18443;Joko Utami;P;30/11/1970;Reguler
N-18444;Vina Santoso;;12/02/1972;Reguler
N-18445;Tono Hidayat;Pria;;
N-18446;Gita Pratama;Laki-laki;30/07/1989;RETAIL
N-18447;Kartika Kusuma;M;05/05/1963;
N-18448;Dewi Saputra;M;02/05/1970;RETAIL
N-18449;Zaki Permata;M;11/10/1976;prio
N-18450;Dewi Permata;Laki-laki;21/09/1984;prio
N-18451;Hadi Setiawan;Laki-laki;27/10/1995;Prioritas
N-18452;Sari Utami;Pria;03/10/1989;Reguler
N-18453;Gita Wijaya;Pria;;Reguler
N-18454;Nanda Hakim;Female;28/03/1964;
N-18455;Putri Setiawan;Laki-laki;29/06/1964;prio
N-18456;Maya Utami;;21/02/1983;prio
N-18457;Joko Hidayat;P;22/09/1997;Reguler
N-18458;Sari Lestari;L;17/03/1974;Prioritas
N-18459;Gita Permata;Pria;29/07/1983;
N-18460;Dewi Permata;L;07/06/1991;Prioritas
N-18461;Wawan Wijaya;M;10/12/1977;Reguler
N-18462;Sari Kusuma;M;15/09/1976;Reguler
N-18463;Sari Utami;P;22/11/1972;Private
N-18464;Indah Utami;Female;25/11/1999;Private
N-18465;Budi Wijaya;Pria;09/01/1988;
N-18466;Andi Lestari;Laki-laki;24/03/2001;
N-18467;Fajar Wijaya;Laki-laki;03/11/1985;RETAIL
N-18468;Rizal Hidayat;Pria;01/09/1960;Private
N-18469;Umi Utami;Wanita;19/09/1987;Reguler
N-18470;Indah Wijaya;Female;15/09/1961;Reguler
N-18471;Nanda Kusuma;Laki-laki;07/11/1989;
N-18472;Wawan Hakim;Pria;26/10/1962;
N-18473;Indah Hakim;L;22/08/1995;RETAIL
N-18474;Wawan Hakim;M;16/11/1976;Reguler
N-18475;Lutfi Santoso;Wanita;18/06/1996;Prioritas
N-18476;Oki Wijaya;P;16/04/1977;Private
N-18477;Budi Hakim;Pria;12/08/1977;Private
N-18478;Fajar Wijaya;P;07/01/1993;Private
N-18479;Rizal Hidayat;Wanita;05/06/1986;Prioritas
N-18480;Gita Wijaya;M;12/06/1981;RETAIL
N-18481;Joko Kusuma;;26/09/1990;RETAIL
N-18482;Lutfi Hakim;L;;Reguler
N-18483;Citra Santoso;Pria;26/08/1966;Prioritas
N-18484;Dewi Pratama;Laki-laki;20/03/1971;Private
N-18485;Budi Hidayat;P;05/09/2003;prio
N-18486;Umi Kusuma;;16/01/1961;Prioritas
N-18487;Umi Wijaya;Laki-laki;11/11/1987;
N-18488;Hadi Permata;M;13/05/1990;RETAIL
N-18489;Hadi Permata;L;15/08/1978;prio
N-18490;Maya Pratama;Female;08/01/1967;Prioritas
N-18491;Andi Saputra;;09/08/2003;Reguler
N-18492;Rizal Wijaya;;18/09/1995;Prioritas
N-18493;Yuni Lestari;Female;14/02/1981;prio
N-18494;Gita Permata;P;02/03/1967;
N-18495;Wawan Lestari;L;09/04/1966;Reguler
N-18496;Hadi Saputra;Laki-laki;12/09/1985;RETAIL
N-18497;Citra Utami;Female;26/07/1991;Prioritas
N-18498;Umi Wijaya;M;06/05/1980;RETAIL
N-18499;Citra Lestari;M;01/11/1970;
N-18500;Putri Permata;Female;11/05/2001;Private
N-18501;Umi Maharani;Wanita;;Private
N-18502;Eka Utami;;;Reguler
N-18503;Hadi Hidayat;L;29/06/1974;
N-18504;Nanda Hakim;P;03/12/1999;Private
N-18505;Nanda Lestari;L;20/03/2004;Prioritas
N-18506;Vina Kusuma;Female;03/12/2003;Private
N-18507;Vina Kusuma;Female;16/03/1981;RETAIL
N-18508;Kartika Wijaya;Laki-laki;07/12/1996;RETAIL
N-18509;Eka Wijaya;;;Prioritas
