nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-17175;Tono Hakim;M;20/07/1994;Prioritas
N-17176;Vina Utami;L;12/04/1990;Reguler
N-17177;Nanda Setiawan;Laki-laki;18/01/1975;prio
N-17178;Maya Hidayat;;03/08/1987;Private
N-17179;Andi Wijaya;P;;Reguler
N-17180;Budi Pratama;Laki-laki;18/09/1964;Prioritas
N-17181;Rizal Hakim;Pria;;Reguler
N-17182;Zaki Wijaya;Laki-laki;20/09/1966;Prioritas
N-17183;Kartika Santoso;Female;26/04/1986;
N-17184;Vina Setiawan;;02/02/1961;
N-17185;Kartika Saputra;L;01/10/1982;Prioritas
N-17186;Tono Setiawan;L;01/10/1985;Reguler
N-17187;Putri Setiawan;;10/11/1991;prio
N-17188;Citra Hidayat;;08/03/1997;Reguler
N-17189;Joko Santoso;;13/10/1970;RETAIL
N-17190;Yuni Setiawan;M;19/04/2000;prio
N-17191;Nanda Setiawan;M;31/02/1999;Private
N-17192;Gita Setiawan;Wanita;31/02/1999;
N-17193;Nanda Utami;L;04/11/1996;Prioritas
N-17194;Umi Wijaya;Laki-laki;07/12/1996;RETAIL
N-17195;Dewi Utami;Female;29/06/1964;Reguler
N-17196;Nanda Utami;Female;14/05/1996;RETAIL
N-17197;Indah Maharani;M;19/03/2000;RETAIL
N-17198;Wawan Maharani;Pria;15/12/1996;Prioritas
N-17199;Budi Hidayat;Wanita;10/05/1978;Prioritas
N-17200;Fajar Permata;Laki-laki;16/01/2004;Prioritas
N-17201;Joko Maharani;P;23/07/2001;RETAIL
N-17202;Dewi Maharani;Pria;11/12/1979;prio
N-17203;Umi Hidayat;Wanita;28/09/1980;Reguler
N-17204;Rizal Pratama;M;01/01/1967;prio
N-17205;Hadi Permata;L;08/08/1976;prio
N-17206;Putri Hidayat;;16/03/1993;Prioritas
N-17207;Joko Hakim;M;16/08/2003;Prioritas
N-17208;Sari Saputra;L;25/08/1985;Prioritas
N-17209;Lutfi Utami;L;02/09/2005;
N-17210;Fajar Hidayat;L;21/01/1962;prio
N-17211;Vina Hakim;Laki-laki;31/02/1999;RETAIL
N-17212;Gita Wijaya;P;21/08/1994;RETAIL
N-17213;Citra Kusuma;L;13/05/1986;Prioritas
N-17214;Yuni Utami;M;28/09/1986;Private
N-17215;Gita Maharani;Female;;Prioritas
N-17216;Gita Santoso;P;05/10/2003;Reguler
N-17217;Putri Hidayat;L;05/01/1966;
N-17218;Zaki Lestari;Female;;
N-17219;Sari Lestari;Wanita;20/10/1997;Private
N-17220;Citra Kusuma;P;06/03/1996;
N-17221;Budi Pratama;P;31/02/1999;prio
N-17222;Fajar Hakim;Female;30/10/1978;Private
N-17223;Andi Hidayat;P;16/04/1962;prio
N-17224;Vina Hakim;Female;17/12/1972;
N-17225;Lutfi Hakim;;27/09/1992;Prioritas
N-17226;Dewi Pratama;P;02/06/1993;Prioritas
N-17227;Tono Saputra;;04/02/1999;prio
N-17228;Eka Wijaya;Pria;04/06/1989;Reguler
N-17229;Putri Saputra;L;11/10/1978;RETAIL
N-17230;Tono Hidayat;Pria;13/10/1986;RETAIL
N-17231;Gita Hakim;Pria;20/06/1979;Prioritas
N-17232;Rizal Permata;Pria;06/04/1982;Prioritas
N-17233;Putri Santoso;M;17/07/1999;
N-17234;Wawan Santoso;Laki-laki;13/08/1962;
N-17235;Joko Utami;M;13/09/1967;Private
N-17236;Sari Wijaya;M;12/09/1982;
N-17237;Maya Santoso;Wanita;19/01/2003;Prioritas
N-17238;Budi Hidayat;;01/10/1998;Reguler
N-17239;Vina Hidayat;;22/08/1977;RETAIL
N-17240;Lutfi Maharani;Pria;27/05/1980;Private
N-17241;Hadi Pratama;Laki-laki;22/11/1968;Reguler
N-17242;Tono Lestari;Pria;14/12/1987;Private
N-17243;Yuni Lestari;;26/04/1973;Private
N-17244;Zaki Santoso;L;12/04/1981;RETAIL
N-17245;Budi Santoso;Laki-laki;09/11/1974;Prioritas
N-17246;Wawan Santoso;P;20/01/1974;
N-17247;Yuni Pratama;Laki-laki;21/05/1960;prio
N-17248;Citra Permata;L;09/07/2003;prio
N-17249;Citra Maharani;Wanita;13/10/1960;RETAIL
N-17250;Vina Kusuma;P;20/04/1979;Private
N-17251;Lutfi Lestari;M;11/07/1979;RETAIL
N-17252;Hadi Santoso;P;23/04/1985;Reguler
N-17253;Yuni Saputra;M;10/05/1998;Prioritas
N-17254;Fajar Permata;Female;06/08/1981;prio
N-17255;Sari Utami;L;26/12/1961;prio
N-17256;Tono Setiawan;Wanita;10/12/1967;Reguler
N-17257;Kartika Santoso;M;27/12/1992;Prioritas
N-17258;Wawan Santoso;L;17/04/1985;prio
N-17259;Maya Setiawan;Wanita;07/07/1966;Reguler
N-17260;Dewi Kusuma;Pria;14/06/2004;Prioritas
N-17261;Budi Santoso;Pria;20/03/1970;RETAIL
N-17262;Lutfi Hakim;;03/09/1972;Reguler
N-17263;Vina Santoso;M;15/08/1998;Reguler
N-17264;Indah Utami;L;21/11/1994;Reguler
N-17265;Tono Permata;Female;17/05/1990;prio
N-17266;Umi Santoso;Female;11/03/1982;Prioritas
N-17267;Kartika Hakim;L;25/01/1995;RETAIL
N-17268;Wawan Lestari;Pria;06/09/1981;Private
N-17269;Tono Permata;Wanita;17/08/1996;prio
N-17270;Fajar Utami;M;02/10/1985;
N-17271;Rizal Permata;P;12/02/2003;RETAIL
N-17272;Sari Pratama;Laki-laki;12/02/1984;Private
N-17273;Wawan Maharani;L;27/06/1992;
N-17274;Lutfi Setiawan;M;22/09/1992;prio
N-17275;Fajar Hakim;P;24/01/1970;RETAIL
N-17276;Kartika Saputra;M;29/07/1973;RETAIL
N-17277;Citra Saputra;Laki-laki;28/10/1961;RETAIL
N-17278;Eka Santoso;Female;10/01/1982;
N-17279;Citra Hidayat;M;;RETAIL
N-17280;Oki Lestari;;17/06/1971;Private
N-17281;Lutfi Setiawan;Wanita;13/02/1973;Reguler
N-17282;Lutfi Kusuma;Pria;;Prioritas
N-17283;Vina Hakim;Pria;31/02/1999;RETAIL
N-17284;Gita Wijaya;L;10/05/1976;Reguler
N-17285;Zaki Setiawan;Female;16/12/1960;prio
N-17286;Maya Santoso;;02/06/1984;Prioritas
N-17287;Citra Maharani;Laki-laki;04/11/1972;RETAIL
N-17288;Vina Hidayat;Laki-laki;24/02/1970;
N-17289;Rizal Santoso;Pria;14/07/1998;Prioritas
N-17290;Sari Saputra;Wanita;31/02/1999;Private
N-17291;Nanda Lestari;M;16/05/1964;
N-17292;Hadi Kusuma;M;;prio
N-17293;Joko Utami;Wanita;08/12/2005;RETAIL
N-17294;Andi Maharani;L;17/08/1991;Private
N-17295;Rizal Kusuma;Female;25/10/1998;Prioritas
N-17296;Sari Hidayat;Laki-laki;05/01/1969;Prioritas
N-17297;Umi Saputra;M;09/07/1995;RETAIL
N-17298;Citra Wijaya;Wanita;21/07/1985;RETAIL
N-17299;Joko Utami;L;26/10/1972;
N-17300;Lutfi Maharani;;;Reguler
N-17301;Putri Utami;Female;03/01/1978;Reguler
N-17302;Budi Saputra;M;17/11/1991;prio
N-17303;Joko Hidayat;Wanita;05/08/1989;Reguler
N-17304;Maya Utami;Laki-laki;23/05/1979;RETAIL
N-17305;Sari Lestari;Laki-laki;23/09/1989;Reguler
N-17306;Yuni Saputra;Female;29/06/1992;RETAIL
N-17307;Hadi Santoso;Wanita;06/11/1993;Private
N-17308;Hadi Hidayat;P;;Prioritas
N-17309;Lutfi Pratama;L;04/11/2001;RETAIL
N-17310;Indah Santoso;Female;02/12/2002;
N-17311;Indah Santoso;Laki-laki;01/10/1973;prio
N-17312;Putri Pratama;;27/10/1994;prio
N-17313;Sari Setiawan;;04/02/1973;prio
N-17314;Citra Hakim;M;02/12/1987;prio
N-17315;Lutfi Setiawan;M;08/09/1995;Private
N-17316;Dewi Santoso;Pria;25/06/1986;Private
N-17317;Hadi Santoso;;04/07/1980;
N-17318;Yuni Kusuma;M;06/02/1968;Prioritas
N-17319;Wawan Santoso;;22/08/1987;Prioritas
N-17320;Citra Setiawan;P;18/11/1961;prio
N-17321;Sari Wijaya;Female;;Private
N-17322;Oki Permata;Laki-laki;05/06/1990;prio
N-17323;Nanda Pratama;Female;05/02/1964;Private
N-17324;Rizal Saputra;L;13/01/1968;Private
N-17325;Joko Saputra;Pria;17/04/1988;Private
N-17326;Budi Santoso;P;27/02/1988;Reguler
N-17327;Rizal Utami;;05/07/1997;RETAIL
N-17328;Zaki Wijaya;;25/07/1982;Prioritas
N-17329;Umi Maharani;L;04/11/1972;Prioritas
N-17330;Sari Hakim;Female;28/03/1989;
N-17331;Sari Santoso;M;08/12/1977;
N-17332;Nanda Santoso;Wanita;22/05/1998;Private
N-17333;Budi Wijaya;Pria;20/04/1964;
N-17334;Citra Hidayat;Female;21/05/1978;Reguler
N-17335;Fajar Hakim;Pria;01/09/2002;
N-17336;Joko Permata;Wanita;;Private
N-17337;Umi Kusuma;Pria;24/05/1967;Prioritas
N-17338;Tono Utami;M;20/10/1989;
N-17339;Wawan Pratama;Wanita;06/02/1965;Prioritas
N-17340;Rizal Maharani;;09/01/1978;Prioritas
N-17341;Zaki Wijaya;Pria;15/08/1967;Prioritas
N-17342;Tono Hidayat;Laki-laki;;Reguler
N-17343;Wawan Saputra;P;25/04/1983;Reguler
N-17344;Sari Lestari;Female;17/07/1985;Prioritas
N-17345;Citra Kusuma;Laki-laki;13/02/1964;Reguler
N-17346;Kartika Santoso;L;21/09/1996;prio
N-17347;Maya Santoso;L;23/10/1962;Reguler
N-17348;Yuni Maharani;Female;07/12/1994;Prioritas
N-17349;Lutfi Saputra;M;27/07/2003;
N-17350;Vina Kusuma;;30/06/1976;
N-17351;Kartika Kusuma;Wanita;17/03/1976;Reguler
N-17352;Zaki Utami;Female;20/10/2003;prio
N-17353;Budi Hidayat;Laki-laki;21/11/1995;Reguler
N-17354;Budi Setiawan;P;22/08/1979;Private
N-17355;Lutfi Wijaya;Laki-laki;25/05/1980;Private
N-17356;Gita Hakim;M;07/01/1964;Private
N-17357;Budi Permata;M;19/07/1966;RETAIL
N-17358;Sari Permata;Female;15/08/1969;Reguler
N-17359;Maya Lestari;;17/08/1975;
N-17360;Sari Kusuma;Laki-laki;12/01/1997;RETAIL
N-17361;Yuni Hidayat;;20/05/1995;
N-17362;Oki Hidayat;Female;23/04/2003;RETAIL
N-17363;Yuni Hidayat;Pria;;Private
N-17364;Fajar Pratama;;15/09/1962;prio
N-17365;Yuni Wijaya;Pria;19/08/1996;prio
N-17366;Budi Hidayat;L;18/12/2000;Reguler
N-17367;Nanda Santoso;P;31/08/2003;Reguler
N-17368;Tono Saputra;Laki-laki;21/05/1971;prio
N-17369;Eka Pratama;M;25/09/1984;Reguler
N-17370;Budi Saputra;L;05/10/2004;Private
N-17371;Nanda Utami;;03/03/1983;Private
N-17372;Sari Hidayat;P;30/09/1973;RETAIL
N-17373;Joko Saputra;Wanita;09/04/1998;
N-17374;Lutfi Saputra;P;26/05/2005;Prioritas
N-17375;Umi Kusuma;Pria;29/12/1985;Reguler
N-17376;Lutfi Kusuma;Wanita;02/03/1972;Reguler
N-17377;Maya Lestari;Pria;08/01/2002;
N-17378;Kartika Kusuma;M;10/09/1960;Reguler
N-17379;Zaki Santoso;;09/09/1963;Prioritas
N-17380;Budi Kusuma;P;26/02/1966;Private
N-17381;Budi Santoso;Female;07/04/1965;Private
N-17382;Eka Santoso;Female;29/03/1972;
N-17383;Sari Lestari;Pria;07/05/1981;prio
N-17384;Lutfi Permata;M;05/03/1967;RETAIL
N-17385;Eka Permata;L;27/06/1962;
N-17386;Eka Setiawan;Wanita;22/12/1994;RETAIL
N-17387;Citra Wijaya;M;11/02/1976;Prioritas
N-17388;Citra Utami;L;31/08/1960;RETAIL
N-17389;Oki Hidayat;L;16/08/1979;RETAIL
N-17390;Tono Kusuma;Pria;31/02/1999;Private
N-17391;Lutfi Pratama;P;11/11/1987;
N-17392;Andi Hidayat;Female;23/06/1982;Prioritas
N-17393;Sari Pratama;;19/02/1969;prio
N-17394;Nanda Saputra;P;14/07/1981;prio
N-17395;Gita Saputra;L;23/01/2003;prio
N-17396;Wawan Lestari;Wanita;26/07/1979;Reguler
N-17397;Rizal Wijaya;Laki-laki;30/08/1966;prio
N-17398;Citra Utami;P;07/12/1969;prio
N-17399;Yuni Setiawan;P;02/06/1999;Prioritas
N-17400;Citra Hidayat;M;17/02/1966;Private
N-17401;Andi Kusuma;;;prio
N-17402;Eka Saputra;;22/03/1989;prio
N-17403;Maya Hidayat;M;23/03/1973;prio
N-17404;Lutfi Setiawan;P;11/05/1975;prio
N-17405;Zaki Lestari;Female;05/09/1979;Prioritas
N-17406;Joko Pratama;;;Private
N-17407;Oki Pratama;Laki-laki;18/12/1983;Private
N-17408;Tono Kusuma;Wanita;28/01/1998;Prioritas
N-17409;Eka Hidayat;Laki-laki;22/07/1977;Private
N-17410;Joko Pratama;Female;24/06/1969;prio
N-17411;Putri Lestari;Laki-laki;07/07/1976;
N-17412;Tono Hakim;M;25/07/1973;Prioritas
N-17413;Vina Santoso;Female;;
N-17414;Maya Saputra;Wanita;07/02/1966;
N-17415;Citra Wijaya;M;26/06/1962;prio
N-17416;Andi Pratama;P;05/10/1994;RETAIL
N-17417;Umi Lestari;P;11/04/1992;
N-17418;Joko Utami;L;29/06/1966;Prioritas
N-17419;Zaki Lestari;L;17/03/1989;
N-17420;Eka Saputra;;01/01/1998;Private
N-17421;Nanda Hakim;;31/02/1999;prio
N-17422;Hadi Kusuma;Laki-laki;29/07/1982;Reguler
N-17423;Eka Hakim;Female;09/01/2005;
N-17424;Dewi Hakim;M;31/02/1999;RETAIL
N-17425;Vina Santoso;P;29/01/1976;prio
N-17426;Lutfi Santoso;Female;16/08/1963;RETAIL
N-17427;Sari Maharani;Wanita;03/07/1988;
N-17428;Vina Hidayat;M;16/11/1962;Prioritas
N-17429;Budi Maharani;Wanita;15/09/1992;Reguler
N-17430;Putri Hidayat;Laki-laki;07/06/1976;
N-17431;Indah Lestari;Wanita;06/11/1980;prio
N-17432;Nanda Santoso;M;;prio
N-17433;Vina Setiawan;Female;06/08/1998;Private
N-17434;Hadi Maharani;Female;13/06/1967;RETAIL
N-17435;Umi Pratama;L;16/09/1970;Prioritas
N-17436;Citra Lestari;Laki-laki;05/12/2003;Private
N-17437;Oki Kusuma;M;25/08/1971;prio
N-17438;Zaki Permata;Laki-laki;23/01/1998;Prioritas
N-17439;Dewi Utami;;22/06/1986;
N-17440;Indah Hidayat;M;04/04/1986;Reguler
N-17441;Citra Permata;Laki-laki;14/02/1970;Reguler
N-17442;Indah Kusuma;Wanita;07/05/2001;Prioritas
N-17443;Indah Kusuma;L;;
N-17444;Oki Utami;;06/11/1971;Private
N-17445;Joko Santoso;Female;04/09/1972;Reguler
N-17446;Joko Hidayat;Female;25/04/1989;Private
N-17447;Indah Permata;L;26/09/1996;prio
N-17448;Rizal Santoso;Pria;;prio
N-17449;Wawan Kusuma;Wanita;13/06/1999;
N-17450;Kartika Lestari;M;24/02/1982;Private
N-17451;Yuni Utami;Laki-laki;31/02/1999;prio
N-17452;Citra Lestari;Laki-laki;23/07/1965;Reguler
N-17453;Vina Saputra;Wanita;03/11/1992;Private
N-17454;Lutfi Permata;Pria;25/04/1970;
N-17455;Rizal Kusuma;Female;30/10/1990;
N-17456;Fajar Hakim;Laki-laki;19/10/1992;Prioritas
N-17457;Dewi Santoso;L;29/08/1974;Prioritas
N-17458;Sari Maharani;;14/02/1966;prio
N-17459;Kartika Kusuma;Wanita;12/12/1975;
N-17460;Lutfi Permata;L;01/04/2002;RETAIL
N-17461;Vina Kusuma;P;13/12/1975;Prioritas
N-17462;Kartika Maharani;Female;02/08/1976;prio
N-17463;Umi Santoso;Female;27/01/1989;
N-17464;Fajar Hakim;;28/06/1993;Prioritas
N-17465;Vina Pratama;Laki-laki;04/08/1972;RETAIL
N-17466;Wawan Maharani;Wanita;11/07/1965;
N-17467;Eka Saputra;Pria;30/11/1998;Reguler
N-17468;Indah Maharani;Wanita;24/08/1977;RETAIL
N-17469;Oki Saputra;Female;18/12/1976;prio
N-17470;Indah Kusuma;L;05/03/1962;Private
N-17471;Wawan Santoso;Female;19/01/1980;Private
N-17472;Wawan Lestari;;08/02/1994;RETAIL
N-17473;Zaki Santoso;P;;RETAIL
N-17474;Hadi Lestari;M;;Prioritas
N-17475;Rizal Utami;L;22/05/1974;Reguler
N-17476;Andi Santoso;Laki-laki;28/06/1963;RETAIL
N-17477;Vina Lestari;Wanita;17/12/1991;
N-17478;Zaki Saputra;;17/08/1992;Prioritas
N-17479;Wawan Utami;Wanita;26/11/1973;
N-17480;Yuni Saputra;Pria;25/01/1974;Prioritas
N-17481;Rizal Pratama;Wanita;14/03/1991;Private
N-17482;Maya Utami;Wanita;09/08/1992;RETAIL
N-17483;Putri Saputra;M;25/04/1966;Prioritas
N-17484;Budi Saputra;P;21/06/2000;
N-17485;Citra Saputra;Laki-laki;05/03/2005;prio
N-17486;Nanda Permata;P;21/12/1984;RETAIL
N-17487;Dewi Lestari;Laki-laki;11/01/1993;Private
N-17488;Gita Santoso;Laki-laki;08/07/1969;RETAIL
N-17489;Wawan Hakim;Laki-laki;31/02/1999;RETAIL
N-17490;Indah Wijaya;P;19/08/1980;Private
N-17491;Umi Maharani;Female;23/05/1988;
N-17492;Joko Hakim;Wanita;11/08/1965;prio
N-17493;Citra Permata;L;24/08/1966;RETAIL
N-17494;Gita Hidayat;M;06/10/2000;Prioritas
N-17495;Tono Santoso;Laki-laki;20/03/1994;Reguler
N-17496;Oki Kusuma;Wanita;28/01/1986;
N-17497;Maya Pratama;;23/09/1961;prio
N-17498;Hadi Setiawan;Pria;31/02/1999;Private
N-17499;Zaki Kusuma;L;29/04/1995;Reguler
N-17500;Hadi Saputra;Pria;21/03/1987;
N-17501;Maya Wijaya;Pria;;
N-17502;Putri Setiawan;Pria;21/04/1979;Private
N-17503;Gita Permata;Pria;02/04/1975;
N-17504;Yuni Permata;L;23/10/1988;RETAIL
N-17505;Nanda Hakim;Pria;27/01/1969;Reguler
N-17506;Dewi Lestari;Wanita;15/02/1974;Reguler
