nasabah_code;nama_lengkap;jenis_kelamin;tanggal_lahir;segmen_nasabah
N-16041;Nanda Setiawan;Laki-laki;01/05/1970;Private
N-16042;Eka Saputra;Wanita;30/03/2000;
N-16043;Andi Hidayat;;03/04/1977;
N-16044;Hadi Wijaya;L;10/10/2002;Prioritas
N-16045;Nanda Utami;M;16/02/1992;Prioritas
N-16046;Wawan Pratama;Female;12/04/1971;Reguler
N-16047;Rizal Pratama;L;14/11/1980;RETAIL
N-16048;Yuni Permata;M;21/10/2004;RETAIL
N-16049;Vina Hakim;Female;27/08/2001;Private
N-16050;Kartika Setiawan;Female;30/07/1988;Reguler
N-16051;Fajar Santoso;;06/04/1973;Reguler
N-16052;Andi Hidayat;Wanita;22/09/2004;Private
N-16053;Putri Santoso;Wanita;30/04/1967;Private
N-16054;Wawan Setiawan;M;12/10/1970;RETAIL
N-16055;Zaki Saputra;M;23/10/2002;Reguler
N-16056;Lutfi Setiawan;Wanita;18/06/2003;
N-16057;Dewi Lestari;Pria;31/02/1999;RETAIL
N-16058;Dewi Hakim;P;;prio
N-16059;Dewi Utami;Pria;19/04/1986;Reguler
N-16060;Eka Hidayat;L;15/12/1967;prio
N-16061;Maya Utami;Female;06/05/1975;RETAIL
N-16062;Sari Wijaya;P;16/01/1981;RETAIL
N-16063;Umi Santoso;;08/02/1983;Prioritas
N-16064;Andi Lestari;L;03/12/1973;Reguler
N-16065;Tono Santoso;P;08/03/1973;Private
N-16066;Zaki Kusuma;Female;25/11/1986;Reguler
N-16067;Wawan Setiawan;Wanita;16/09/1990;Reguler
N-16068;Vina Permata;Pria;05/10/1996;Reguler
N-16069;Fajar Lestari;Female;01/02/1960;Private
N-16070;Lutfi Lestari;Pria;25/06/1975;Reguler
N-16071;Yuni Lestari;L;10/08/1960;
N-16072;Zaki Lestari;;03/03/2001;Reguler
N-16073;Maya Hakim;M;25/12/1998;
N-16074;Zaki Santoso;Pria;28/04/1975;Prioritas
N-16075;Kartika Saputra;Wanita;22/07/2004;Prioritas
N-16076;Nanda Maharani;M;;
N-16077;Indah Santoso;Pria;15/04/1974;Reguler
N-16078;Sari Saputra;L;08/03/1979;Reguler
N-16079;Joko Wijaya;Pria;04/08/1961;Private
N-16080;Gita Saputra;L;01/02/2004;prio
N-16081;Lutfi Setiawan;Pria;20/01/1997;prio
N-16082;Wawan Permata;Laki-laki;11/01/1990;prio
N-16083;Joko Santoso;Wanita;29/12/1992;RETAIL
N-16084;Eka Lestari;M;31/05/1992;Prioritas
N-16085;Wawan Hakim;Wanita;01/05/1964;Private
N-16086;Indah Wijaya;M;18/11/1987;Prioritas
N-16087;Kartika Utami;Pria;07/10/1972;Private
N-16088;Vina Utami;Female;28/12/1987;Private
N-16089;Dewi Wijaya;Female;15/05/1982;Private
N-16090;Oki Maharani;Pria;;prio
N-16091;Umi Pratama;P;03/04/1960;Reguler
N-16092;Eka Kusuma;Wanita;16/04/1992;Prioritas
N-16093;Kartika Pratama;M;29/09/1964;RETAIL
N-16094;Putri Permata;Pria;23/12/1973;
N-16095;Zaki Wijaya;;11/10/1970;Reguler
N-16096;Fajar Saputra;M;11/04/1993;Prioritas
N-16097;Indah Setiawan;P;30/05/1962;RETAIL
N-16098;Dewi Hakim;L;28/06/1967;
N-16099;Zaki Hakim;Wanita;05/05/1976;
N-16100;Budi Maharani;Wanita;23/03/1994;Prioritas
N-16101;Vina Hidayat;;22/02/1975;Reguler
N-16102;Indah Permata;Female;01/12/1972;Reguler
N-16103;Vina Lestari;M;;RETAIL
N-16104;Andi Setiawan;L;13/05/1968;Prioritas
N-16105;Fajar Maharani;Laki-laki;20/07/1967;
N-16106;Rizal Saputra;Female;28/10/1983;prio
N-16107;Citra Hidayat;Pria;04/07/1970;Prioritas
N-16108;Dewi Pratama;Wanita;09/12/1995;Prioritas
N-16109;Maya Setiawan;P;14/07/1982;RETAIL
N-16110;Kartika Permata;P;06/04/1993;
N-16111;Vina Saputra;;12/07/1969;Private
N-16112;Sari Setiawan;Female;28/12/1977;prio
N-16113;Putri Hakim;Wanita;25/02/1986;Private
N-16114;Indah Santoso;P;21/06/1981;Private
N-16115;Dewi Wijaya;P;04/12/1966;Private
N-16116;Gita Pratama;Pria;02/07/1991;RETAIL
N-16117;Yuni Permata;Wanita;24/10/1968;Reguler
N-16118;Oki Kusuma;L;15/09/1994;Reguler
N-16119;Kartika Saputra;L;27/10/1968;Reguler
N-16120;Wawan Hidayat;Wanita;;
N-16121;Hadi Lestari;Female;04/01/1971;Prioritas
N-16122;Tono Lestari;L;28/09/1997;Reguler
N-16123;Dewi Lestari;Female;26/07/1980;Private
N-16124;Vina Maharani;Laki-laki;22/08/1999;RETAIL
N-16125;Umi Wijaya;M;29/06/1970;prio
N-16126;Vina Pratama;Wanita;18/01/2003;RETAIL
N-16127;Vina Lestari;;31/08/1995;
N-16128;Nanda Hakim;Female;10/01/1972;Prioritas
N-16129;Nanda Wijaya;Wanita;02/10/1967;Prioritas
N-16130;Lutfi Utami;M;07/02/1963;prio
N-16131;Rizal Permata;Wanita;03/03/2003;
N-16132;Gita Utami;Female;15/05/1988;
N-16133;Joko Wijaya;M;18/10/1995;Prioritas
N-16134;Fajar Hidayat;Laki-laki;24/11/1969;RETAIL
N-16135;Umi Wijaya;M;27/06/1986;Prioritas
N-16136;Fajar Hakim;Wanita;06/04/1984;Reguler
N-16137;Andi Hakim;P;16/06/1984;Private
N-16138;Joko Saputra;Laki-laki;22/09/1995;
N-16139;Tono Setiawan;Female;20/01/1969;
N-16140;Dewi Hidayat;Female;13/05/1997;Prioritas
N-16141;Lutfi Lestari;P;17/08/1992;Private
N-16142;Wawan Setiawan;P;25/02/1964;
N-16143;Vina Saputra;M;11/04/1996;Private
N-16144;Lutfi Kusuma;L;06/06/1982;prio
N-16145;Fajar Hidayat;P;14/12/1987;Reguler
N-16146;Wawan Maharani;Laki-laki;17/09/1997;
N-16147;Tono Lestari;Pria;01/12/1978;Private
N-16148;Putri Permata;Wanita;02/12/1973;Private
N-16149;Putri Santoso;L;28/09/1983;RETAIL
N-16150;Dewi Hakim;Wanita;02/10/1995;Private
N-16151;Putri Maharani;Pria;20/03/1965;prio
N-16152;Fajar Setiawan;;25/09/1960;RETAIL
N-16153;Lutfi Hakim;P;14/02/1968;prio
N-16154;Eka Pratama;Female;03/01/1975;prio
N-16155;Joko Permata;;20/05/1978;
N-16156;Lutfi Setiawan;Wanita;17/03/1981;prio
N-16157;Putri Hakim;P;02/06/1975;
N-16158;Fajar Setiawan;Laki-laki;31/01/2003;Prioritas
N-16159;Vina Pratama;Laki-laki;17/12/1991;RETAIL
N-16160;Umi Setiawan;L;24/05/1989;Private
N-16161;Fajar Hakim;Wanita;01/07/2000;RETAIL
N-16162;Umi Pratama;P;15/06/1964;RETAIL
N-16163;Sari Kusuma;M;31/07/2002;
N-16164;Rizal Lestari;P;10/07/1999;Private
N-16165;Budi Wijaya;Pria;25/10/1969;RETAIL
N-16166;Kartika Hidayat;Wanita;21/04/1971;prio
N-16167;Dewi Wijaya;Laki-laki;06/03/1989;RETAIL
N-16168;Indah Setiawan;Laki-laki;01/08/1988;
N-16169;Rizal Permata;P;25/01/1975;Prioritas
N-16170;Lutfi Wijaya;Wanita;23/01/1966;RETAIL
N-16171;Dewi Setiawan;M;;Reguler
N-16172;Andi Pratama;Laki-laki;06/08/1968;Prioritas
N-16173;Oki Pratama;P;04/05/1989;Private
N-16174;Dewi Setiawan;M;17/10/1976;Private
N-16175;Kartika Setiawan;M;25/11/1980;
N-16176;Nanda Santoso;Wanita;12/04/1971;Prioritas
N-16177;Lutfi Maharani;L;14/01/2003;RETAIL
N-16178;Eka Kusuma;Wanita;22/04/1966;Private
N-16179;Gita Maharani;;29/11/1980;Prioritas
N-16180;Vina Permata;;31/02/1999;Private
N-16181;Maya Utami;Laki-laki;28/01/1973;Prioritas
N-16182;Umi Wijaya;M;25/03/1970;RETAIL
N-16183;Rizal Pratama;L;10/06/1969;RETAIL
N-16184;Nanda Kusuma;Female;18/04/1991;Prioritas
N-16185;Wawan Permata;Female;02/02/1963;
N-16186;Budi Maharani;P;18/07/1972;Reguler
N-16187;Indah Kusuma;;09/01/1994;Reguler
N-16188;Joko Hidayat;Wanita;15/03/1967;RETAIL
N-16189;Hadi Hidayat;Wanita;13/06/1977;
N-16190;Lutfi Santoso;;22/12/1977;
N-16191;Vina Kusuma;Pria;01/10/1971;
N-16192;Tono Hakim;;11/12/1968;Prioritas
N-16193;Umi Kusuma;Laki-laki;28/12/1998;RETAIL
N-16194;Dewi Hakim;Wanita;19/01/1991;
N-16195;Kartika Hidayat;P;13/08/1973;prio
N-16196;Nanda Kusuma;M;18/07/1976;Private
N-16197;Umi Hidayat;Female;22/02/1992;Private
N-16198;Hadi Lestari;L;;Reguler
N-16199;Rizal Hakim;;09/03/2003;RETAIL
N-16200;Sari Setiawan;Pria;;RETAIL
N-16201;Lutfi Pratama;Laki-laki;11/11/1968;Private
N-16202;Budi Setiawan;L;10/04/1983;Private
N-16203;Eka Saputra;;31/02/1999;Reguler
N-16204;Fajar Saputra;M;20/11/1969;Reguler
N-16205;Eka Pratama;L;22/04/1998;
N-16206;Putri Maharani;P;18/08/1995;
N-16207;Fajar Utami;Female;15/04/1976;Prioritas
N-16208;Oki Permata;P;20/05/2005;prio
N-16209;Tono Wijaya;Pria;06/01/1980;Prioritas
N-16210;Sari Saputra;;17/10/1995;prio
N-16211;Wawan Wijaya;Pria;15/12/1985;prio
N-16212;Hadi Setiawan;L;10/10/1961;Prioritas
N-16213;Putri Pratama;M;18/03/1980;prio
N-16214;Budi Maharani;P;26/03/1981;Prioritas
N-16215;Hadi Lestari;Female;31/02/1999;Private
N-16216;Gita Santoso;L;16/06/1980;
N-16217;Sari Hakim;Wanita;08/05/1987;
N-16218;Oki Wijaya;Pria;10/04/2002;prio
N-16219;Eka Hakim;Female;;Private
N-16220;Rizal Wijaya;Laki-laki;16/02/1985;prio
N-16221;Nanda Setiawan;Female;24/04/1961;Prioritas
N-16222;Eka Hidayat;Laki-laki;12/08/1993;Reguler
N-16223;Joko Hakim;;06/09/2002;Reguler
N-16224;Andi Hakim;;;prio
N-16225;Maya Permata;Female;19/01/1977;Private
N-16226;Budi Saputra;M;07/09/2002;Prioritas
N-16227;Eka Santoso;Female;28/01/2005;Private
N-16228;Yuni Maharani;Pria;01/11/2000;prio
N-16229;Umi Utami;L;28/03/1981;RETAIL
N-16230;Putri Wijaya;Pria;03/03/1972;Prioritas
N-16231;Joko Santoso;P;15/02/1996;prio
N-16232;Maya Setiawan;Laki-laki;21/08/1968;prio
N-16233;Joko Utami;Female;03/02/2005;Private
N-16234;Lutfi Hidayat;L;;Prioritas
N-16235;Vina Saputra;P;28/03/2004;prio
N-16236;Budi Lestari;M;21/06/1986;Private
N-16237;Maya Permata;Laki-laki;;Private
N-16238;Zaki Permata;Female;20/05/1979;RETAIL
N-16239;Indah Maharani;Laki-laki;25/08/1982;Reguler
N-16240;Maya Hakim;M;08/06/1960;prio
N-16241;Citra Hidayat;;30/10/2000;Private
N-16242;Andi Pratama;P;13/06/1962;Private
N-16243;Nanda Maharani;L;07/11/1988;Reguler
N-16244;Zaki Kusuma;P;;Private
N-16245;Oki Kusuma;Female;11/02/1984;Reguler
N-16246;Umi Wijaya;Laki-laki;30/06/2002;RETAIL
N-16247;Gita Lestari;L;10/11/1965;Private
N-16248;Wawan Kusuma;L;06/09/1972;Private
N-16249;Zaki Santoso;;16/08/1967;Reguler
N-16250;Indah Maharani;;20/03/1972;RETAIL
N-16251;Hadi Wijaya;Wanita;20/01/1982;Reguler
N-16252;Putri Pratama;Wanita;29/10/1999;Prioritas
N-16253;Tono Permata;Laki-laki;31/02/1999;
N-16254;Hadi Saputra;Wanita;15/11/1966;prio
N-16255;Vina Wijaya;M;02/08/1997;
N-16256;Lutfi Hidayat;M;07/08/2004;Reguler
N-16257;Citra Saputra;Pria;23/06/1997;Reguler
N-16258;Fajar Maharani;Female;11/03/1980;Prioritas
N-16259;Joko Hidayat;;29/05/1974;Prioritas
N-16260;Rizal Setiawan;Wanita;28/11/1995;
N-16261;Rizal Pratama;Wanita;19/08/1972;
N-16262;Umi Santoso;;;prio
N-16263;Umi Permata;P;27/04/1988;Prioritas
N-16264;Indah Saputra;L;14/01/1999;RETAIL
N-16265;Sari Saputra;Pria;25/04/1987;Reguler
N-16266;Rizal Santoso;Wanita;21/09/1971;Private
N-16267;Putri Wijaya;Pria;20/07/1976;Reguler
N-16268;Eka Pratama;Wanita;25/02/1977;prio
N-16269;Putri Hakim;;03/11/1985;Reguler
N-16270;Maya Saputra;Wanita;;Prioritas
N-16271;Fajar Utami;;08/01/1961;prio
N-16272;Oki Kusuma;Female;07/10/1990;Prioritas
N-16273;Dewi Maharani;Wanita;;
N-16274;Yuni Setiawan;L;11/12/1992;Reguler
N-16275;Vina Kusuma;Laki-laki;13/07/1994;Private
N-16276;Tono Hidayat;Pria;26/01/1980;Prioritas
N-16277;Putri Utami;Laki-laki;04/07/1979;Prioritas
N-16278;Wawan Lestari;;13/07/2001;RETAIL
N-16279;Rizal Lestari;L;17/07/1998;Prioritas
N-16280;Gita Saputra;Female;27/11/1971;RETAIL
N-16281;Joko Hidayat;Laki-laki;13/09/2005;Prioritas
N-16282;Sari Pratama;;19/04/1991;prio
N-16283;Gita Kusuma;L;02/01/1978;Private
N-16284;Indah Pratama;P;16/07/1963;Reguler
N-16285;Joko Santoso;M;13/09/1980;Prioritas
N-16286;Dewi Santoso;;18/06/1995;prio
N-16287;Budi Saputra;Female;18/10/1991;RETAIL
N-16288;Gita Wijaya;;30/03/1997;RETAIL
N-16289;Rizal Wijaya;M;18/08/1965;Reguler
N-16290;Sari Maharani;Female;;prio
N-16291;Tono Saputra;Female;09/03/1962;RETAIL
N-16292;Dewi Maharani;Female;17/11/1990;Prioritas
N-16293;Indah Santoso;Female;15/04/1970;Private
N-16294;Gita Santoso;Wanita;20/08/1989;Reguler
N-16295;Gita Lestari;Female;06/09/2000;
N-16296;Gita Maharani;Pria;21/02/1967;prio
N-16297;Yuni Hakim;M;04/11/1977;prio
N-16298;Tono Santoso;M;03/10/1985;RETAIL
N-16299;Fajar Saputra;Wanita;;Reguler
N-16300;Fajar Hidayat;Pria;03/05/1984;Reguler
N-16301;Oki Permata;P;17/07/1995;RETAIL
N-16302;Eka Utami;Wanita;31/02/1999;
N-16303;Zaki Lestari;;14/10/1988;Reguler
N-16304;Budi Setiawan;M;25/10/1962;Private
N-16305;Yuni Kusuma;M;29/08/1996;Reguler
N-16306;Lutfi Setiawan;Pria;12/07/1975;Private
N-16307;Joko Hakim;Female;09/09/1987;RETAIL
N-16308;Budi Setiawan;Pria;10/12/2003;
N-16309;Zaki Pratama;P;08/04/1960;
N-16310;Fajar Wijaya;Female;05/12/1984;Reguler
N-16311;Zaki Utami;P;19/07/1998;RETAIL
N-16312;Eka Lestari;Wanita;09/02/1997;Prioritas
N-16313;Umi Permata;P;23/03/1997;RETAIL
N-16314;Citra Pratama;L;27/04/1960;RETAIL
N-16315;Citra Lestari;P;23/07/1972;Private
N-16316;Sari Kusuma;P;18/09/1983;prio
N-16317;Lutfi Hakim;Laki-laki;19/03/1984;RETAIL
N-16318;Umi Wijaya;Laki-laki;13/06/1984;prio
N-16319;Rizal Wijaya;L;26/06/2004;Prioritas
N-16320;Umi Wijaya;;31/12/1994;Reguler
N-16321;Umi Hidayat;Female;01/09/2001;RETAIL
N-16322;Indah Lestari;Female;24/03/1969;Private
N-16323;Tono Utami;Pria;15/12/1976;Private
N-16324;Putri Setiawan;Wanita;21/11/2002;RETAIL
N-16325;Andi Wijaya;;07/01/1996;RETAIL
N-16326;Indah Setiawan;L;14/12/1976;prio
N-16327;Rizal Pratama;Wanita;20/12/1971;prio
N-16328;Dewi Maharani;M;;RETAIL
N-16329;Dewi Santoso;M;22/03/2004;
N-16330;Hadi Lestari;;19/05/1992;prio
N-16331;Kartika Kusuma;P;27/11/1975;
N-16332;Lutfi Utami;Wanita;06/02/1972;
N-16333;Rizal Santoso;L;24/01/2003;
N-16334;Andi Lestari;Laki-laki;05/11/1961;Reguler
N-16335;Kartika Saputra;L;18/04/1986;Prioritas
N-16336;Gita Hidayat;P;01/11/1965;prio
N-16337;Tono Kusuma;P;17/06/1983;prio
N-16338;Oki Hakim;M;28/04/1988;
N-16339;Yuni Hakim;L;01/05/1960;prio
N-16340;Yuni Pratama;Female;31/02/1999;RETAIL
N-16341;Yuni Utami;P;08/03/1976;Prioritas
N-16342;Andi Kusuma;P;12/10/2004;RETAIL
N-16343;Dewi Permata;Wanita;24/06/1971;RETAIL
N-16344;Lutfi Utami;Wanita;19/11/1984;RETAIL
N-16345;Maya Permata;P;07/12/2002;Prioritas
N-16346;Tono Pratama;L;23/09/1993;Private
N-16347;Lutfi Wijaya;M;26/12/2001;Prioritas
N-16348;Nanda Utami;M;30/08/1961;prio
N-16349;Sari Pratama;Pria;29/09/1973;Private
N-16350;Maya Hidayat;M;01/10/1960;prio
N-16351;Eka Saputra;Laki-laki;11/08/1968;Reguler
N-16352;Umi Saputra;M;;prio
N-16353;Umi Santoso;M;22/10/1975;
N-16354;Tono Maharani;Female;10/07/1988;Private
N-16355;Andi Permata;P;16/08/1976;Private
N-16356;Kartika Lestari;M;11/03/1967;RETAIL
N-16357;Vina Utami;Laki-laki;;Reguler
N-16358;Joko Maharani;Pria;10/02/1978;Prioritas
N-16359;Zaki Maharani;M;31/02/1999;Private
N-16360;Wawan Permata;Wanita;19/02/1960;Prioritas
N-16361;Umi Hakim;;11/09/1991;Reguler
N-16362;Nanda Hidayat;L;31/02/1999;
N-16363;Wawan Setiawan;Pria;06/06/1968;RETAIL
N-16364;Tono Saputra;M;20/12/1993;
N-16365;Yuni Utami;Wanita;15/03/1984;Private
N-16366;Kartika Hakim;P;24/12/1985;Reguler
N-16367;Oki Santoso;Female;27/08/1985;
N-16368;Lutfi Kusuma;P;06/03/1992;Prioritas
N-16369;Tono Kusuma;P;26/02/1976;RETAIL
N-16370;Sari Permata;Wanita;;Private
N-16371;Gita Maharani;M;08/01/1985;
N-16372;Vina Wijaya;L;29/12/1963;Reguler
N-16373;Yuni Pratama;M;16/09/1981;prio
N-16374;Zaki Permata;;19/11/1966;
N-16375;Lutfi Wijaya;M;04/07/2005;RETAIL
N-16376;Joko Permata;L;04/01/1967;Prioritas
N-16377;Rizal Pratama;Female;10/06/1970;Prioritas
N-16378;Tono Maharani;Female;12/07/1966;prio
N-16379;Fajar Maharani;Wanita;28/11/1987;Reguler
N-16380;Sari Santoso;Female;24/06/1975;RETAIL
N-16381;Umi Maharani;L;05/04/1976;Prioritas
N-16382;Sari Utami;L;24/11/1960;
N-16383;Indah Kusuma;Laki-laki;06/12/1985;Prioritas
N-16384;Zaki Permata;L;24/08/1984;RETAIL
N-16385;Citra Permata;L;20/12/1994;Prioritas
N-16386;Dewi Saputra;Female;;Reguler
N-16387;Budi Lestari;;15/07/1980;RETAIL
N-16388;Indah Kusuma;L;21/02/1980;Private
N-16389;Hadi Saputra;L;29/12/1993;
N-16390;Umi Kusuma;P;20/06/1967;Prioritas
N-16391;Umi Permata;Laki-laki;08/10/1991;Prioritas
N-16392;Gita Lestari;;19/07/1995;RETAIL
N-16393;Fajar Santoso;Female;24/07/1979;Private
N-16394;Zaki Permata;L;07/07/2000;RETAIL
N-16395;Andi Maharani;Wanita;;prio
N-16396;Citra Pratama;L;13/06/1978;Private
N-16397;Rizal Pratama;Female;22/09/1971;RETAIL
N-16398;Putri Hakim;P;18/01/1996;prio
N-16399;Budi Hidayat;Female;12/09/1975;Reguler
N-16400;Indah Maharani;P;17/10/1983;
N-16401;Joko Lestari;Laki-laki;16/08/2005;prio
N-16402;Zaki Santoso;Laki-laki;20/07/1997;RETAIL
N-16403;Gita Hakim;L;20/11/1961;
N-16404;Kartika Santoso;;07/04/1973;prio
N-16405;Eka Hidayat;Female;09/12/1980;Prioritas
N-16406;Maya Wijaya;Female;12/06/1960;
N-16407;Sari Setiawan;P;03/11/1979;RETAIL
N-16408;Dewi Hidayat;Pria;17/08/1969;RETAIL
N-16409;Hadi Utami;L;19/11/1990;prio
N-16410;Budi Permata;Pria;13/08/1968;prio
N-16411;Putri Permata;Laki-laki;28/02/1960;Private
N-16412;Andi Kusuma;M;19/01/1979;Private
N-16413;Gita Hidayat;Laki-laki;26/08/1972;
N-16414;Eka Hakim;Wanita;27/07/1989;Reguler
N-16415;Kartika Wijaya;P;09/04/2002;prio
N-16416;Rizal Wijaya;Wanita;04/11/1969;Reguler
N-16417;Zaki Santoso;M;05/04/1965;
N-16418;Fajar Saputra;Female;24/02/1970;Reguler
N-16419;Sari Santoso;Laki-laki;09/12/1993;prio
N-16420;Lutfi Utami;P;15/03/1991;RETAIL
N-16421;Gita Wijaya;P;22/06/1961;RETAIL
N-16422;Joko Maharani;;03/07/1989;Prioritas
N-16423;Yuni Permata;;13/01/1973;prio
N-16424;Tono Santoso;Female;05/01/1972;RETAIL
N-16425;Sari Santoso;Female;24/02/1969;
N-16426;Budi Wijaya;L;09/05/1983;RETAIL
N-16427;Andi Pratama;Wanita;02/02/2003;Reguler
N-16428;Budi Maharani;Laki-laki;29/12/1984;Reguler
N-16429;Umi Lestari;L;01/11/1968;RETAIL
N-16430;Rizal Utami;L;21/11/1969;Private
N-16431;Putri Wijaya;M;15/03/1995;Reguler
N-16432;Gita Kusuma;P;26/12/1993;Private
N-16433;Joko Santoso;M;08/10/1985;RETAIL
N-16434;Sari Kusuma;M;12/10/1980;Private
N-16435;Vina Maharani;P;12/11/1992;Prioritas
N-16436;Zaki Maharani;P;31/02/1999;
N-16437;Citra Setiawan;L;22/04/1988;prio
N-16438;Kartika Wijaya;Laki-laki;25/07/2001;Prioritas
N-16439;Maya Saputra;L;07/12/1995;prio
N-16440;Citra Kusuma;;03/03/1996;prio
N-16441;Eka Kusuma;Female;09/03/1965;Reguler
N-16442;Kartika Utami;;15/06/1990;Prioritas
N-16443;Sari Pratama;Laki-laki;11/01/1966;
N-16444;Zaki Lestari;M;25/04/1960;Reguler
N-16445;Wawan Pratama;M;20/02/1996;Prioritas
N-16446;Joko Kusuma;Female;;RETAIL
N-16447;Fajar Lestari;M;06/06/1987;RETAIL
N-16448;Hadi Hakim;L;26/02/1981;Prioritas
N-16449;Kartika Hakim;Female;08/08/1983;
N-16450;Hadi Hidayat;L;08/05/2001;prio
N-16451;Umi Pratama;Female;30/07/2001;prio
N-16452;Budi Pratama;;13/05/2001;prio
N-16453;Budi Pratama;Laki-laki;12/05/1992;Private
N-16454;Nanda Wijaya;Female;15/03/2001;Prioritas
N-16455;Dewi Santoso;P;15/07/1962;Private
N-16456;Budi Kusuma;Laki-laki;01/10/1984;
N-16457;Yuni Hakim;Laki-laki;;RETAIL
N-16458;Fajar Hakim;Laki-laki;31/02/1999;
N-16459;Oki Utami;Wanita;13/01/2001;Private
N-16460;Maya Hakim;Wanita;08/09/1976;RETAIL
N-16461;Fajar Hidayat;Laki-laki;12/03/1996;Reguler
N-16462;Zaki Permata;;27/04/1985;Private
N-16463;Dewi Maharani;Laki-laki;03/12/1979;Prioritas
N-16464;Rizal Utami;Laki-laki;25/07/1963;Prioritas
N-16465;Yuni Hidayat;;30/12/1991;Private
N-16466;Gita Santoso;Pria;10/12/1976;prio
N-16467;Zaki Maharani;M;18/03/1985;Reguler
N-16468;Yuni Utami;M;28/06/2002;RETAIL
N-16469;Oki Utami;P;21/02/1986;prio
N-16470;Rizal Hakim;P;24/03/1970;prio
N-16471;Fajar Kusuma;M;08/11/1975;Private
N-16472;Lutfi Permata;Wanita;19/12/1985;RETAIL
N-16473;Eka Saputra;;03/04/2001;Reguler
N-16474;Maya Wijaya;M;30/07/1973;prio
N-16475;Rizal Wijaya;P;21/12/1973;RETAIL
N-16476;Gita Saputra;Female;31/03/1993;Reguler
N-16477;Umi Hidayat;Pria;22/03/1974;Prioritas
N-16478;Vina Hidayat;Female;21/10/1971;Prioritas
N-16479;Wawan Kusuma;L;26/05/1962;Private
N-16480;Indah Pratama;Female;16/02/1968;RETAIL
N-16481;Hadi Kusuma;L;30/03/1977;RETAIL
N-16482;Fajar Hidayat;Wanita;26/11/1983;Reguler
N-16483;Sari Permata;Pria;04/04/1975;RETAIL
N-16484;Eka Maharani;Wanita;25/07/1961;
N-16485;Lutfi Hidayat;Wanita;22/11/1981;RETAIL
N-16486;Maya Santoso;;15/03/1985;Reguler
N-16487;Citra Lestari;Female;06/10/1978;RETAIL
N-16488;Kartika Hidayat;L;02/09/2000;RETAIL
N-16489;Rizal Lestari;Pria;10/05/1978;prio
N-16490;Lutfi Lestari;Wanita;03/05/1995;Private
N-16491;Maya Wijaya;;08/03/1976;Private
N-16492;Indah Setiawan;Wanita;13/12/1984;
N-16493;Oki Lestari;Female;12/11/1961;Private
N-16494;Sari Wijaya;Pria;15/07/1975;prio
N-16495;Oki Lestari;Female;27/08/1963;Reguler
N-16496;Zaki Hidayat;;15/10/2004;RETAIL
N-16497;Tono Pratama;P;06/07/1992;prio
N-16498;Putri Setiawan;Wanita;04/01/1975;prio
N-16499;Tono Permata;M;02/02/1995;prio
N-16500;Kartika Lestari;Female;13/11/1966;Private
N-16501;Eka Setiawan;M;10/10/2002;Private
N-16502;Putri Santoso;L;13/01/1987;Private
N-16503;Putri Wijaya;;04/11/1966;Prioritas
